target,location,origin_date,target_end_date,output_type_id,horizon,output_type,value
ILI incidence,BE,2025-07-23,2025-07-20,0.01,1,quantile,0
ILI incidence,BE,2025-07-23,2025-07-20,0.025,1,quantile,0
ILI incidence,BE,2025-07-23,2025-07-20,0.05,1,quantile,0
ILI incidence,BE,2025-07-23,2025-07-20,0.1,1,quantile,0
ILI incidence,BE,2025-07-23,2025-07-20,0.15,1,quantile,0
ILI incidence,BE,2025-07-23,2025-07-20,0.2,1,quantile,0
ILI incidence,BE,2025-07-23,2025-07-20,0.25,1,quantile,2.23086438327265
ILI incidence,BE,2025-07-23,2025-07-20,0.3,1,quantile,4.82092210209056
ILI incidence,BE,2025-07-23,2025-07-20,0.35,1,quantile,8.63135429175028
ILI incidence,BE,2025-07-23,2025-07-20,0.4,1,quantile,12.1656668851794
ILI incidence,BE,2025-07-23,2025-07-20,0.45,1,quantile,15.9332413988285
ILI incidence,BE,2025-07-23,2025-07-20,0.5,1,quantile,19.9320219337263
ILI incidence,BE,2025-07-23,2025-07-20,0.55,1,quantile,23.4597116845298
ILI incidence,BE,2025-07-23,2025-07-20,0.6,1,quantile,27.6928631102326
ILI incidence,BE,2025-07-23,2025-07-20,0.65,1,quantile,33.3480542331034
ILI incidence,BE,2025-07-23,2025-07-20,0.7,1,quantile,37.8090365965081
ILI incidence,BE,2025-07-23,2025-07-20,0.75,1,quantile,45.5447290411695
ILI incidence,BE,2025-07-23,2025-07-20,0.8,1,quantile,53.3969317019091
ILI incidence,BE,2025-07-23,2025-07-20,0.85,1,quantile,63.9763637573135
ILI incidence,BE,2025-07-23,2025-07-20,0.9,1,quantile,80.291683600714
ILI incidence,BE,2025-07-23,2025-07-20,0.95,1,quantile,101.221823777231
ILI incidence,BE,2025-07-23,2025-07-20,0.975,1,quantile,130.328814311401
ILI incidence,BE,2025-07-23,2025-07-20,0.99,1,quantile,163.768165567403
ILI incidence,BE,2025-07-23,2025-07-27,0.01,2,quantile,0
ILI incidence,BE,2025-07-23,2025-07-27,0.025,2,quantile,0
ILI incidence,BE,2025-07-23,2025-07-27,0.05,2,quantile,0
ILI incidence,BE,2025-07-23,2025-07-27,0.1,2,quantile,0
ILI incidence,BE,2025-07-23,2025-07-27,0.15,2,quantile,0
ILI incidence,BE,2025-07-23,2025-07-27,0.2,2,quantile,0
ILI incidence,BE,2025-07-23,2025-07-27,0.25,2,quantile,0
ILI incidence,BE,2025-07-23,2025-07-27,0.3,2,quantile,2.3150117003432
ILI incidence,BE,2025-07-23,2025-07-27,0.35,2,quantile,6.90031147577996
ILI incidence,BE,2025-07-23,2025-07-27,0.4,2,quantile,11.2917093593509
ILI incidence,BE,2025-07-23,2025-07-27,0.45,2,quantile,16.7992065399715
ILI incidence,BE,2025-07-23,2025-07-27,0.5,2,quantile,20.9271919384208
ILI incidence,BE,2025-07-23,2025-07-27,0.55,2,quantile,27.6023468615851
ILI incidence,BE,2025-07-23,2025-07-27,0.6,2,quantile,33.8160921618959
ILI incidence,BE,2025-07-23,2025-07-27,0.65,2,quantile,39.8138395621509
ILI incidence,BE,2025-07-23,2025-07-27,0.7,2,quantile,46.4055284327695
