target,location,origin_date,target_end_date,output_type_id,horizon,output_type,value
ILI incidence,BE,2025-07-02,2025-06-29,0.01,1,quantile,0
ILI incidence,BE,2025-07-02,2025-06-29,0.025,1,quantile,0
ILI incidence,BE,2025-07-02,2025-06-29,0.05,1,quantile,0
ILI incidence,BE,2025-07-02,2025-06-29,0.1,1,quantile,2.68109558086747
ILI incidence,BE,2025-07-02,2025-06-29,0.15,1,quantile,6.94755303398815
ILI incidence,BE,2025-07-02,2025-06-29,0.2,1,quantile,11.4881437326991
ILI incidence,BE,2025-07-02,2025-06-29,0.25,1,quantile,14.7483180678822
ILI incidence,BE,2025-07-02,2025-06-29,0.3,1,quantile,17.9013636722984
ILI incidence,BE,2025-07-02,2025-06-29,0.35,1,quantile,20.8750723594628
ILI incidence,BE,2025-07-02,2025-06-29,0.4,1,quantile,24.2257542487863
ILI incidence,BE,2025-07-02,2025-06-29,0.45,1,quantile,26.7107726684255
ILI incidence,BE,2025-07-02,2025-06-29,0.5,1,quantile,30.5985113888163
ILI incidence,BE,2025-07-02,2025-06-29,0.55,1,quantile,33.8218758095605
ILI incidence,BE,2025-07-02,2025-06-29,0.6,1,quantile,37.4057338075587
ILI incidence,BE,2025-07-02,2025-06-29,0.65,1,quantile,41.5088303620302
ILI incidence,BE,2025-07-02,2025-06-29,0.7,1,quantile,45.536504373582
ILI incidence,BE,2025-07-02,2025-06-29,0.75,1,quantile,50.9209697610395
ILI incidence,BE,2025-07-02,2025-06-29,0.8,1,quantile,55.9422213134774
ILI incidence,BE,2025-07-02,2025-06-29,0.85,1,quantile,62.0743188889764
ILI incidence,BE,2025-07-02,2025-06-29,0.9,1,quantile,73.699298994682
ILI incidence,BE,2025-07-02,2025-06-29,0.95,1,quantile,91.4145700543613
ILI incidence,BE,2025-07-02,2025-06-29,0.975,1,quantile,110.992625042068
ILI incidence,BE,2025-07-02,2025-06-29,0.99,1,quantile,144.410540435618
ILI incidence,BE,2025-07-02,2025-07-06,0.01,2,quantile,0
ILI incidence,BE,2025-07-02,2025-07-06,0.025,2,quantile,0
ILI incidence,BE,2025-07-02,2025-07-06,0.05,2,quantile,0
ILI incidence,BE,2025-07-02,2025-07-06,0.1,2,quantile,0
ILI incidence,BE,2025-07-02,2025-07-06,0.15,2,quantile,0.0567306874920783
ILI incidence,BE,2025-07-02,2025-07-06,0.2,2,quantile,5.11765904417499
ILI incidence,BE,2025-07-02,2025-07-06,0.25,2,quantile,10.0045319935239
ILI incidence,BE,2025-07-02,2025-07-06,0.3,2,quantile,14.3607756152918
ILI incidence,BE,2025-07-02,2025-07-06,0.35,2,quantile,18.5908356291871
ILI incidence,BE,2025-07-02,2025-07-06,0.4,2,quantile,23.0015349436945
ILI incidence,BE,2025-07-02,2025-07-06,0.45,2,quantile,26.6753598162272
ILI incidence,BE,2025-07-02,2025-07-06,0.5,2,quantile,31.8249995144835
ILI incidence,BE,2025-07-02,2025-07-06,0.55,2,quantile,37.078259875748
ILI incidence,BE,2025-07-02,2025-07-06,0.6,2,quantile,42.0303234572691
ILI incidence,BE,2025-07-02,2025-07-06,0.65,2,quantile,49.1974259705548
ILI incidence,BE,2025-07-02,2025-07-06,0.7,2,quantile,55.8189967680725
ILI incidence,BE,2025-07-02,2025-07-06,0.75,2,quantile,63.9453188932562
ILI incidence,BE,2025-07-02,2025-07-06,0.8,2,quantile,76.5240934053754
ILI incidence,BE,2025-07-02,2025-07-06,0.85,2,quantile,90.8503264030259
ILI incidence,BE,2025-07-02,2025-07-06,0.9,2,quantile,112.176934495641
ILI incidence,BE,2025-07-02,2025-07-06,0.95,2,quantile,163.086288985861
ILI incidence,BE,2025-07-02,2025-07-06,0.975,2,quantile,200.699916170092
ILI incidence,BE,2025-07-02,2025-07-06,0.99,2,quantile,245.728468695562
ILI incidence,BE,2025-07-02,2025-07-13,0.01,3,quantile,0
ILI incidence,BE,2025-07-02,2025-07-13,0.025,3,quantile,0
ILI incidence,BE,2025-07-02,2025-07-13,0.05,3,quantile,0
ILI incidence,BE,2025-07-02,2025-07-13,0.1,3,quantile,0
ILI incidence,BE,2025-07-02,2025-07-13,0.15,3,quantile,0
ILI incidence,BE,2025-07-02,2025-07-13,0.2,3,quantile,1.34267757363532
ILI incidence,BE,2025-07-02,2025-07-13,0.25,3,quantile,6.22591740743298
