target,location,origin_date,target_end_date,output_type_id,horizon,output_type,value
ILI incidence,AT,2025-03-12,2025-03-09,0.01,1,quantile,1332.98808364071
ILI incidence,AT,2025-03-12,2025-03-09,0.025,1,quantile,1398.64054694248
ILI incidence,AT,2025-03-12,2025-03-09,0.05,1,quantile,1500.1356797061
ILI incidence,AT,2025-03-12,2025-03-09,0.1,1,quantile,1649.92857780995
ILI incidence,AT,2025-03-12,2025-03-09,0.15,1,quantile,1748.51201232134
ILI incidence,AT,2025-03-12,2025-03-09,0.2,1,quantile,1825.81417913569
ILI incidence,AT,2025-03-12,2025-03-09,0.25,1,quantile,1905.57080776556
ILI incidence,AT,2025-03-12,2025-03-09,0.3,1,quantile,1965.95503088568
ILI incidence,AT,2025-03-12,2025-03-09,0.35,1,quantile,2035.2038419958
ILI incidence,AT,2025-03-12,2025-03-09,0.4,1,quantile,2126.61977263419
ILI incidence,AT,2025-03-12,2025-03-09,0.45,1,quantile,2211.03571143267
ILI incidence,AT,2025-03-12,2025-03-09,0.5,1,quantile,2298.51005447518
ILI incidence,AT,2025-03-12,2025-03-09,0.55,1,quantile,2355.53958217171
ILI incidence,AT,2025-03-12,2025-03-09,0.6,1,quantile,2423.79569247324
ILI incidence,AT,2025-03-12,2025-03-09,0.65,1,quantile,2505.47365091607
ILI incidence,AT,2025-03-12,2025-03-09,0.7,1,quantile,2601.39826753248
ILI incidence,AT,2025-03-12,2025-03-09,0.75,1,quantile,2684.28205571764
ILI incidence,AT,2025-03-12,2025-03-09,0.8,1,quantile,2775.99953363025
ILI incidence,AT,2025-03-12,2025-03-09,0.85,1,quantile,2866.81068972354
ILI incidence,AT,2025-03-12,2025-03-09,0.9,1,quantile,3055.26314132233
ILI incidence,AT,2025-03-12,2025-03-09,0.95,1,quantile,3297.79208841169
ILI incidence,AT,2025-03-12,2025-03-09,0.975,1,quantile,3546.39615503177
ILI incidence,AT,2025-03-12,2025-03-09,0.99,1,quantile,3853.97548728559
ILI incidence,AT,2025-03-12,2025-03-16,0.01,2,quantile,873.425256484745
ILI incidence,AT,2025-03-12,2025-03-16,0.025,2,quantile,1001.56085452414
ILI incidence,AT,2025-03-12,2025-03-16,0.05,2,quantile,1111.40234773325
ILI incidence,AT,2025-03-12,2025-03-16,0.1,2,quantile,1281.48169131619
ILI incidence,AT,2025-03-12,2025-03-16,0.15,2,quantile,1382.50663899615
ILI incidence,AT,2025-03-12,2025-03-16,0.2,2,quantile,1473.81545604567
ILI incidence,AT,2025-03-12,2025-03-16,0.25,2,quantile,1579.9457734162
ILI incidence,AT,2025-03-12,2025-03-16,0.3,2,quantile,1685.0762504004
ILI incidence,AT,2025-03-12,2025-03-16,0.35,2,quantile,1792.29210089026
ILI incidence,AT,2025-03-12,2025-03-16,0.4,2,quantile,1880.17173689423
ILI incidence,AT,2025-03-12,2025-03-16,0.45,2,quantile,1952.13991294371
ILI incidence,AT,2025-03-12,2025-03-16,0.5,2,quantile,2054.39735786034
ILI incidence,AT,2025-03-12,2025-03-16,0.55,2,quantile,2167.38768440033
ILI incidence,AT,2025-03-12,2025-03-16,0.6,2,quantile,2238.34398643959
ILI incidence,AT,2025-03-12,2025-03-16,0.65,2,quantile,2339.75787483385
ILI incidence,AT,2025-03-12,2025-03-16,0.7,2,quantile,2470.57698781131
ILI incidence,AT,2025-03-12,2025-03-16,0.75,2,quantile,2593.43090316884
ILI incidence,AT,2025-03-12,2025-03-16,0.8,2,quantile,2730.41002475671
ILI incidence,AT,2025-03-12,2025-03-16,0.85,2,quantile,2905.03758408813
ILI incidence,AT,2025-03-12,2025-03-16,0.9,2,quantile,3203.94023334373
ILI incidence,AT,2025-03-12,2025-03-16,0.95,2,quantile,3654.0583675751
ILI incidence,AT,2025-03-12,2025-03-16,0.975,2,quantile,4077.22545346218
ILI incidence,AT,2025-03-12,2025-03-16,0.99,2,quantile,4440.23776468395
ILI incidence,AT,2025-03-12,2025-03-23,0.01,3,quantile,538.407695295562
ILI incidence,AT,2025-03-12,2025-03-23,0.025,3,quantile,669.010841386685
ILI incidence,AT,2025-03-12,2025-03-23,0.05,3,quantile,774.250236097256
ILI incidence,AT,2025-03-12,2025-03-23,0.1,3,quantile,938.339921001613
ILI incidence,AT,2025-03-12,2025-03-23,0.15,3,quantile,1050.0955888739
ILI incidence,AT,2025-03-12,2025-03-23,0.2,3,quantile,1163.64873997773
ILI incidence,AT,2025-03-12,2025-03-23,0.25,3,quantile,1293.15936073046
ILI incidence,AT,2025-03-12,2025-03-23,0.3,3,quantile,1387.83440580087
ILI incidence,AT,2025-03-12,2025-03-23,0.35,3,quantile,1480.90244091506
ILI incidence,AT,2025-03-12,2025-03-23,0.4,3,quantile,1580.0034062024
ILI incidence,AT,2025-03-12,2025-03-23,0.45,3,quantile,1698.55467892968
ILI incidence,AT,2025-03-12,2025-03-23,0.5,3,quantile,1838.20161564138
ILI incidence,AT,2025-03-12,2025-03-23,0.55,3,quantile,1929.75707012928
ILI incidence,AT,2025-03-12,2025-03-23,0.6,3,quantile,2045.07232785915
ILI incidence,AT,2025-03-12,2025-03-23,0.65,3,quantile,2174.43862274686
ILI incidence,AT,2025-03-12,2025-03-23,0.7,3,quantile,2323.54516434646
