target,location,origin_date,target_end_date,output_type_id,horizon,output_type,value
ILI incidence,AT,2025-01-22,2025-01-19,0.01,1,quantile,1379.70388625077
ILI incidence,AT,2025-01-22,2025-01-19,0.025,1,quantile,1483.06642040161
ILI incidence,AT,2025-01-22,2025-01-19,0.05,1,quantile,1562.07045027139
ILI incidence,AT,2025-01-22,2025-01-19,0.1,1,quantile,1745.65760930568
ILI incidence,AT,2025-01-22,2025-01-19,0.15,1,quantile,1859.33924494927
ILI incidence,AT,2025-01-22,2025-01-19,0.2,1,quantile,1958.74435962199
ILI incidence,AT,2025-01-22,2025-01-19,0.25,1,quantile,2026.1368145305
ILI incidence,AT,2025-01-22,2025-01-19,0.3,1,quantile,2108.63285333218
ILI incidence,AT,2025-01-22,2025-01-19,0.35,1,quantile,2180.69129580064
ILI incidence,AT,2025-01-22,2025-01-19,0.4,1,quantile,2286.82342576349
ILI incidence,AT,2025-01-22,2025-01-19,0.45,1,quantile,2362.24120394308
ILI incidence,AT,2025-01-22,2025-01-19,0.5,1,quantile,2465.34679708448
ILI incidence,AT,2025-01-22,2025-01-19,0.55,1,quantile,2529.66122003256
ILI incidence,AT,2025-01-22,2025-01-19,0.6,1,quantile,2605.42429307181
ILI incidence,AT,2025-01-22,2025-01-19,0.65,1,quantile,2685.26992565286
ILI incidence,AT,2025-01-22,2025-01-19,0.7,1,quantile,2798.73338112401
ILI incidence,AT,2025-01-22,2025-01-19,0.75,1,quantile,2879.85166677952
ILI incidence,AT,2025-01-22,2025-01-19,0.8,1,quantile,2986.01067894314
ILI incidence,AT,2025-01-22,2025-01-19,0.85,1,quantile,3098.58031110843
ILI incidence,AT,2025-01-22,2025-01-19,0.9,1,quantile,3272.54805064714
ILI incidence,AT,2025-01-22,2025-01-19,0.95,1,quantile,3576.96722864391
ILI incidence,AT,2025-01-22,2025-01-19,0.975,1,quantile,3805.42538872354
ILI incidence,AT,2025-01-22,2025-01-19,0.99,1,quantile,4113.58299990695
ILI incidence,AT,2025-01-22,2025-01-26,0.01,2,quantile,961.559288946613
ILI incidence,AT,2025-01-22,2025-01-26,0.025,2,quantile,1101.97804053819
ILI incidence,AT,2025-01-22,2025-01-26,0.05,2,quantile,1232.61816462687
ILI incidence,AT,2025-01-22,2025-01-26,0.1,2,quantile,1421.06508377654
ILI incidence,AT,2025-01-22,2025-01-26,0.15,2,quantile,1552.98708074886
ILI incidence,AT,2025-01-22,2025-01-26,0.2,2,quantile,1656.67745657742
ILI incidence,AT,2025-01-22,2025-01-26,0.25,2,quantile,1767.38334573368
ILI incidence,AT,2025-01-22,2025-01-26,0.3,2,quantile,1895.42602917601
ILI incidence,AT,2025-01-22,2025-01-26,0.35,2,quantile,1993.27419496973
ILI incidence,AT,2025-01-22,2025-01-26,0.4,2,quantile,2114.60996161493
ILI incidence,AT,2025-01-22,2025-01-26,0.45,2,quantile,2216.14449153493
ILI incidence,AT,2025-01-22,2025-01-26,0.5,2,quantile,2324.92118972126
ILI incidence,AT,2025-01-22,2025-01-26,0.55,2,quantile,2431.484560653
ILI incidence,AT,2025-01-22,2025-01-26,0.6,2,quantile,2545.16701489747
ILI incidence,AT,2025-01-22,2025-01-26,0.65,2,quantile,2646.33939865379
ILI incidence,AT,2025-01-22,2025-01-26,0.7,2,quantile,2781.9051112962
ILI incidence,AT,2025-01-22,2025-01-26,0.75,2,quantile,2914.97791190798
ILI incidence,AT,2025-01-22,2025-01-26,0.8,2,quantile,3079.27471960228
ILI incidence,AT,2025-01-22,2025-01-26,0.85,2,quantile,3267.05008446156
ILI incidence,AT,2025-01-22,2025-01-26,0.9,2,quantile,3567.74530826522
ILI incidence,AT,2025-01-22,2025-01-26,0.95,2,quantile,4080.13239498916
ILI incidence,AT,2025-01-22,2025-01-26,0.975,2,quantile,4498.77946396391
ILI incidence,AT,2025-01-22,2025-01-26,0.99,2,quantile,4898.48846622723
ILI incidence,AT,2025-01-22,2025-02-02,0.01,3,quantile,663.068881651699
ILI incidence,AT,2025-01-22,2025-02-02,0.025,3,quantile,810.893577430614
ILI incidence,AT,2025-01-22,2025-02-02,0.05,3,quantile,926.070779986363
ILI incidence,AT,2025-01-22,2025-02-02,0.1,3,quantile,1113.0605641313
ILI incidence,AT,2025-01-22,2025-02-02,0.15,3,quantile,1241.22563984667
ILI incidence,AT,2025-01-22,2025-02-02,0.2,3,quantile,1372.92671384659
ILI incidence,AT,2025-01-22,2025-02-02,0.25,3,quantile,1501.67289561715
ILI incidence,AT,2025-01-22,2025-02-02,0.3,3,quantile,1643.58296224619
ILI incidence,AT,2025-01-22,2025-02-02,0.35,3,quantile,1749.28584949523
ILI incidence,AT,2025-01-22,2025-02-02,0.4,3,quantile,1864.26237280794
ILI incidence,AT,2025-01-22,2025-02-02,0.45,3,quantile,2009.33388416115
ILI incidence,AT,2025-01-22,2025-02-02,0.5,3,quantile,2156.01188204612
ILI incidence,AT,2025-01-22,2025-02-02,0.55,3,quantile,2278.24230634931
ILI incidence,AT,2025-01-22,2025-02-02,0.6,3,quantile,2409.87043820484
ILI incidence,AT,2025-01-22,2025-02-02,0.65,3,quantile,2548.13899358976
ILI incidence,AT,2025-01-22,2025-02-02,0.7,3,quantile,2716.97106895732
ILI incidence,AT,2025-01-22,2025-02-02,0.75,3,quantile,2867.46455641543
ILI incidence,AT,2025-01-22,2025-02-02,0.8,3,quantile,3109.7902653924
ILI incidence,AT,2025-01-22,2025-02-02,0.85,3,quantile,3358.37887884313
ILI incidence,AT,2025-01-22,2025-02-02,0.9,3,quantile,3687.49262348317
