target,location,origin_date,target_end_date,output_type_id,horizon,output_type,value
ILI incidence,AT,2025-01-15,2025-01-12,0.01,1,quantile,66.7964946233656
ILI incidence,AT,2025-01-15,2025-01-12,0.025,1,quantile,129.306657038415
ILI incidence,AT,2025-01-15,2025-01-12,0.05,1,quantile,238.41822709399
ILI incidence,AT,2025-01-15,2025-01-12,0.1,1,quantile,498.503538500518
ILI incidence,AT,2025-01-15,2025-01-12,0.15,1,quantile,709.424713208015
ILI incidence,AT,2025-01-15,2025-01-12,0.2,1,quantile,856.093995356242
ILI incidence,AT,2025-01-15,2025-01-12,0.25,1,quantile,1009.17798760517
ILI incidence,AT,2025-01-15,2025-01-12,0.3,1,quantile,1128.00834030867
ILI incidence,AT,2025-01-15,2025-01-12,0.35,1,quantile,1215.02373278615
ILI incidence,AT,2025-01-15,2025-01-12,0.4,1,quantile,1353.50338852307
ILI incidence,AT,2025-01-15,2025-01-12,0.45,1,quantile,1476.64885367606
ILI incidence,AT,2025-01-15,2025-01-12,0.5,1,quantile,1595.35802574877
ILI incidence,AT,2025-01-15,2025-01-12,0.55,1,quantile,1723.69240495184
ILI incidence,AT,2025-01-15,2025-01-12,0.6,1,quantile,1891.78082188823
ILI incidence,AT,2025-01-15,2025-01-12,0.65,1,quantile,2041.21830670267
ILI incidence,AT,2025-01-15,2025-01-12,0.7,1,quantile,2207.13626135767
ILI incidence,AT,2025-01-15,2025-01-12,0.75,1,quantile,2374.58999120543
ILI incidence,AT,2025-01-15,2025-01-12,0.8,1,quantile,2587.89517006047
ILI incidence,AT,2025-01-15,2025-01-12,0.85,1,quantile,2808.22752660209
ILI incidence,AT,2025-01-15,2025-01-12,0.9,1,quantile,3086.933703483
ILI incidence,AT,2025-01-15,2025-01-12,0.95,1,quantile,3477.56859575499
ILI incidence,AT,2025-01-15,2025-01-12,0.975,1,quantile,3845.77877219404
ILI incidence,AT,2025-01-15,2025-01-12,0.99,1,quantile,4467.37488437159
ILI incidence,AT,2025-01-15,2025-01-19,0.01,2,quantile,130.198263742974
ILI incidence,AT,2025-01-15,2025-01-19,0.025,2,quantile,203.149123011916
ILI incidence,AT,2025-01-15,2025-01-19,0.05,2,quantile,308.664665223569
ILI incidence,AT,2025-01-15,2025-01-19,0.1,2,quantile,483.71159656461
ILI incidence,AT,2025-01-15,2025-01-19,0.15,2,quantile,617.497379204688
ILI incidence,AT,2025-01-15,2025-01-19,0.2,2,quantile,760.957540145065
ILI incidence,AT,2025-01-15,2025-01-19,0.25,2,quantile,881.483241211059
ILI incidence,AT,2025-01-15,2025-01-19,0.3,2,quantile,986.259360541504
ILI incidence,AT,2025-01-15,2025-01-19,0.35,2,quantile,1111.53008131962
ILI incidence,AT,2025-01-15,2025-01-19,0.4,2,quantile,1213.57047955477
ILI incidence,AT,2025-01-15,2025-01-19,0.45,2,quantile,1341.3879613125
ILI incidence,AT,2025-01-15,2025-01-19,0.5,2,quantile,1441.38750298444
ILI incidence,AT,2025-01-15,2025-01-19,0.55,2,quantile,1601.22660904638
ILI incidence,AT,2025-01-15,2025-01-19,0.6,2,quantile,1775.38529836349
ILI incidence,AT,2025-01-15,2025-01-19,0.65,2,quantile,1911.57019097114
ILI incidence,AT,2025-01-15,2025-01-19,0.7,2,quantile,2075.64255997271
ILI incidence,AT,2025-01-15,2025-01-19,0.75,2,quantile,2291.40541611634
ILI incidence,AT,2025-01-15,2025-01-19,0.8,2,quantile,2492.30697687256
ILI incidence,AT,2025-01-15,2025-01-19,0.85,2,quantile,2669.70676494635
ILI incidence,AT,2025-01-15,2025-01-19,0.9,2,quantile,3022.03688503072
ILI incidence,AT,2025-01-15,2025-01-19,0.95,2,quantile,3499.78094712135
ILI incidence,AT,2025-01-15,2025-01-19,0.975,2,quantile,3960.42352977792
ILI incidence,AT,2025-01-15,2025-01-19,0.99,2,quantile,4607.45366951689
ILI incidence,AT,2025-01-15,2025-01-26,0.01,3,quantile,90.5244464550967
ILI incidence,AT,2025-01-15,2025-01-26,0.025,3,quantile,160.407774466465
ILI incidence,AT,2025-01-15,2025-01-26,0.05,3,quantile,242.142418719852
ILI incidence,AT,2025-01-15,2025-01-26,0.1,3,quantile,378.034003214853
ILI incidence,AT,2025-01-15,2025-01-26,0.15,3,quantile,510.210541934991
ILI incidence,AT,2025-01-15,2025-01-26,0.2,3,quantile,611.252635476302
ILI incidence,AT,2025-01-15,2025-01-26,0.25,3,quantile,712.763893972732
ILI incidence,AT,2025-01-15,2025-01-26,0.3,3,quantile,813.838804219187
ILI incidence,AT,2025-01-15,2025-01-26,0.35,3,quantile,906.216865218732
ILI incidence,AT,2025-01-15,2025-01-26,0.4,3,quantile,1027.47147816544
ILI incidence,AT,2025-01-15,2025-01-26,0.45,3,quantile,1157.47067772108
ILI incidence,AT,2025-01-15,2025-01-26,0.5,3,quantile,1304.04674636028
ILI incidence,AT,2025-01-15,2025-01-26,0.55,3,quantile,1426.64441672082
ILI incidence,AT,2025-01-15,2025-01-26,0.6,3,quantile,1558.64039786958
ILI incidence,AT,2025-01-15,2025-01-26,0.65,3,quantile,1713.94307126623
ILI incidence,AT,2025-01-15,2025-01-26,0.7,3,quantile,1865.10831418669
ILI incidence,AT,2025-01-15,2025-01-26,0.75,3,quantile,2043.67893494001
ILI incidence,AT,2025-01-15,2025-01-26,0.8,3,quantile,2292.49609930272
ILI incidence,AT,2025-01-15,2025-01-26,0.85,3,quantile,2579.42847858827
ILI incidence,AT,2025-01-15,2025-01-26,0.9,3,quantile,2926.68071301677
ILI incidence,AT,2025-01-15,2025-01-26,0.95,3,quantile,3387.36231503458
ILI incidence,AT,2025-01-15,2025-01-26,0.975,3,quantile,3901.70140928524
ILI incidence,AT,2025-01-15,2025-01-26,0.99,3,quantile,4357.15183891792
ILI incidence,AT,2025-01-15,2025-02-02,0.01,4,quantile,110.780872778229
ILI incidence,AT,2025-01-15,2025-02-02,0.025,4,quantile,174.147989712732
ILI incidence,AT,2025-01-15,2025-02-02,0.05,4,quantile,234.970925109989
ILI incidence,AT,2025-01-15,2025-02-02,0.1,4,quantile,362.819561953337
ILI incidence,AT,2025-01-15,2025-02-02,0.15,4,quantile,463.643293027542
ILI incidence,AT,2025-01-15,2025-02-02,0.2,4,quantile,532.027980451638
ILI incidence,AT,2025-01-15,2025-02-02,0.25,4,quantile,627.098542447678
ILI incidence,AT,2025-01-15,2025-02-02,0.3,4,quantile,742.573852692715
ILI incidence,AT,2025-01-15,2025-02-02,0.35,4,quantile,845.997276702701
ILI incidence,AT,2025-01-15,2025-02-02,0.4,4,quantile,949.711752018066
ILI incidence,AT,2025-01-15,2025-02-02,0.45,4,quantile,1050.66721758934
ILI incidence,AT,2025-01-15,2025-02-02,0.5,4,quantile,1184.52898179575
ILI incidence,AT,2025-01-15,2025-02-02,0.55,4,quantile,1337.33250260239
ILI incidence,AT,2025-01-15,2025-02-02,0.6,4,quantile,1442.05710887819
ILI incidence,AT,2025-01-15,2025-02-02,0.65,4,quantile,1609.99829436111
ILI incidence,AT,2025-01-15,2025-02-02,0.7,4,quantile,1791.10133383287
ILI incidence,AT,2025-01-15,2025-02-02,0.75,4,quantile,1951.74918251267
ILI incidence,AT,2025-01-15,2025-02-02,0.8,4,quantile,2178.00869447928
ILI incidence,AT,2025-01-15,2025-02-02,0.85,4,quantile,2439.58363547501
ILI incidence,AT,2025-01-15,2025-02-02,0.9,4,quantile,2755.55987034853
ILI incidence,AT,2025-01-15,2025-02-02,0.95,4,quantile,3227.93743772997
ILI incidence,AT,2025-01-15,2025-02-02,0.975,4,quantile,3715.04084199293
ILI incidence,AT,2025-01-15,2025-02-02,0.99,4,quantile,4453.43124873111
ILI incidence,AT,2025-01-15,2025-01-12,,1,median,1595.35802574877
ILI incidence,AT,2025-01-15,2025-01-19,,2,median,1441.38750298444
ILI incidence,AT,2025-01-15,2025-01-26,,3,median,1304.04674636028
ILI incidence,AT,2025-01-15,2025-02-02,,4,median,1184.52898179575
ILI incidence,BE,2025-01-15,2025-01-12,0.01,1,quantile,254.762514474719
ILI incidence,BE,2025-01-15,2025-01-12,0.025,1,quantile,273.308188367837
ILI incidence,BE,2025-01-15,2025-01-12,0.05,1,quantile,293.491650270735
ILI incidence,BE,2025-01-15,2025-01-12,0.1,1,quantile,319.318438278286
ILI incidence,BE,2025-01-15,2025-01-12,0.15,1,quantile,336.199720992156
ILI incidence,BE,2025-01-15,2025-01-12,0.2,1,quantile,353.580255296363
ILI incidence,BE,2025-01-15,2025-01-12,0.25,1,quantile,375.334748699911
ILI incidence,BE,2025-01-15,2025-01-12,0.3,1,quantile,390.466644603056
ILI incidence,BE,2025-01-15,2025-01-12,0.35,1,quantile,403.78079046003
ILI incidence,BE,2025-01-15,2025-01-12,0.4,1,quantile,413.457617207847
ILI incidence,BE,2025-01-15,2025-01-12,0.45,1,quantile,427.138040001675
ILI incidence,BE,2025-01-15,2025-01-12,0.5,1,quantile,440.362132866981
ILI incidence,BE,2025-01-15,2025-01-12,0.55,1,quantile,456.482612579813
ILI incidence,BE,2025-01-15,2025-01-12,0.6,1,quantile,470.518335360293
ILI incidence,BE,2025-01-15,2025-01-12,0.65,1,quantile,484.02607796734
ILI incidence,BE,2025-01-15,2025-01-12,0.7,1,quantile,499.710618266074
ILI incidence,BE,2025-01-15,2025-01-12,0.75,1,quantile,518.172525307299
ILI incidence,BE,2025-01-15,2025-01-12,0.8,1,quantile,537.607704223823
ILI incidence,BE,2025-01-15,2025-01-12,0.85,1,quantile,575.895029122611
ILI incidence,BE,2025-01-15,2025-01-12,0.9,1,quantile,607.820087559113
ILI incidence,BE,2025-01-15,2025-01-12,0.95,1,quantile,671.484800282252
ILI incidence,BE,2025-01-15,2025-01-12,0.975,1,quantile,733.279766331668
ILI incidence,BE,2025-01-15,2025-01-12,0.99,1,quantile,806.951227155565
ILI incidence,BE,2025-01-15,2025-01-19,0.01,2,quantile,191.715385388796
ILI incidence,BE,2025-01-15,2025-01-19,0.025,2,quantile,213.773295241595
ILI incidence,BE,2025-01-15,2025-01-19,0.05,2,quantile,238.973110417748
ILI incidence,BE,2025-01-15,2025-01-19,0.1,2,quantile,270.841536426739
ILI incidence,BE,2025-01-15,2025-01-19,0.15,2,quantile,295.728801139699
ILI incidence,BE,2025-01-15,2025-01-19,0.2,2,quantile,319.114376207632
ILI incidence,BE,2025-01-15,2025-01-19,0.25,2,quantile,347.079168118162
ILI incidence,BE,2025-01-15,2025-01-19,0.3,2,quantile,367.878949336759
ILI incidence,BE,2025-01-15,2025-01-19,0.35,2,quantile,387.149702752064
ILI incidence,BE,2025-01-15,2025-01-19,0.4,2,quantile,404.43452927135
ILI incidence,BE,2025-01-15,2025-01-19,0.45,2,quantile,426.556365407677
ILI incidence,BE,2025-01-15,2025-01-19,0.5,2,quantile,449.276729005878
ILI incidence,BE,2025-01-15,2025-01-19,0.55,2,quantile,464.442793224764
ILI incidence,BE,2025-01-15,2025-01-19,0.6,2,quantile,496.244796817993
ILI incidence,BE,2025-01-15,2025-01-19,0.65,2,quantile,525.659472254163
ILI incidence,BE,2025-01-15,2025-01-19,0.7,2,quantile,553.200705948216
