origin_date,target,target_end_date,horizon,location,output_type,output_type_id,value
2025-04-09,ILI incidence,2025-03-23,-1,AT,quantile,0.01,1922.6742307770044
2025-04-09,ILI incidence,2025-03-30,0,AT,quantile,0.01,1874.305438449172
2025-04-09,ILI incidence,2025-04-06,1,AT,quantile,0.01,1826.0272630255408
2025-04-09,ILI incidence,2025-04-13,2,AT,quantile,0.01,1786.1572560455263
2025-04-09,ILI incidence,2025-04-20,3,AT,quantile,0.01,1759.474954400644
2025-04-09,ILI incidence,2025-04-27,4,AT,quantile,0.01,1739.2796620396673
2025-04-09,ILI incidence,2025-03-23,-1,AT,quantile,0.025,1937.2306315970363
2025-04-09,ILI incidence,2025-03-30,0,AT,quantile,0.025,1888.1902446147872
2025-04-09,ILI incidence,2025-04-06,1,AT,quantile,0.025,1841.7395811616768
2025-04-09,ILI incidence,2025-04-13,2,AT,quantile,0.025,1809.709151486468
2025-04-09,ILI incidence,2025-04-20,3,AT,quantile,0.025,1781.7767578365554
2025-04-09,ILI incidence,2025-04-27,4,AT,quantile,0.025,1765.5814690670743
2025-04-09,ILI incidence,2025-03-23,-1,AT,quantile,0.05,1952.2582364420853
2025-04-09,ILI incidence,2025-03-30,0,AT,quantile,0.05,1899.3890501214264
2025-04-09,ILI incidence,2025-04-06,1,AT,quantile,0.05,1857.116474980636
2025-04-09,ILI incidence,2025-04-13,2,AT,quantile,0.05,1827.2874758270293
2025-04-09,ILI incidence,2025-04-20,3,AT,quantile,0.05,1809.35542330422
2025-04-09,ILI incidence,2025-04-27,4,AT,quantile,0.05,1794.2317584503892
2025-04-09,ILI incidence,2025-03-23,-1,AT,quantile,0.1,1968.195462903432
2025-04-09,ILI incidence,2025-03-30,0,AT,quantile,0.1,1919.5870655635065
2025-04-09,ILI incidence,2025-04-06,1,AT,quantile,0.1,1883.863004282176
2025-04-09,ILI incidence,2025-04-13,2,AT,quantile,0.1,1854.2759720616016
2025-04-09,ILI incidence,2025-04-20,3,AT,quantile,0.1,1833.8861111264068
2025-04-09,ILI incidence,2025-04-27,4,AT,quantile,0.1,1823.6006663469605
2025-04-09,ILI incidence,2025-03-23,-1,AT,quantile,0.15,1983.032958964756
2025-04-09,ILI incidence,2025-03-30,0,AT,quantile,0.15,1937.0586670180733
2025-04-09,ILI incidence,2025-04-06,1,AT,quantile,0.15,1897.528489782209
2025-04-09,ILI incidence,2025-04-13,2,AT,quantile,0.15,1875.1164070350817
2025-04-09,ILI incidence,2025-04-20,3,AT,quantile,0.15,1860.2611047765783
2025-04-09,ILI incidence,2025-04-27,4,AT,quantile,0.15,1848.6780584073776
2025-04-09,ILI incidence,2025-03-23,-1,AT,quantile,0.2,1994.373572929098
2025-04-09,ILI incidence,2025-03-30,0,AT,quantile,0.2,1950.379518206706
2025-04-09,ILI incidence,2025-04-06,1,AT,quantile,0.2,1915.867353330021
2025-04-09,ILI incidence,2025-04-13,2,AT,quantile,0.2,1890.7314849480767
2025-04-09,ILI incidence,2025-04-20,3,AT,quantile,0.2,1876.1138036728453
2025-04-09,ILI incidence,2025-04-27,4,AT,quantile,0.2,1867.6935437622149
2025-04-09,ILI incidence,2025-03-23,-1,AT,quantile,0.25,2003.904192523692
2025-04-09,ILI incidence,2025-03-30,0,AT,quantile,0.25,1961.8860645079567
2025-04-09,ILI incidence,2025-04-06,1,AT,quantile,0.25,1927.073084219792
2025-04-09,ILI incidence,2025-04-13,2,AT,quantile,0.25,1903.3714528553928
2025-04-09,ILI incidence,2025-04-20,3,AT,quantile,0.25,1889.6209224670488
2025-04-09,ILI incidence,2025-04-27,4,AT,quantile,0.25,1883.078800789892
2025-04-09,ILI incidence,2025-03-23,-1,AT,quantile,0.3,2013.1658989404816
2025-04-09,ILI incidence,2025-03-30,0,AT,quantile,0.3,1970.0086778066009
2025-04-09,ILI incidence,2025-04-06,1,AT,quantile,0.3,1937.8708304120605
2025-04-09,ILI incidence,2025-04-13,2,AT,quantile,0.3,1916.8498325201183
2025-04-09,ILI incidence,2025-04-20,3,AT,quantile,0.3,1902.532099258183
2025-04-09,ILI incidence,2025-04-27,4,AT,quantile,0.3,1894.4639396333423
2025-04-09,ILI incidence,2025-03-23,-1,AT,quantile,0.35,2020.87131556054
2025-04-09,ILI incidence,2025-03-30,0,AT,quantile,0.35,1979.092370441137
2025-04-09,ILI incidence,2025-04-06,1,AT,quantile,0.35,1947.699362202823
2025-04-09,ILI incidence,2025-04-13,2,AT,quantile,0.35,1926.1907556615288
2025-04-09,ILI incidence,2025-04-20,3,AT,quantile,0.35,1913.9605510053884
2025-04-09,ILI incidence,2025-04-27,4,AT,quantile,0.35,1907.5763500652872
2025-04-09,ILI incidence,2025-03-23,-1,AT,quantile,0.4,2028.6497461934407
2025-04-09,ILI incidence,2025-03-30,0,AT,quantile,0.4,1984.718556871752
2025-04-09,ILI incidence,2025-04-06,1,AT,quantile,0.4,1955.6761212907056
2025-04-09,ILI incidence,2025-04-13,2,AT,quantile,0.4,1935.247879013508
2025-04-09,ILI incidence,2025-04-20,3,AT,quantile,0.4,1924.8775881016504
2025-04-09,ILI incidence,2025-04-27,4,AT,quantile,0.4,1919.3926308821628
2025-04-09,ILI incidence,2025-03-23,-1,AT,quantile,0.45,2036.9469945844328
2025-04-09,ILI incidence,2025-03-30,0,AT,quantile,0.45,1992.2120897384173
2025-04-09,ILI incidence,2025-04-06,1,AT,quantile,0.45,1963.421762725456
2025-04-09,ILI incidence,2025-04-13,2,AT,quantile,0.45,1947.5738914839887
2025-04-09,ILI incidence,2025-04-20,3,AT,quantile,0.45,1939.126615814449
2025-04-09,ILI incidence,2025-04-27,4,AT,quantile,0.45,1934.451890013595
2025-04-09,ILI incidence,2025-03-23,-1,AT,quantile,0.5,2042.334972947347
2025-04-09,ILI incidence,2025-03-30,0,AT,quantile,0.5,1998.0683644302817
2025-04-09,ILI incidence,2025-04-06,1,AT,quantile,0.5,1971.0446064252403
2025-04-09,ILI incidence,2025-04-13,2,AT,quantile,0.5,1957.276108740803
2025-04-09,ILI incidence,2025-04-20,3,AT,quantile,0.5,1948.6475452778343
2025-04-09,ILI incidence,2025-04-27,4,AT,quantile,0.5,1942.763212361872
2025-04-09,ILI incidence,2025-03-23,-1,AT,quantile,0.55,2050.8018102197766
2025-04-09,ILI incidence,2025-03-30,0,AT,quantile,0.55,2006.037888437864
2025-04-09,ILI incidence,2025-04-06,1,AT,quantile,0.55,1978.9790809571616
2025-04-09,ILI incidence,2025-04-13,2,AT,quantile,0.55,1965.596851590146
2025-04-09,ILI incidence,2025-04-20,3,AT,quantile,0.55,1957.100036334852
2025-04-09,ILI incidence,2025-04-27,4,AT,quantile,0.55,1953.036448251527
2025-04-09,ILI incidence,2025-03-23,-1,AT,quantile,0.6,2056.382835855688
2025-04-09,ILI incidence,2025-03-30,0,AT,quantile,0.6,2013.372126037644
2025-04-09,ILI incidence,2025-04-06,1,AT,quantile,0.6,1988.939251180878
2025-04-09,ILI incidence,2025-04-13,2,AT,quantile,0.6,1974.804784424652
2025-04-09,ILI incidence,2025-04-20,3,AT,quantile,0.6,1968.2306394116488
2025-04-09,ILI incidence,2025-04-27,4,AT,quantile,0.6,1965.275287027952
2025-04-09,ILI incidence,2025-03-23,-1,AT,quantile,0.65,2062.4785225867413
2025-04-09,ILI incidence,2025-03-30,0,AT,quantile,0.65,2021.405266096206
2025-04-09,ILI incidence,2025-04-06,1,AT,quantile,0.65,1997.961899327164
2025-04-09,ILI incidence,2025-04-13,2,AT,quantile,0.65,1984.856266422014
2025-04-09,ILI incidence,2025-04-20,3,AT,quantile,0.65,1976.541870936287
2025-04-09,ILI incidence,2025-04-27,4,AT,quantile,0.65,1973.183528368939
2025-04-09,ILI incidence,2025-03-23,-1,AT,quantile,0.7,2070.3060028712625
2025-04-09,ILI incidence,2025-03-30,0,AT,quantile,0.7,2028.0526381931056
2025-04-09,ILI incidence,2025-04-06,1,AT,quantile,0.7,2006.264044562069
2025-04-09,ILI incidence,2025-04-13,2,AT,quantile,0.7,1994.322157388034
2025-04-09,ILI incidence,2025-04-20,3,AT,quantile,0.7,1987.8942100040736
2025-04-09,ILI incidence,2025-04-27,4,AT,quantile,0.7,1985.2816308037663
2025-04-09,ILI incidence,2025-03-23,-1,AT,quantile,0.75,2075.391343763986
2025-04-09,ILI incidence,2025-03-30,0,AT,quantile,0.75,2035.8163695448352
2025-04-09,ILI incidence,2025-04-06,1,AT,quantile,0.75,2016.4129254996776
2025-04-09,ILI incidence,2025-04-13,2,AT,quantile,0.75,2006.1079669502776
2025-04-09,ILI incidence,2025-04-20,3,AT,quantile,0.75,2000.4454710696928
2025-04-09,ILI incidence,2025-04-27,4,AT,quantile,0.75,1996.7479936316115
2025-04-09,ILI incidence,2025-03-23,-1,AT,quantile,0.8,2080.3942050435976
2025-04-09,ILI incidence,2025-03-30,0,AT,quantile,0.8,2043.425610613996
2025-04-09,ILI incidence,2025-04-06,1,AT,quantile,0.8,2025.0898759223264
2025-04-09,ILI incidence,2025-04-13,2,AT,quantile,0.8,2015.648733380824
2025-04-09,ILI incidence,2025-04-20,3,AT,quantile,0.8,2010.7621008856736
2025-04-09,ILI incidence,2025-04-27,4,AT,quantile,0.8,2008.6544260171245
2025-04-09,ILI incidence,2025-03-23,-1,AT,quantile,0.85,2085.5853640279365
2025-04-09,ILI incidence,2025-03-30,0,AT,quantile,0.85,2052.307661970437
2025-04-09,ILI incidence,2025-04-06,1,AT,quantile,0.85,2035.371610937288
2025-04-09,ILI incidence,2025-04-13,2,AT,quantile,0.85,2026.8685872091016
2025-04-09,ILI incidence,2025-04-20,3,AT,quantile,0.85,2023.1678806928885
2025-04-09,ILI incidence,2025-04-27,4,AT,quantile,0.85,2021.193416776589
2025-04-09,ILI incidence,2025-03-23,-1,AT,quantile,0.9,2093.1264253822824
2025-04-09,ILI incidence,2025-03-30,0,AT,quantile,0.9,2062.760637065078
2025-04-09,ILI incidence,2025-04-06,1,AT,quantile,0.9,2047.9178037248205
2025-04-09,ILI incidence,2025-04-13,2,AT,quantile,0.9,2041.1061038202947
2025-04-09,ILI incidence,2025-04-20,3,AT,quantile,0.9,2038.1541736705665
2025-04-09,ILI incidence,2025-04-27,4,AT,quantile,0.9,2036.2010742563136
2025-04-09,ILI incidence,2025-03-23,-1,AT,quantile,0.95,2102.6801421880245
2025-04-09,ILI incidence,2025-03-30,0,AT,quantile,0.95,2072.3839755134536
2025-04-09,ILI incidence,2025-04-06,1,AT,quantile,0.95,2062.4433295000727
2025-04-09,ILI incidence,2025-04-13,2,AT,quantile,0.95,2058.871673381884
2025-04-09,ILI incidence,2025-04-20,3,AT,quantile,0.95,2056.699456987737
2025-04-09,ILI incidence,2025-04-27,4,AT,quantile,0.95,2055.9748859227
2025-04-09,ILI incidence,2025-03-23,-1,AT,quantile,0.975,2110.894180278012
2025-04-09,ILI incidence,2025-03-30,0,AT,quantile,0.975,2079.427891784347
2025-04-09,ILI incidence,2025-04-06,1,AT,quantile,0.975,2071.5262884813337
2025-04-09,ILI incidence,2025-04-13,2,AT,quantile,0.975,2069.0049411131386
2025-04-09,ILI incidence,2025-04-20,3,AT,quantile,0.975,2067.396362131684
2025-04-09,ILI incidence,2025-04-27,4,AT,quantile,0.975,2066.9246622766937
2025-04-09,ILI incidence,2025-03-23,-1,AT,quantile,0.99,2122.048622191639
2025-04-09,ILI incidence,2025-03-30,0,AT,quantile,0.99,2086.533703978021
2025-04-09,ILI incidence,2025-04-06,1,AT,quantile,0.99,2078.5376916782952
2025-04-09,ILI incidence,2025-04-13,2,AT,quantile,0.99,2077.327928029917
2025-04-09,ILI incidence,2025-04-20,3,AT,quantile,0.99,2075.661772008741
2025-04-09,ILI incidence,2025-04-27,4,AT,quantile,0.99,2074.816301088227
2025-04-09,ILI incidence,2025-03-23,-1,BE,quantile,0.01,125.17043954239216
2025-04-09,ILI incidence,2025-03-30,0,BE,quantile,0.01,86.74210120002549
2025-04-09,ILI incidence,2025-04-06,1,BE,quantile,0.01,56.32998136256389
2025-04-09,ILI incidence,2025-04-13,2,BE,quantile,0.01,34.708861397020975
2025-04-09,ILI incidence,2025-04-20,3,BE,quantile,0.01,21.12021355193364
2025-04-09,ILI incidence,2025-04-27,4,BE,quantile,0.01,13.654070071809858
2025-04-09,ILI incidence,2025-03-23,-1,BE,quantile,0.025,127.51507933498507
2025-04-09,ILI incidence,2025-03-30,0,BE,quantile,0.025,90.04069738489302
2025-04-09,ILI incidence,2025-04-06,1,BE,quantile,0.025,58.45833596286081
2025-04-09,ILI incidence,2025-04-13,2,BE,quantile,0.025,38.15913848197017
