origin_date,target,target_end_date,horizon,location,output_type,output_type_id,value
2025-06-11,ILI incidence,2025-05-25,-1,DK,quantile,0.01,54.81986108301515
2025-06-11,ILI incidence,2025-06-01,0,DK,quantile,0.01,47.963538220038274
2025-06-11,ILI incidence,2025-06-08,1,DK,quantile,0.01,40.78108195188517
2025-06-11,ILI incidence,2025-06-15,2,DK,quantile,0.01,34.32820368675743
2025-06-11,ILI incidence,2025-06-22,3,DK,quantile,0.01,26.18063601481816
2025-06-11,ILI incidence,2025-06-29,4,DK,quantile,0.01,19.33117508381241
2025-06-11,ILI incidence,2025-05-25,-1,DK,quantile,0.025,56.15508180528296
2025-06-11,ILI incidence,2025-06-01,0,DK,quantile,0.025,49.049258465267414
2025-06-11,ILI incidence,2025-06-08,1,DK,quantile,0.025,41.773716910178415
2025-06-11,ILI incidence,2025-06-15,2,DK,quantile,0.025,34.99853487449169
2025-06-11,ILI incidence,2025-06-22,3,DK,quantile,0.025,27.6321854837822
2025-06-11,ILI incidence,2025-06-29,4,DK,quantile,0.025,21.638686549541994
2025-06-11,ILI incidence,2025-05-25,-1,DK,quantile,0.05,58.7336560281193
2025-06-11,ILI incidence,2025-06-01,0,DK,quantile,0.05,49.85880921594841
2025-06-11,ILI incidence,2025-06-08,1,DK,quantile,0.05,42.836694056571304
2025-06-11,ILI incidence,2025-06-15,2,DK,quantile,0.05,35.29443214275449
2025-06-11,ILI incidence,2025-06-22,3,DK,quantile,0.05,28.733516911624683
2025-06-11,ILI incidence,2025-06-29,4,DK,quantile,0.05,23.260151506697337
2025-06-11,ILI incidence,2025-05-25,-1,DK,quantile,0.1,60.673880887612555
2025-06-11,ILI incidence,2025-06-01,0,DK,quantile,0.1,51.95197901328313
2025-06-11,ILI incidence,2025-06-08,1,DK,quantile,0.1,43.48568839719319
2025-06-11,ILI incidence,2025-06-15,2,DK,quantile,0.1,36.054462577248025
2025-06-11,ILI incidence,2025-06-22,3,DK,quantile,0.1,29.52117747005393
2025-06-11,ILI incidence,2025-06-29,4,DK,quantile,0.1,24.004635615204766
2025-06-11,ILI incidence,2025-05-25,-1,DK,quantile,0.15,62.314369476837875
2025-06-11,ILI incidence,2025-06-01,0,DK,quantile,0.15,53.17999615974068
2025-06-11,ILI incidence,2025-06-08,1,DK,quantile,0.15,44.752085046963714
2025-06-11,ILI incidence,2025-06-15,2,DK,quantile,0.15,36.816381291103205
2025-06-11,ILI incidence,2025-06-22,3,DK,quantile,0.15,30.597615950516456
2025-06-11,ILI incidence,2025-06-29,4,DK,quantile,0.15,24.68425483049303
2025-06-11,ILI incidence,2025-05-25,-1,DK,quantile,0.2,63.95705052671799
2025-06-11,ILI incidence,2025-06-01,0,DK,quantile,0.2,54.33574694488992
2025-06-11,ILI incidence,2025-06-08,1,DK,quantile,0.2,45.56072436357553
2025-06-11,ILI incidence,2025-06-15,2,DK,quantile,0.2,38.12215452536899
2025-06-11,ILI incidence,2025-06-22,3,DK,quantile,0.2,31.284087308779387
2025-06-11,ILI incidence,2025-06-29,4,DK,quantile,0.2,25.26586685925665
2025-06-11,ILI incidence,2025-05-25,-1,DK,quantile,0.25,65.1890590583265
2025-06-11,ILI incidence,2025-06-01,0,DK,quantile,0.25,54.850117911865844
2025-06-11,ILI incidence,2025-06-08,1,DK,quantile,0.25,46.400509693615575
2025-06-11,ILI incidence,2025-06-15,2,DK,quantile,0.25,38.92292819200087
2025-06-11,ILI incidence,2025-06-22,3,DK,quantile,0.25,32.10207305070628
2025-06-11,ILI incidence,2025-06-29,4,DK,quantile,0.25,26.028421062518657
2025-06-11,ILI incidence,2025-05-25,-1,DK,quantile,0.3,66.49778286335138
2025-06-11,ILI incidence,2025-06-01,0,DK,quantile,0.3,56.87565429975438
2025-06-11,ILI incidence,2025-06-08,1,DK,quantile,0.3,47.2986930026172
2025-06-11,ILI incidence,2025-06-15,2,DK,quantile,0.3,39.768072798148445
2025-06-11,ILI incidence,2025-06-22,3,DK,quantile,0.3,32.73528824438239
2025-06-11,ILI incidence,2025-06-29,4,DK,quantile,0.3,26.62583917424673
2025-06-11,ILI incidence,2025-05-25,-1,DK,quantile,0.35,67.76698643784712
2025-06-11,ILI incidence,2025-06-01,0,DK,quantile,0.35,58.15903898361024
2025-06-11,ILI incidence,2025-06-08,1,DK,quantile,0.35,48.55473218362786
2025-06-11,ILI incidence,2025-06-15,2,DK,quantile,0.35,40.143615093837454
2025-06-11,ILI incidence,2025-06-22,3,DK,quantile,0.35,33.5749105872844
2025-06-11,ILI incidence,2025-06-29,4,DK,quantile,0.35,27.627162279062972
2025-06-11,ILI incidence,2025-05-25,-1,DK,quantile,0.4,69.40158966882794
2025-06-11,ILI incidence,2025-06-01,0,DK,quantile,0.4,59.38206578552575
2025-06-11,ILI incidence,2025-06-08,1,DK,quantile,0.4,49.95750331384767
2025-06-11,ILI incidence,2025-06-15,2,DK,quantile,0.4,41.5660510286161
2025-06-11,ILI incidence,2025-06-22,3,DK,quantile,0.4,34.67539684765668
2025-06-11,ILI incidence,2025-06-29,4,DK,quantile,0.4,28.502203193960334
2025-06-11,ILI incidence,2025-05-25,-1,DK,quantile,0.45,71.70152128801607
2025-06-11,ILI incidence,2025-06-01,0,DK,quantile,0.45,61.99253707971252
2025-06-11,ILI incidence,2025-06-08,1,DK,quantile,0.45,52.095252997506854
2025-06-11,ILI incidence,2025-06-15,2,DK,quantile,0.45,42.74419065838848
2025-06-11,ILI incidence,2025-06-22,3,DK,quantile,0.45,35.305375551880246
2025-06-11,ILI incidence,2025-06-29,4,DK,quantile,0.45,29.693503990718696
