origin_date,target,target_end_date,horizon,location,output_type,output_type_id,value
2025-04-02,ILI incidence,2025-03-16,-1,BE,quantile,0.01,183.70085373153023
2025-04-02,ILI incidence,2025-03-23,0,BE,quantile,0.01,139.0286332150863
2025-04-02,ILI incidence,2025-03-30,1,BE,quantile,0.01,110.14044130494902
2025-04-02,ILI incidence,2025-04-06,2,BE,quantile,0.01,74.02902495341387
2025-04-02,ILI incidence,2025-04-13,3,BE,quantile,0.01,50.867578058170935
2025-04-02,ILI incidence,2025-04-20,4,BE,quantile,0.01,35.835066041508576
2025-04-02,ILI incidence,2025-03-16,-1,BE,quantile,0.025,191.5195985095285
2025-04-02,ILI incidence,2025-03-23,0,BE,quantile,0.025,141.5275374259089
2025-04-02,ILI incidence,2025-03-30,1,BE,quantile,0.025,110.41486819605409
2025-04-02,ILI incidence,2025-04-06,2,BE,quantile,0.025,74.86496265118512
2025-04-02,ILI incidence,2025-04-13,3,BE,quantile,0.025,51.84829657946267
2025-04-02,ILI incidence,2025-04-20,4,BE,quantile,0.025,37.14289994593592
2025-04-02,ILI incidence,2025-03-16,-1,BE,quantile,0.05,197.0186966939748
2025-04-02,ILI incidence,2025-03-23,0,BE,quantile,0.05,145.21211503451593
2025-04-02,ILI incidence,2025-03-30,1,BE,quantile,0.05,110.48981497536369
2025-04-02,ILI incidence,2025-04-06,2,BE,quantile,0.05,75.75198073657334
2025-04-02,ILI incidence,2025-04-13,3,BE,quantile,0.05,53.3641589576671
2025-04-02,ILI incidence,2025-04-20,4,BE,quantile,0.05,39.12364945570887
2025-04-02,ILI incidence,2025-03-16,-1,BE,quantile,0.1,212.60698458274297
2025-04-02,ILI incidence,2025-03-23,0,BE,quantile,0.1,155.93965500453973
2025-04-02,ILI incidence,2025-03-30,1,BE,quantile,0.1,112.06588147742583
2025-04-02,ILI incidence,2025-04-06,2,BE,quantile,0.1,82.45565570581402
2025-04-02,ILI incidence,2025-04-13,3,BE,quantile,0.1,60.74671661753577
2025-04-02,ILI incidence,2025-04-20,4,BE,quantile,0.1,46.8940395286111
2025-04-02,ILI incidence,2025-03-16,-1,BE,quantile,0.15,223.9088962870845
2025-04-02,ILI incidence,2025-03-23,0,BE,quantile,0.15,159.8372469993815
2025-04-02,ILI incidence,2025-03-30,1,BE,quantile,0.15,114.2480028914095
2025-04-02,ILI incidence,2025-04-06,2,BE,quantile,0.15,87.03367615406695
2025-04-02,ILI incidence,2025-04-13,3,BE,quantile,0.15,67.40662058610584
2025-04-02,ILI incidence,2025-04-20,4,BE,quantile,0.15,53.88718591093157
2025-04-02,ILI incidence,2025-03-16,-1,BE,quantile,0.2,225.95386419661028
2025-04-02,ILI incidence,2025-03-23,0,BE,quantile,0.2,161.6251518826014
2025-04-02,ILI incidence,2025-03-30,1,BE,quantile,0.2,116.74855152735068
2025-04-02,ILI incidence,2025-04-06,2,BE,quantile,0.2,89.79183518219746
2025-04-02,ILI incidence,2025-04-13,3,BE,quantile,0.2,69.8756335285964
2025-04-02,ILI incidence,2025-04-20,4,BE,quantile,0.2,58.90856362497412
2025-04-02,ILI incidence,2025-03-16,-1,BE,quantile,0.25,228.66276860449776
2025-04-02,ILI incidence,2025-03-23,0,BE,quantile,0.25,162.85627158563818
2025-04-02,ILI incidence,2025-03-30,1,BE,quantile,0.25,119.29961104481067
2025-04-02,ILI incidence,2025-04-06,2,BE,quantile,0.25,91.70194094290235
2025-04-02,ILI incidence,2025-04-13,3,BE,quantile,0.25,72.66403939130478
2025-04-02,ILI incidence,2025-04-20,4,BE,quantile,0.25,62.20992939319414
2025-04-02,ILI incidence,2025-03-16,-1,BE,quantile,0.3,234.4759202328646
2025-04-02,ILI incidence,2025-03-23,0,BE,quantile,0.3,165.84822664820416
2025-04-02,ILI incidence,2025-03-30,1,BE,quantile,0.3,122.3258475247117
2025-04-02,ILI incidence,2025-04-06,2,BE,quantile,0.3,93.66651111135012
2025-04-02,ILI incidence,2025-04-13,3,BE,quantile,0.3,77.80497507678267
2025-04-02,ILI incidence,2025-04-20,4,BE,quantile,0.3,64.85962548025682
2025-04-02,ILI incidence,2025-03-16,-1,BE,quantile,0.35,238.27621996538448
2025-04-02,ILI incidence,2025-03-23,0,BE,quantile,0.35,167.843337120716
2025-04-02,ILI incidence,2025-03-30,1,BE,quantile,0.35,123.00411026124914
2025-04-02,ILI incidence,2025-04-06,2,BE,quantile,0.35,95.72729663148976
2025-04-02,ILI incidence,2025-04-13,3,BE,quantile,0.35,81.83273041073227
2025-04-02,ILI incidence,2025-04-20,4,BE,quantile,0.35,70.87246688587601
2025-04-02,ILI incidence,2025-03-16,-1,BE,quantile,0.4,241.7804148398876
2025-04-02,ILI incidence,2025-03-23,0,BE,quantile,0.4,169.7961472118065
2025-04-02,ILI incidence,2025-03-30,1,BE,quantile,0.4,125.37457059489668
2025-04-02,ILI incidence,2025-04-06,2,BE,quantile,0.4,98.171759376278
2025-04-02,ILI incidence,2025-04-13,3,BE,quantile,0.4,82.90574145059915
2025-04-02,ILI incidence,2025-04-20,4,BE,quantile,0.4,74.2053925885416
2025-04-02,ILI incidence,2025-03-16,-1,BE,quantile,0.45,246.0346177188524
2025-04-02,ILI incidence,2025-03-23,0,BE,quantile,0.45,173.34951695042523
2025-04-02,ILI incidence,2025-03-30,1,BE,quantile,0.45,126.67314545632672
2025-04-02,ILI incidence,2025-04-06,2,BE,quantile,0.45,100.96339298400908
2025-04-02,ILI incidence,2025-04-13,3,BE,quantile,0.45,83.46671729176771
