origin_date,target,target_end_date,horizon,location,output_type,output_type_id,value
2025-01-15,ILI incidence,2024-12-29,-1,BE,quantile,0.01,309.37743474600984
2025-01-15,ILI incidence,2025-01-05,0,BE,quantile,0.01,336.2246782562731
2025-01-15,ILI incidence,2025-01-12,1,BE,quantile,0.01,350.0977733134391
2025-01-15,ILI incidence,2025-01-19,2,BE,quantile,0.01,351.66430245402245
2025-01-15,ILI incidence,2025-01-26,3,BE,quantile,0.01,338.06454150266836
2025-01-15,ILI incidence,2025-02-02,4,BE,quantile,0.01,296.0759300465966
2025-01-15,ILI incidence,2024-12-29,-1,BE,quantile,0.025,313.32037635561755
2025-01-15,ILI incidence,2025-01-05,0,BE,quantile,0.025,341.97278985630373
2025-01-15,ILI incidence,2025-01-12,1,BE,quantile,0.025,365.66246897570574
2025-01-15,ILI incidence,2025-01-19,2,BE,quantile,0.025,372.75520149278316
2025-01-15,ILI incidence,2025-01-26,3,BE,quantile,0.025,344.7087408206842
2025-01-15,ILI incidence,2025-02-02,4,BE,quantile,0.025,305.52321164277157
2025-01-15,ILI incidence,2024-12-29,-1,BE,quantile,0.05,318.81738494184185
2025-01-15,ILI incidence,2025-01-05,0,BE,quantile,0.05,351.5185304925491
2025-01-15,ILI incidence,2025-01-12,1,BE,quantile,0.05,372.1091538208023
2025-01-15,ILI incidence,2025-01-19,2,BE,quantile,0.05,378.03823688553666
2025-01-15,ILI incidence,2025-01-26,3,BE,quantile,0.05,353.9439897841102
2025-01-15,ILI incidence,2025-02-02,4,BE,quantile,0.05,312.71999541493244
2025-01-15,ILI incidence,2024-12-29,-1,BE,quantile,0.1,326.92535952536605
2025-01-15,ILI incidence,2025-01-05,0,BE,quantile,0.1,362.67617323386423
2025-01-15,ILI incidence,2025-01-12,1,BE,quantile,0.1,382.9175437855464
2025-01-15,ILI incidence,2025-01-19,2,BE,quantile,0.1,383.65405904881936
2025-01-15,ILI incidence,2025-01-26,3,BE,quantile,0.1,367.1262471576178
2025-01-15,ILI incidence,2025-02-02,4,BE,quantile,0.1,326.82216488284325
2025-01-15,ILI incidence,2024-12-29,-1,BE,quantile,0.15,331.07414523558157
