origin_date,target,target_end_date,horizon,location,output_type,output_type_id,value
2025-01-22,ILI incidence,2025-01-05,-1,AT,quantile,0.01,1935.9848621548488
2025-01-22,ILI incidence,2025-01-12,0,AT,quantile,0.01,1926.355987700121
2025-01-22,ILI incidence,2025-01-19,1,AT,quantile,0.01,1806.8301525723184
2025-01-22,ILI incidence,2025-01-26,2,AT,quantile,0.01,1626.320294975799
2025-01-22,ILI incidence,2025-02-02,3,AT,quantile,0.01,1424.1599272056444
2025-01-22,ILI incidence,2025-02-09,4,AT,quantile,0.01,1237.6006737038492
2025-01-22,ILI incidence,2025-01-05,-1,AT,quantile,0.025,1958.521724278232
2025-01-22,ILI incidence,2025-01-12,0,AT,quantile,0.025,1957.6756243299933
2025-01-22,ILI incidence,2025-01-19,1,AT,quantile,0.025,1899.1081996627856
2025-01-22,ILI incidence,2025-01-26,2,AT,quantile,0.025,1769.4472330344774
2025-01-22,ILI incidence,2025-02-02,3,AT,quantile,0.025,1571.9445139095146
2025-01-22,ILI incidence,2025-02-09,4,AT,quantile,0.025,1363.1983649677247
2025-01-22,ILI incidence,2025-01-05,-1,AT,quantile,0.05,1996.7844377241029
2025-01-22,ILI incidence,2025-01-12,0,AT,quantile,0.05,1985.8525867856456
2025-01-22,ILI incidence,2025-01-19,1,AT,quantile,0.05,1981.2557233096145
2025-01-22,ILI incidence,2025-01-26,2,AT,quantile,0.05,1906.7753547328152
2025-01-22,ILI incidence,2025-02-02,3,AT,quantile,0.05,1773.9873660608423
2025-01-22,ILI incidence,2025-02-09,4,AT,quantile,0.05,1649.8800421906135
2025-01-22,ILI incidence,2025-01-05,-1,AT,quantile,0.1,2049.6345315801823
2025-01-22,ILI incidence,2025-01-12,0,AT,quantile,0.1,2075.266521928894
2025-01-22,ILI incidence,2025-01-19,1,AT,quantile,0.1,2098.067592562266
2025-01-22,ILI incidence,2025-01-26,2,AT,quantile,0.1,2013.541558319567
2025-01-22,ILI incidence,2025-02-02,3,AT,quantile,0.1,1910.486496344021
2025-01-22,ILI incidence,2025-02-09,4,AT,quantile,0.1,1800.1642265948958
2025-01-22,ILI incidence,2025-01-05,-1,AT,quantile,0.15,2093.122289673893
2025-01-22,ILI incidence,2025-01-12,0,AT,quantile,0.15,2145.181218435875
2025-01-22,ILI incidence,2025-01-19,1,AT,quantile,0.15,2151.0993810127247
2025-01-22,ILI incidence,2025-01-26,2,AT,quantile,0.15,2143.614398721176
2025-01-22,ILI incidence,2025-02-02,3,AT,quantile,0.15,2071.98999831341
2025-01-22,ILI incidence,2025-02-09,4,AT,quantile,0.15,1950.3664666506863
2025-01-22,ILI incidence,2025-01-05,-1,AT,quantile,0.2,2115.8983957391765
2025-01-22,ILI incidence,2025-01-12,0,AT,quantile,0.2,2184.6071117158235
2025-01-22,ILI incidence,2025-01-19,1,AT,quantile,0.2,2204.4318208002383
2025-01-22,ILI incidence,2025-01-26,2,AT,quantile,0.2,2185.371915628817
2025-01-22,ILI incidence,2025-02-02,3,AT,quantile,0.2,2140.3562478516674
2025-01-22,ILI incidence,2025-02-09,4,AT,quantile,0.2,2047.020458149613
2025-01-22,ILI incidence,2025-01-05,-1,AT,quantile,0.25,2142.900689661554
2025-01-22,ILI incidence,2025-01-12,0,AT,quantile,0.25,2222.702953572093
2025-01-22,ILI incidence,2025-01-19,1,AT,quantile,0.25,2243.6240151309444
2025-01-22,ILI incidence,2025-01-26,2,AT,quantile,0.25,2238.833981074223
2025-01-22,ILI incidence,2025-02-02,3,AT,quantile,0.25,2187.6113734697237
2025-01-22,ILI incidence,2025-02-09,4,AT,quantile,0.25,2115.942677367944
2025-01-22,ILI incidence,2025-01-05,-1,AT,quantile,0.3,2167.33610975121
2025-01-22,ILI incidence,2025-01-12,0,AT,quantile,0.3,2248.5563882666065
2025-01-22,ILI incidence,2025-01-19,1,AT,quantile,0.3,2285.968309518448
2025-01-22,ILI incidence,2025-01-26,2,AT,quantile,0.3,2276.4036318211147
2025-01-22,ILI incidence,2025-02-02,3,AT,quantile,0.3,2224.384629043078
2025-01-22,ILI incidence,2025-02-09,4,AT,quantile,0.3,2168.153552453848
2025-01-22,ILI incidence,2025-01-05,-1,AT,quantile,0.35,2190.2857124380184
2025-01-22,ILI incidence,2025-01-12,0,AT,quantile,0.35,2293.322487759662
2025-01-22,ILI incidence,2025-01-19,1,AT,quantile,0.35,2335.307736114225
2025-01-22,ILI incidence,2025-01-26,2,AT,quantile,0.35,2319.03814155346
2025-01-22,ILI incidence,2025-02-02,3,AT,quantile,0.35,2293.5682229061235
2025-01-22,ILI incidence,2025-02-09,4,AT,quantile,0.35,2240.267101303451
2025-01-22,ILI incidence,2025-01-05,-1,AT,quantile,0.4,2207.251724183156
2025-01-22,ILI incidence,2025-01-12,0,AT,quantile,0.4,2318.700283961491
2025-01-22,ILI incidence,2025-01-19,1,AT,quantile,0.4,2373.894962327158
2025-01-22,ILI incidence,2025-01-26,2,AT,quantile,0.4,2372.600928396031
2025-01-22,ILI incidence,2025-02-02,3,AT,quantile,0.4,2394.9968375198973
2025-01-22,ILI incidence,2025-02-09,4,AT,quantile,0.4,2412.939426699112
2025-01-22,ILI incidence,2025-01-05,-1,AT,quantile,0.45,2222.676242968638
2025-01-22,ILI incidence,2025-01-12,0,AT,quantile,0.45,2339.430317472028
2025-01-22,ILI incidence,2025-01-19,1,AT,quantile,0.45,2399.034736407036
2025-01-22,ILI incidence,2025-01-26,2,AT,quantile,0.45,2461.865805836602
2025-01-22,ILI incidence,2025-02-02,3,AT,quantile,0.45,2528.8225393350863
2025-01-22,ILI incidence,2025-02-09,4,AT,quantile,0.45,2667.1917850379286
2025-01-22,ILI incidence,2025-01-05,-1,AT,quantile,0.5,2249.462387522321
2025-01-22,ILI incidence,2025-01-12,0,AT,quantile,0.5,2365.726026627914
2025-01-22,ILI incidence,2025-01-19,1,AT,quantile,0.5,2467.5159101414697
2025-01-22,ILI incidence,2025-01-26,2,AT,quantile,0.5,2575.9895207977524
2025-01-22,ILI incidence,2025-02-02,3,AT,quantile,0.5,2662.81644933215
2025-01-22,ILI incidence,2025-02-09,4,AT,quantile,0.5,2812.5728283116728
2025-01-22,ILI incidence,2025-01-05,-1,AT,quantile,0.55,2280.791113760862
2025-01-22,ILI incidence,2025-01-12,0,AT,quantile,0.55,2396.530819722076
2025-01-22,ILI incidence,2025-01-19,1,AT,quantile,0.55,2536.216233607145
2025-01-22,ILI incidence,2025-01-26,2,AT,quantile,0.55,2644.723266580611
2025-01-22,ILI incidence,2025-02-02,3,AT,quantile,0.55,2816.0629094357696
2025-01-22,ILI incidence,2025-02-09,4,AT,quantile,0.55,2902.864222583518
