origin_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2025-09-03,ILI incidence,1,2025-08-31,AT,quantile,0.010,0.0
2025-09-03,ILI incidence,1,2025-08-31,AT,quantile,0.025,0.0
2025-09-03,ILI incidence,1,2025-08-31,AT,quantile,0.050,0.0
2025-09-03,ILI incidence,1,2025-08-31,AT,quantile,0.100,0.0
2025-09-03,ILI incidence,1,2025-08-31,AT,quantile,0.150,0.0
2025-09-03,ILI incidence,1,2025-08-31,AT,quantile,0.200,0.0
2025-09-03,ILI incidence,1,2025-08-31,AT,quantile,0.250,0.0
2025-09-03,ILI incidence,1,2025-08-31,AT,quantile,0.300,206.22999999999973
2025-09-03,ILI incidence,1,2025-08-31,AT,quantile,0.350,598.4699999999993
2025-09-03,ILI incidence,1,2025-08-31,AT,quantile,0.400,970.6800000000005
2025-09-03,ILI incidence,1,2025-08-31,AT,quantile,0.450,1370.190000000001
2025-09-03,ILI incidence,1,2025-08-31,AT,quantile,0.500,1745.8500000000001
2025-09-03,ILI incidence,1,2025-08-31,AT,quantile,0.550,2072.3050000000007
2025-09-03,ILI incidence,1,2025-08-31,AT,quantile,0.600,2439.2799999999997
2025-09-03,ILI incidence,1,2025-08-31,AT,quantile,0.650,2829.100000000001
2025-09-03,ILI incidence,1,2025-08-31,AT,quantile,0.700,3199.9199999999996
2025-09-03,ILI incidence,1,2025-08-31,AT,quantile,0.750,3642.625
2025-09-03,ILI incidence,1,2025-08-31,AT,quantile,0.800,4175.240000000001
2025-09-03,ILI incidence,1,2025-08-31,AT,quantile,0.850,4814.874999999999
2025-09-03,ILI incidence,1,2025-08-31,AT,quantile,0.900,5554.420000000002
2025-09-03,ILI incidence,1,2025-08-31,AT,quantile,0.950,6692.679999999999
2025-09-03,ILI incidence,1,2025-08-31,AT,quantile,0.975,7563.424999999997
2025-09-03,ILI incidence,1,2025-08-31,AT,quantile,0.990,8623.092000000006
2025-09-03,ILI incidence,1,2025-08-31,AT,median,,1745.8500000000001
2025-09-03,ILI incidence,2,2025-09-07,AT,quantile,0.010,0.0
2025-09-03,ILI incidence,2,2025-09-07,AT,quantile,0.025,0.0
2025-09-03,ILI incidence,2,2025-09-07,AT,quantile,0.050,0.0
2025-09-03,ILI incidence,2,2025-09-07,AT,quantile,0.100,0.0
2025-09-03,ILI incidence,2,2025-09-07,AT,quantile,0.150,0.0
2025-09-03,ILI incidence,2,2025-09-07,AT,quantile,0.200,0.0
2025-09-03,ILI incidence,2,2025-09-07,AT,quantile,0.250,0.0
2025-09-03,ILI incidence,2,2025-09-07,AT,quantile,0.300,166.9199999999998
2025-09-03,ILI incidence,2,2025-09-07,AT,quantile,0.350,571.114999999999
2025-09-03,ILI incidence,2,2025-09-07,AT,quantile,0.400,981.9200000000003
2025-09-03,ILI incidence,2,2025-09-07,AT,quantile,0.450,1372.52
2025-09-03,ILI incidence,2,2025-09-07,AT,quantile,0.500,1734.2500000000007
2025-09-03,ILI incidence,2,2025-09-07,AT,quantile,0.550,2096.115000000001
2025-09-03,ILI incidence,2,2025-09-07,AT,quantile,0.600,2462.1999999999975
2025-09-03,ILI incidence,2,2025-09-07,AT,quantile,0.650,2856.2050000000004
2025-09-03,ILI incidence,2,2025-09-07,AT,quantile,0.700,3258.4899999999993
2025-09-03,ILI incidence,2,2025-09-07,AT,quantile,0.750,3747.1499999999996
2025-09-03,ILI incidence,2,2025-09-07,AT,quantile,0.800,4279.500000000003
2025-09-03,ILI incidence,2,2025-09-07,AT,quantile,0.850,4897.374999999999
2025-09-03,ILI incidence,2,2025-09-07,AT,quantile,0.900,5650.04
2025-09-03,ILI incidence,2,2025-09-07,AT,quantile,0.950,6734.969999999997
2025-09-03,ILI incidence,2,2025-09-07,AT,quantile,0.975,7737.025
2025-09-03,ILI incidence,2,2025-09-07,AT,quantile,0.990,8720.093000000003
2025-09-03,ILI incidence,2,2025-09-07,AT,median,,1734.2500000000007
2025-09-03,ILI incidence,3,2025-09-14,AT,quantile,0.010,0.0
2025-09-03,ILI incidence,3,2025-09-14,AT,quantile,0.025,0.0
2025-09-03,ILI incidence,3,2025-09-14,AT,quantile,0.050,0.0
2025-09-03,ILI incidence,3,2025-09-14,AT,quantile,0.100,0.0
2025-09-03,ILI incidence,3,2025-09-14,AT,quantile,0.150,0.0
2025-09-03,ILI incidence,3,2025-09-14,AT,quantile,0.200,0.0
2025-09-03,ILI incidence,3,2025-09-14,AT,quantile,0.250,0.0
2025-09-03,ILI incidence,3,2025-09-14,AT,quantile,0.300,162.8900000000002
2025-09-03,ILI incidence,3,2025-09-14,AT,quantile,0.350,571.3299999999992
2025-09-03,ILI incidence,3,2025-09-14,AT,quantile,0.400,939.1200000000008
2025-09-03,ILI incidence,3,2025-09-14,AT,quantile,0.450,1342.5199999999998
2025-09-03,ILI incidence,3,2025-09-14,AT,quantile,0.500,1729.6500000000003
2025-09-03,ILI incidence,3,2025-09-14,AT,quantile,0.550,2117.1750000000015
2025-09-03,ILI incidence,3,2025-09-14,AT,quantile,0.600,2500.519999999999
2025-09-03,ILI incidence,3,2025-09-14,AT,quantile,0.650,2903.8150000000005
2025-09-03,ILI incidence,3,2025-09-14,AT,quantile,0.700,3315.4899999999984
2025-09-03,ILI incidence,3,2025-09-14,AT,quantile,0.750,3805.2749999999996
2025-09-03,ILI incidence,3,2025-09-14,AT,quantile,0.800,4333.160000000001
2025-09-03,ILI incidence,3,2025-09-14,AT,quantile,0.850,5016.700000000001
2025-09-03,ILI incidence,3,2025-09-14,AT,quantile,0.900,5714.080000000004
2025-09-03,ILI incidence,3,2025-09-14,AT,quantile,0.950,6833.319999999999
2025-09-03,ILI incidence,3,2025-09-14,AT,quantile,0.975,7864.812499999997
2025-09-03,ILI incidence,3,2025-09-14,AT,quantile,0.990,8924.994000000002
2025-09-03,ILI incidence,3,2025-09-14,AT,median,,1729.6500000000003
2025-09-03,ILI incidence,4,2025-09-21,AT,quantile,0.010,0.0
2025-09-03,ILI incidence,4,2025-09-21,AT,quantile,0.025,0.0
2025-09-03,ILI incidence,4,2025-09-21,AT,quantile,0.050,0.0
2025-09-03,ILI incidence,4,2025-09-21,AT,quantile,0.100,0.0
2025-09-03,ILI incidence,4,2025-09-21,AT,quantile,0.150,0.0
2025-09-03,ILI incidence,4,2025-09-21,AT,quantile,0.200,0.0
2025-09-03,ILI incidence,4,2025-09-21,AT,quantile,0.250,0.0
2025-09-03,ILI incidence,4,2025-09-21,AT,quantile,0.300,120.2799999999994
2025-09-03,ILI incidence,4,2025-09-21,AT,quantile,0.350,517.3950000000003
2025-09-03,ILI incidence,4,2025-09-21,AT,quantile,0.400,938.3800000000006
2025-09-03,ILI incidence,4,2025-09-21,AT,quantile,0.450,1352.3099999999997
2025-09-03,ILI incidence,4,2025-09-21,AT,quantile,0.500,1730.2000000000012
2025-09-03,ILI incidence,4,2025-09-21,AT,quantile,0.550,2104.150000000002
2025-09-03,ILI incidence,4,2025-09-21,AT,quantile,0.600,2497.3399999999997
2025-09-03,ILI incidence,4,2025-09-21,AT,quantile,0.650,2918.6800000000007
2025-09-03,ILI incidence,4,2025-09-21,AT,quantile,0.700,3360.2799999999993
2025-09-03,ILI incidence,4,2025-09-21,AT,quantile,0.750,3855.1500000000005
2025-09-03,ILI incidence,4,2025-09-21,AT,quantile,0.800,4425.299999999999
2025-09-03,ILI incidence,4,2025-09-21,AT,quantile,0.850,5064.620000000002
2025-09-03,ILI incidence,4,2025-09-21,AT,quantile,0.900,5796.38
2025-09-03,ILI incidence,4,2025-09-21,AT,quantile,0.950,7023.495
2025-09-03,ILI incidence,4,2025-09-21,AT,quantile,0.975,7948.6849999999995
2025-09-03,ILI incidence,4,2025-09-21,AT,quantile,0.990,8974.359000000002
2025-09-03,ILI incidence,4,2025-09-21,AT,median,,1730.2000000000012
2025-09-03,ILI incidence,1,2025-08-31,BE,quantile,0.010,0.0
2025-09-03,ILI incidence,1,2025-08-31,BE,quantile,0.025,0.0
2025-09-03,ILI incidence,1,2025-08-31,BE,quantile,0.050,0.0
