origin_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2025-05-07,ILI incidence,1,2025-05-04,AT,quantile,0.010,0.0
2025-05-07,ILI incidence,1,2025-05-04,AT,quantile,0.025,0.0
2025-05-07,ILI incidence,1,2025-05-04,AT,quantile,0.050,0.0
2025-05-07,ILI incidence,1,2025-05-04,AT,quantile,0.100,107.86000000000014
2025-05-07,ILI incidence,1,2025-05-04,AT,quantile,0.150,436.5849999999997
2025-05-07,ILI incidence,1,2025-05-04,AT,quantile,0.200,689.7
2025-05-07,ILI incidence,1,2025-05-04,AT,quantile,0.250,907.2250000000006
2025-05-07,ILI incidence,1,2025-05-04,AT,quantile,0.300,1098.4599999999998
2025-05-07,ILI incidence,1,2025-05-04,AT,quantile,0.350,1257.23
2025-05-07,ILI incidence,1,2025-05-04,AT,quantile,0.400,1411.7600000000002
2025-05-07,ILI incidence,1,2025-05-04,AT,quantile,0.450,1563.5100000000002
2025-05-07,ILI incidence,1,2025-05-04,AT,quantile,0.500,1730.0
2025-05-07,ILI incidence,1,2025-05-04,AT,quantile,0.550,1877.4899999999998
2025-05-07,ILI incidence,1,2025-05-04,AT,quantile,0.600,2031.7600000000002
2025-05-07,ILI incidence,1,2025-05-04,AT,quantile,0.650,2192.4100000000008
2025-05-07,ILI incidence,1,2025-05-04,AT,quantile,0.700,2351.0999999999995
2025-05-07,ILI incidence,1,2025-05-04,AT,quantile,0.750,2534.9000000000005
2025-05-07,ILI incidence,1,2025-05-04,AT,quantile,0.800,2742.1200000000003
2025-05-07,ILI incidence,1,2025-05-04,AT,quantile,0.850,2981.4449999999997
2025-05-07,ILI incidence,1,2025-05-04,AT,quantile,0.900,3319.0
2025-05-07,ILI incidence,1,2025-05-04,AT,quantile,0.950,3828.5599999999977
2025-05-07,ILI incidence,1,2025-05-04,AT,quantile,0.975,4401.052499999999
2025-05-07,ILI incidence,1,2025-05-04,AT,quantile,0.990,5037.205000000001
2025-05-07,ILI incidence,1,2025-05-04,AT,median,,1730.0
