origin_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2025-08-13,ILI incidence,1,2025-08-10,AT,quantile,0.010,0.0
2025-08-13,ILI incidence,1,2025-08-10,AT,quantile,0.025,0.0
2025-08-13,ILI incidence,1,2025-08-10,AT,quantile,0.050,0.0
2025-08-13,ILI incidence,1,2025-08-10,AT,quantile,0.100,0.0
2025-08-13,ILI incidence,1,2025-08-10,AT,quantile,0.150,0.0
2025-08-13,ILI incidence,1,2025-08-10,AT,quantile,0.200,0.0
2025-08-13,ILI incidence,1,2025-08-10,AT,quantile,0.250,0.0
2025-08-13,ILI incidence,1,2025-08-10,AT,quantile,0.300,352.2700000000007
2025-08-13,ILI incidence,1,2025-08-10,AT,quantile,0.350,727.8649999999991
2025-08-13,ILI incidence,1,2025-08-10,AT,quantile,0.400,1077.5600000000006
2025-08-13,ILI incidence,1,2025-08-10,AT,quantile,0.450,1432.9200000000008
2025-08-13,ILI incidence,1,2025-08-10,AT,quantile,0.500,1782.7999999999997
2025-08-13,ILI incidence,1,2025-08-10,AT,quantile,0.550,2105.2450000000003
2025-08-13,ILI incidence,1,2025-08-10,AT,quantile,0.600,2440.0399999999995
2025-08-13,ILI incidence,1,2025-08-10,AT,quantile,0.650,2792.090000000001
2025-08-13,ILI incidence,1,2025-08-10,AT,quantile,0.700,3176.9599999999996
2025-08-13,ILI incidence,1,2025-08-10,AT,quantile,0.750,3560.499999999999
2025-08-13,ILI incidence,1,2025-08-10,AT,quantile,0.800,4019.3600000000006
2025-08-13,ILI incidence,1,2025-08-10,AT,quantile,0.850,4553.159999999999
2025-08-13,ILI incidence,1,2025-08-10,AT,quantile,0.900,5264.8099999999995
2025-08-13,ILI incidence,1,2025-08-10,AT,quantile,0.950,6275.174999999999
2025-08-13,ILI incidence,1,2025-08-10,AT,quantile,0.975,7266.844999999998
2025-08-13,ILI incidence,1,2025-08-10,AT,quantile,0.990,8338.256000000001
2025-08-13,ILI incidence,1,2025-08-10,AT,median,,1782.7999999999997
2025-08-13,ILI incidence,2,2025-08-17,AT,quantile,0.010,0.0
2025-08-13,ILI incidence,2,2025-08-17,AT,quantile,0.025,0.0
2025-08-13,ILI incidence,2,2025-08-17,AT,quantile,0.050,0.0
2025-08-13,ILI incidence,2,2025-08-17,AT,quantile,0.100,0.0
2025-08-13,ILI incidence,2,2025-08-17,AT,quantile,0.150,0.0
2025-08-13,ILI incidence,2,2025-08-17,AT,quantile,0.200,0.0
2025-08-13,ILI incidence,2,2025-08-17,AT,quantile,0.250,0.0
2025-08-13,ILI incidence,2,2025-08-17,AT,quantile,0.300,303.0100000000006
2025-08-13,ILI incidence,2,2025-08-17,AT,quantile,0.350,692.9900000000002
2025-08-13,ILI incidence,2,2025-08-17,AT,quantile,0.400,1048.9
2025-08-13,ILI incidence,2,2025-08-17,AT,quantile,0.450,1407.5650000000007
2025-08-13,ILI incidence,2,2025-08-17,AT,quantile,0.500,1775.3500000000004
2025-08-13,ILI incidence,2,2025-08-17,AT,quantile,0.550,2123.495000000001
2025-08-13,ILI incidence,2,2025-08-17,AT,quantile,0.600,2481.0399999999995
2025-08-13,ILI incidence,2,2025-08-17,AT,quantile,0.650,2841.350000000001
2025-08-13,ILI incidence,2,2025-08-17,AT,quantile,0.700,3233.099999999999
2025-08-13,ILI incidence,2,2025-08-17,AT,quantile,0.750,3642.075
2025-08-13,ILI incidence,2,2025-08-17,AT,quantile,0.800,4130.58
2025-08-13,ILI incidence,2,2025-08-17,AT,quantile,0.850,4667.459999999998
2025-08-13,ILI incidence,2,2025-08-17,AT,quantile,0.900,5359.610000000001
2025-08-13,ILI incidence,2,2025-08-17,AT,quantile,0.950,6401.944999999997
2025-08-13,ILI incidence,2,2025-08-17,AT,quantile,0.975,7432.552499999992
2025-08-13,ILI incidence,2,2025-08-17,AT,quantile,0.990,8548.130000000001
2025-08-13,ILI incidence,2,2025-08-17,AT,median,,1775.3500000000004
2025-08-13,ILI incidence,3,2025-08-24,AT,quantile,0.010,0.0
2025-08-13,ILI incidence,3,2025-08-24,AT,quantile,0.025,0.0
2025-08-13,ILI incidence,3,2025-08-24,AT,quantile,0.050,0.0
2025-08-13,ILI incidence,3,2025-08-24,AT,quantile,0.100,0.0
2025-08-13,ILI incidence,3,2025-08-24,AT,quantile,0.150,0.0
2025-08-13,ILI incidence,3,2025-08-24,AT,quantile,0.200,0.0
2025-08-13,ILI incidence,3,2025-08-24,AT,quantile,0.250,0.0
2025-08-13,ILI incidence,3,2025-08-24,AT,quantile,0.300,271.8000000000004
2025-08-13,ILI incidence,3,2025-08-24,AT,quantile,0.350,677.6999999999992
2025-08-13,ILI incidence,3,2025-08-24,AT,quantile,0.400,1051.54
2025-08-13,ILI incidence,3,2025-08-24,AT,quantile,0.450,1409.205
2025-08-13,ILI incidence,3,2025-08-24,AT,quantile,0.500,1765.3500000000006
2025-08-13,ILI incidence,3,2025-08-24,AT,quantile,0.550,2133.605000000001
2025-08-13,ILI incidence,3,2025-08-24,AT,quantile,0.600,2490.2400000000007
2025-08-13,ILI incidence,3,2025-08-24,AT,quantile,0.650,2881.47
2025-08-13,ILI incidence,3,2025-08-24,AT,quantile,0.700,3279.13
2025-08-13,ILI incidence,3,2025-08-24,AT,quantile,0.750,3715.749999999999
2025-08-13,ILI incidence,3,2025-08-24,AT,quantile,0.800,4182.440000000001
2025-08-13,ILI incidence,3,2025-08-24,AT,quantile,0.850,4728.4349999999995
2025-08-13,ILI incidence,3,2025-08-24,AT,quantile,0.900,5455.02
2025-08-13,ILI incidence,3,2025-08-24,AT,quantile,0.950,6570.110000000001
2025-08-13,ILI incidence,3,2025-08-24,AT,quantile,0.975,7615.322500000001
2025-08-13,ILI incidence,3,2025-08-24,AT,quantile,0.990,8754.355000000001
2025-08-13,ILI incidence,3,2025-08-24,AT,median,,1765.3500000000006
2025-08-13,ILI incidence,4,2025-08-31,AT,quantile,0.010,0.0
2025-08-13,ILI incidence,4,2025-08-31,AT,quantile,0.025,0.0
2025-08-13,ILI incidence,4,2025-08-31,AT,quantile,0.050,0.0
2025-08-13,ILI incidence,4,2025-08-31,AT,quantile,0.100,0.0
2025-08-13,ILI incidence,4,2025-08-31,AT,quantile,0.150,0.0
2025-08-13,ILI incidence,4,2025-08-31,AT,quantile,0.200,0.0
2025-08-13,ILI incidence,4,2025-08-31,AT,quantile,0.250,0.0
2025-08-13,ILI incidence,4,2025-08-31,AT,quantile,0.300,229.48000000000025
2025-08-13,ILI incidence,4,2025-08-31,AT,quantile,0.350,635.8000000000001
2025-08-13,ILI incidence,4,2025-08-31,AT,quantile,0.400,999.1200000000009
2025-08-13,ILI incidence,4,2025-08-31,AT,quantile,0.450,1416.9000000000012
2025-08-13,ILI incidence,4,2025-08-31,AT,quantile,0.500,1802.4499999999994
2025-08-13,ILI incidence,4,2025-08-31,AT,quantile,0.550,2154.2450000000003
2025-08-13,ILI incidence,4,2025-08-31,AT,quantile,0.600,2520.359999999999
2025-08-13,ILI incidence,4,2025-08-31,AT,quantile,0.650,2910.77
2025-08-13,ILI incidence,4,2025-08-31,AT,quantile,0.700,3326.25
2025-08-13,ILI incidence,4,2025-08-31,AT,quantile,0.750,3735.5250000000005
2025-08-13,ILI incidence,4,2025-08-31,AT,quantile,0.800,4213.160000000003
2025-08-13,ILI incidence,4,2025-08-31,AT,quantile,0.850,4817.26
2025-08-13,ILI incidence,4,2025-08-31,AT,quantile,0.900,5580.34
2025-08-13,ILI incidence,4,2025-08-31,AT,quantile,0.950,6693.989999999994
2025-08-13,ILI incidence,4,2025-08-31,AT,quantile,0.975,7705.874999999998
2025-08-13,ILI incidence,4,2025-08-31,AT,quantile,0.990,8889.478000000001
2025-08-13,ILI incidence,4,2025-08-31,AT,median,,1802.4499999999994
2025-08-13,ILI incidence,1,2025-08-10,BE,quantile,0.010,0.0
2025-08-13,ILI incidence,1,2025-08-10,BE,quantile,0.025,0.0
2025-08-13,ILI incidence,1,2025-08-10,BE,quantile,0.050,0.0
2025-08-13,ILI incidence,1,2025-08-10,BE,quantile,0.100,0.0
2025-08-13,ILI incidence,1,2025-08-10,BE,quantile,0.150,0.0
2025-08-13,ILI incidence,1,2025-08-10,BE,quantile,0.200,0.0
2025-08-13,ILI incidence,1,2025-08-10,BE,quantile,0.250,0.0
2025-08-13,ILI incidence,1,2025-08-10,BE,quantile,0.300,0.0
2025-08-13,ILI incidence,1,2025-08-10,BE,quantile,0.350,0.0
2025-08-13,ILI incidence,1,2025-08-10,BE,quantile,0.400,4.199999999999999
2025-08-13,ILI incidence,1,2025-08-10,BE,quantile,0.450,9.300000000000004
2025-08-13,ILI incidence,1,2025-08-10,BE,quantile,0.500,16.999999999999993
2025-08-13,ILI incidence,1,2025-08-10,BE,quantile,0.550,22.9
2025-08-13,ILI incidence,1,2025-08-10,BE,quantile,0.600,28.1
2025-08-13,ILI incidence,1,2025-08-10,BE,quantile,0.650,34.2
2025-08-13,ILI incidence,1,2025-08-10,BE,quantile,0.700,39.3
2025-08-13,ILI incidence,1,2025-08-10,BE,quantile,0.750,45.1
2025-08-13,ILI incidence,1,2025-08-10,BE,quantile,0.800,51.80000000000005
2025-08-13,ILI incidence,1,2025-08-10,BE,quantile,0.850,64.19999999999999
2025-08-13,ILI incidence,1,2025-08-10,BE,quantile,0.900,88.50000000000003
2025-08-13,ILI incidence,1,2025-08-10,BE,quantile,0.950,155.1
2025-08-13,ILI incidence,1,2025-08-10,BE,quantile,0.975,271.3
2025-08-13,ILI incidence,1,2025-08-10,BE,quantile,0.990,320.50000000000006
2025-08-13,ILI incidence,1,2025-08-10,BE,median,,16.999999999999993
2025-08-13,ILI incidence,2,2025-08-17,BE,quantile,0.010,0.0
2025-08-13,ILI incidence,2,2025-08-17,BE,quantile,0.025,0.0
2025-08-13,ILI incidence,2,2025-08-17,BE,quantile,0.050,0.0
2025-08-13,ILI incidence,2,2025-08-17,BE,quantile,0.100,0.0
2025-08-13,ILI incidence,2,2025-08-17,BE,quantile,0.150,0.0
2025-08-13,ILI incidence,2,2025-08-17,BE,quantile,0.200,0.0
2025-08-13,ILI incidence,2,2025-08-17,BE,quantile,0.250,0.0
2025-08-13,ILI incidence,2,2025-08-17,BE,quantile,0.300,0.0
2025-08-13,ILI incidence,2,2025-08-17,BE,quantile,0.350,0.0
2025-08-13,ILI incidence,2,2025-08-17,BE,quantile,0.400,0.0
2025-08-13,ILI incidence,2,2025-08-17,BE,quantile,0.450,8.799999999999995
2025-08-13,ILI incidence,2,2025-08-17,BE,quantile,0.500,16.499999999999936
2025-08-13,ILI incidence,2,2025-08-17,BE,quantile,0.550,25.599999999999966
2025-08-13,ILI incidence,2,2025-08-17,BE,quantile,0.600,33.69999999999999
2025-08-13,ILI incidence,2,2025-08-17,BE,quantile,0.650,43.3
2025-08-13,ILI incidence,2,2025-08-17,BE,quantile,0.700,54.30000000000005
2025-08-13,ILI incidence,2,2025-08-17,BE,quantile,0.750,66.69999999999999
2025-08-13,ILI incidence,2,2025-08-17,BE,quantile,0.800,81.79999999999998
2025-08-13,ILI incidence,2,2025-08-17,BE,quantile,0.850,105.71499999999996
2025-08-13,ILI incidence,2,2025-08-17,BE,quantile,0.900,156.3100000000004
2025-08-13,ILI incidence,2,2025-08-17,BE,quantile,0.950,283.29999999999995
2025-08-13,ILI incidence,2,2025-08-17,BE,quantile,0.975,348.0
2025-08-13,ILI incidence,2,2025-08-17,BE,quantile,0.990,437.1040000000002
2025-08-13,ILI incidence,2,2025-08-17,BE,median,,16.499999999999936
2025-08-13,ILI incidence,3,2025-08-24,BE,quantile,0.010,0.0
2025-08-13,ILI incidence,3,2025-08-24,BE,quantile,0.025,0.0
