origin_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2024-12-11,ILI incidence,1,2024-12-08,AT,quantile,0.010,0.0
2024-12-11,ILI incidence,1,2024-12-08,AT,quantile,0.025,1030.5
2024-12-11,ILI incidence,1,2024-12-08,AT,quantile,0.050,1093.6
2024-12-11,ILI incidence,1,2024-12-08,AT,quantile,0.100,1258.3999999999996
2024-12-11,ILI incidence,1,2024-12-08,AT,quantile,0.150,1460.9
2024-12-11,ILI incidence,1,2024-12-08,AT,quantile,0.200,1506.6
2024-12-11,ILI incidence,1,2024-12-08,AT,quantile,0.250,1661.8
2024-12-11,ILI incidence,1,2024-12-08,AT,quantile,0.300,1686.2999999999997
2024-12-11,ILI incidence,1,2024-12-08,AT,quantile,0.350,1872.5
2024-12-11,ILI incidence,1,2024-12-08,AT,quantile,0.400,1991.1
2024-12-11,ILI incidence,1,2024-12-08,AT,quantile,0.450,2033.7999999999997
2024-12-11,ILI incidence,1,2024-12-08,AT,quantile,0.500,2051.2
2024-12-11,ILI incidence,1,2024-12-08,AT,quantile,0.550,2075.4
2024-12-11,ILI incidence,1,2024-12-08,AT,quantile,0.600,2118.1
2024-12-11,ILI incidence,1,2024-12-08,AT,quantile,0.650,2212.4
2024-12-11,ILI incidence,1,2024-12-08,AT,quantile,0.700,2422.9
2024-12-11,ILI incidence,1,2024-12-08,AT,quantile,0.750,2447.3999999999996
2024-12-11,ILI incidence,1,2024-12-08,AT,quantile,0.800,2493.1
2024-12-11,ILI incidence,1,2024-12-08,AT,quantile,0.850,2648.2999999999997
2024-12-11,ILI incidence,1,2024-12-08,AT,quantile,0.900,2850.8
2024-12-11,ILI incidence,1,2024-12-08,AT,quantile,0.950,3015.6
2024-12-11,ILI incidence,1,2024-12-08,AT,quantile,0.975,3078.7
2024-12-11,ILI incidence,1,2024-12-08,AT,quantile,0.990,4640.5
2024-12-11,ILI incidence,1,2024-12-08,AT,median,,2051.2
2024-12-11,ILI incidence,2,2024-12-15,AT,quantile,0.010,0.0
2024-12-11,ILI incidence,2,2024-12-15,AT,quantile,0.025,0.0
2024-12-11,ILI incidence,2,2024-12-15,AT,quantile,0.050,592.0
2024-12-11,ILI incidence,2,2024-12-15,AT,quantile,0.100,1026.1
2024-12-11,ILI incidence,2,2024-12-15,AT,quantile,0.150,1188.3000000000002
2024-12-11,ILI incidence,2,2024-12-15,AT,quantile,0.200,1377.6999999999998
2024-12-11,ILI incidence,2,2024-12-15,AT,quantile,0.250,1503.2749999999996
2024-12-11,ILI incidence,2,2024-12-15,AT,quantile,0.300,1627.7999999999997
2024-12-11,ILI incidence,2,2024-12-15,AT,quantile,0.350,1723.5
2024-12-11,ILI incidence,2,2024-12-15,AT,quantile,0.400,1864.38
