origin_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2025-08-06,ILI incidence,1,2025-08-03,AT,quantile,0.010,0.0
2025-08-06,ILI incidence,1,2025-08-03,AT,quantile,0.025,0.0
2025-08-06,ILI incidence,1,2025-08-03,AT,quantile,0.050,0.0
2025-08-06,ILI incidence,1,2025-08-03,AT,quantile,0.100,0.0
2025-08-06,ILI incidence,1,2025-08-03,AT,quantile,0.150,0.0
2025-08-06,ILI incidence,1,2025-08-03,AT,quantile,0.200,0.0
2025-08-06,ILI incidence,1,2025-08-03,AT,quantile,0.250,0.0
2025-08-06,ILI incidence,1,2025-08-03,AT,quantile,0.300,340.03999999999996
2025-08-06,ILI incidence,1,2025-08-03,AT,quantile,0.350,700.3199999999994
2025-08-06,ILI incidence,1,2025-08-03,AT,quantile,0.400,1035.4199999999996
2025-08-06,ILI incidence,1,2025-08-03,AT,quantile,0.450,1373.9749999999997
2025-08-06,ILI incidence,1,2025-08-03,AT,quantile,0.500,1698.85
2025-08-06,ILI incidence,1,2025-08-03,AT,quantile,0.550,2040.2
2025-08-06,ILI incidence,1,2025-08-03,AT,quantile,0.600,2385.84
2025-08-06,ILI incidence,1,2025-08-03,AT,quantile,0.650,2742.01
2025-08-06,ILI incidence,1,2025-08-03,AT,quantile,0.700,3102.76
2025-08-06,ILI incidence,1,2025-08-03,AT,quantile,0.750,3491.2000000000003
2025-08-06,ILI incidence,1,2025-08-03,AT,quantile,0.800,3941.8800000000006
2025-08-06,ILI incidence,1,2025-08-03,AT,quantile,0.850,4486.299999999999
2025-08-06,ILI incidence,1,2025-08-03,AT,quantile,0.900,5186.1
2025-08-06,ILI incidence,1,2025-08-03,AT,quantile,0.950,6273.019999999998
2025-08-06,ILI incidence,1,2025-08-03,AT,quantile,0.975,7139.5324999999975
2025-08-06,ILI incidence,1,2025-08-03,AT,quantile,0.990,8142.836000000004
2025-08-06,ILI incidence,1,2025-08-03,AT,median,,1698.85
2025-08-06,ILI incidence,2,2025-08-10,AT,quantile,0.010,0.0
2025-08-06,ILI incidence,2,2025-08-10,AT,quantile,0.025,0.0
2025-08-06,ILI incidence,2,2025-08-10,AT,quantile,0.050,0.0
2025-08-06,ILI incidence,2,2025-08-10,AT,quantile,0.100,0.0
2025-08-06,ILI incidence,2,2025-08-10,AT,quantile,0.150,0.0
2025-08-06,ILI incidence,2,2025-08-10,AT,quantile,0.200,0.0
2025-08-06,ILI incidence,2,2025-08-10,AT,quantile,0.250,0.0
2025-08-06,ILI incidence,2,2025-08-10,AT,quantile,0.300,272.01999999999924
2025-08-06,ILI incidence,2,2025-08-10,AT,quantile,0.350,665.765
2025-08-06,ILI incidence,2,2025-08-10,AT,quantile,0.400,1039.4
2025-08-06,ILI incidence,2,2025-08-10,AT,quantile,0.450,1385.1399999999992
2025-08-06,ILI incidence,2,2025-08-10,AT,quantile,0.500,1729.4499999999994
2025-08-06,ILI incidence,2,2025-08-10,AT,quantile,0.550,2059.2350000000006
2025-08-06,ILI incidence,2,2025-08-10,AT,quantile,0.600,2407.419999999999
2025-08-06,ILI incidence,2,2025-08-10,AT,quantile,0.650,2787.175000000001
2025-08-06,ILI incidence,2,2025-08-10,AT,quantile,0.700,3155.25
2025-08-06,ILI incidence,2,2025-08-10,AT,quantile,0.750,3557.5000000000005
2025-08-06,ILI incidence,2,2025-08-10,AT,quantile,0.800,4026.5000000000005
2025-08-06,ILI incidence,2,2025-08-10,AT,quantile,0.850,4552.605
2025-08-06,ILI incidence,2,2025-08-10,AT,quantile,0.900,5304.62
2025-08-06,ILI incidence,2,2025-08-10,AT,quantile,0.950,6345.305000000001
2025-08-06,ILI incidence,2,2025-08-10,AT,quantile,0.975,7348.309999999998
2025-08-06,ILI incidence,2,2025-08-10,AT,quantile,0.990,8425.572000000002
2025-08-06,ILI incidence,2,2025-08-10,AT,median,,1729.4499999999994
2025-08-06,ILI incidence,3,2025-08-17,AT,quantile,0.010,0.0
2025-08-06,ILI incidence,3,2025-08-17,AT,quantile,0.025,0.0
2025-08-06,ILI incidence,3,2025-08-17,AT,quantile,0.050,0.0
2025-08-06,ILI incidence,3,2025-08-17,AT,quantile,0.100,0.0
2025-08-06,ILI incidence,3,2025-08-17,AT,quantile,0.150,0.0
2025-08-06,ILI incidence,3,2025-08-17,AT,quantile,0.200,0.0
2025-08-06,ILI incidence,3,2025-08-17,AT,quantile,0.250,0.0
2025-08-06,ILI incidence,3,2025-08-17,AT,quantile,0.300,247.60000000000008
2025-08-06,ILI incidence,3,2025-08-17,AT,quantile,0.350,641.2799999999993
2025-08-06,ILI incidence,3,2025-08-17,AT,quantile,0.400,1032.5800000000004
2025-08-06,ILI incidence,3,2025-08-17,AT,quantile,0.450,1400.0350000000008
2025-08-06,ILI incidence,3,2025-08-17,AT,quantile,0.500,1743.8500000000004
2025-08-06,ILI incidence,3,2025-08-17,AT,quantile,0.550,2100.3999999999996
2025-08-06,ILI incidence,3,2025-08-17,AT,quantile,0.600,2446.52
2025-08-06,ILI incidence,3,2025-08-17,AT,quantile,0.650,2828.140000000001
2025-08-06,ILI incidence,3,2025-08-17,AT,quantile,0.700,3206.2900000000004
2025-08-06,ILI incidence,3,2025-08-17,AT,quantile,0.750,3620.1250000000005
2025-08-06,ILI incidence,3,2025-08-17,AT,quantile,0.800,4083.860000000001
2025-08-06,ILI incidence,3,2025-08-17,AT,quantile,0.850,4648.565
2025-08-06,ILI incidence,3,2025-08-17,AT,quantile,0.900,5405.63
2025-08-06,ILI incidence,3,2025-08-17,AT,quantile,0.950,6514.789999999998
2025-08-06,ILI incidence,3,2025-08-17,AT,quantile,0.975,7448.182499999999
2025-08-06,ILI incidence,3,2025-08-17,AT,quantile,0.990,8557.046
2025-08-06,ILI incidence,3,2025-08-17,AT,median,,1743.8500000000004
2025-08-06,ILI incidence,4,2025-08-24,AT,quantile,0.010,0.0
2025-08-06,ILI incidence,4,2025-08-24,AT,quantile,0.025,0.0
2025-08-06,ILI incidence,4,2025-08-24,AT,quantile,0.050,0.0
2025-08-06,ILI incidence,4,2025-08-24,AT,quantile,0.100,0.0
2025-08-06,ILI incidence,4,2025-08-24,AT,quantile,0.150,0.0
2025-08-06,ILI incidence,4,2025-08-24,AT,quantile,0.200,0.0
2025-08-06,ILI incidence,4,2025-08-24,AT,quantile,0.250,0.0
2025-08-06,ILI incidence,4,2025-08-24,AT,quantile,0.300,230.82000000000056
2025-08-06,ILI incidence,4,2025-08-24,AT,quantile,0.350,600.1900000000002
2025-08-06,ILI incidence,4,2025-08-24,AT,quantile,0.400,983.8000000000001
2025-08-06,ILI incidence,4,2025-08-24,AT,quantile,0.450,1368.92
2025-08-06,ILI incidence,4,2025-08-24,AT,quantile,0.500,1717.3000000000006
2025-08-06,ILI incidence,4,2025-08-24,AT,quantile,0.550,2080.8900000000012
2025-08-06,ILI incidence,4,2025-08-24,AT,quantile,0.600,2466.7399999999993
2025-08-06,ILI incidence,4,2025-08-24,AT,quantile,0.650,2850.939999999999
2025-08-06,ILI incidence,4,2025-08-24,AT,quantile,0.700,3276.5000000000005
2025-08-06,ILI incidence,4,2025-08-24,AT,quantile,0.750,3711.7750000000005
2025-08-06,ILI incidence,4,2025-08-24,AT,quantile,0.800,4169.659999999999
2025-08-06,ILI incidence,4,2025-08-24,AT,quantile,0.850,4770.639999999997
2025-08-06,ILI incidence,4,2025-08-24,AT,quantile,0.900,5542.53
2025-08-06,ILI incidence,4,2025-08-24,AT,quantile,0.950,6629.064999999999
2025-08-06,ILI incidence,4,2025-08-24,AT,quantile,0.975,7566.662499999996
2025-08-06,ILI incidence,4,2025-08-24,AT,quantile,0.990,8770.892000000002
2025-08-06,ILI incidence,4,2025-08-24,AT,median,,1717.3000000000006
2025-08-06,ILI incidence,1,2025-08-03,BE,quantile,0.010,0.0
2025-08-06,ILI incidence,1,2025-08-03,BE,quantile,0.025,0.0
2025-08-06,ILI incidence,1,2025-08-03,BE,quantile,0.050,0.0
2025-08-06,ILI incidence,1,2025-08-03,BE,quantile,0.100,0.0
2025-08-06,ILI incidence,1,2025-08-03,BE,quantile,0.150,0.0
2025-08-06,ILI incidence,1,2025-08-03,BE,quantile,0.200,0.0
2025-08-06,ILI incidence,1,2025-08-03,BE,quantile,0.250,0.0
2025-08-06,ILI incidence,1,2025-08-03,BE,quantile,0.300,0.0
2025-08-06,ILI incidence,1,2025-08-03,BE,quantile,0.350,1.3999999999999986
2025-08-06,ILI incidence,1,2025-08-03,BE,quantile,0.400,8.700000000000003
2025-08-06,ILI incidence,1,2025-08-03,BE,quantile,0.450,14.599999999999994
2025-08-06,ILI incidence,1,2025-08-03,BE,quantile,0.500,19.500000000000007
2025-08-06,ILI incidence,1,2025-08-03,BE,quantile,0.550,25.999999999999996
2025-08-06,ILI incidence,1,2025-08-03,BE,quantile,0.600,31.5
2025-08-06,ILI incidence,1,2025-08-03,BE,quantile,0.650,37.5
2025-08-06,ILI incidence,1,2025-08-03,BE,quantile,0.700,42.4
2025-08-06,ILI incidence,1,2025-08-03,BE,quantile,0.750,48.300000000000004
