origin_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2025-06-25,ILI incidence,1,2025-06-22,AT,quantile,0.010,0.0
2025-06-25,ILI incidence,1,2025-06-22,AT,quantile,0.025,0.0
2025-06-25,ILI incidence,1,2025-06-22,AT,quantile,0.050,0.0
2025-06-25,ILI incidence,1,2025-06-22,AT,quantile,0.100,0.0
2025-06-25,ILI incidence,1,2025-06-22,AT,quantile,0.150,0.0
2025-06-25,ILI incidence,1,2025-06-22,AT,quantile,0.200,0.0
2025-06-25,ILI incidence,1,2025-06-22,AT,quantile,0.250,357.12500000000017
2025-06-25,ILI incidence,1,2025-06-22,AT,quantile,0.300,697.1599999999994
2025-06-25,ILI incidence,1,2025-06-22,AT,quantile,0.350,960.9300000000001
2025-06-25,ILI incidence,1,2025-06-22,AT,quantile,0.400,1225.0000000000005
2025-06-25,ILI incidence,1,2025-06-22,AT,quantile,0.450,1494.605
2025-06-25,ILI incidence,1,2025-06-22,AT,quantile,0.500,1736.6000000000004
2025-06-25,ILI incidence,1,2025-06-22,AT,quantile,0.550,1979.0250000000008
2025-06-25,ILI incidence,1,2025-06-22,AT,quantile,0.600,2222.9000000000005
2025-06-25,ILI incidence,1,2025-06-22,AT,quantile,0.650,2487.87
2025-06-25,ILI incidence,1,2025-06-22,AT,quantile,0.700,2761.02
2025-06-25,ILI incidence,1,2025-06-22,AT,quantile,0.750,3097.3500000000004
2025-06-25,ILI incidence,1,2025-06-22,AT,quantile,0.800,3448.2800000000016
2025-06-25,ILI incidence,1,2025-06-22,AT,quantile,0.850,3892.9649999999992
2025-06-25,ILI incidence,1,2025-06-22,AT,quantile,0.900,4421.53
2025-06-25,ILI incidence,1,2025-06-22,AT,quantile,0.950,5244.734999999999
2025-06-25,ILI incidence,1,2025-06-22,AT,quantile,0.975,5942.604999999993
2025-06-25,ILI incidence,1,2025-06-22,AT,quantile,0.990,6840.041000000001
2025-06-25,ILI incidence,1,2025-06-22,AT,median,,1736.6000000000004
2025-06-25,ILI incidence,2,2025-06-29,AT,quantile,0.010,0.0
2025-06-25,ILI incidence,2,2025-06-29,AT,quantile,0.025,0.0
2025-06-25,ILI incidence,2,2025-06-29,AT,quantile,0.050,0.0
2025-06-25,ILI incidence,2,2025-06-29,AT,quantile,0.100,0.0
2025-06-25,ILI incidence,2,2025-06-29,AT,quantile,0.150,0.0
2025-06-25,ILI incidence,2,2025-06-29,AT,quantile,0.200,0.0
2025-06-25,ILI incidence,2,2025-06-29,AT,quantile,0.250,299.17500000000035
2025-06-25,ILI incidence,2,2025-06-29,AT,quantile,0.300,633.0999999999997
2025-06-25,ILI incidence,2,2025-06-29,AT,quantile,0.350,923.6599999999997
2025-06-25,ILI incidence,2,2025-06-29,AT,quantile,0.400,1205.2600000000007
2025-06-25,ILI incidence,2,2025-06-29,AT,quantile,0.450,1483.275
2025-06-25,ILI incidence,2,2025-06-29,AT,quantile,0.500,1745.9499999999998
2025-06-25,ILI incidence,2,2025-06-29,AT,quantile,0.550,2016.0050000000006
2025-06-25,ILI incidence,2,2025-06-29,AT,quantile,0.600,2263.5799999999995
2025-06-25,ILI incidence,2,2025-06-29,AT,quantile,0.650,2559.0699999999993
2025-06-25,ILI incidence,2,2025-06-29,AT,quantile,0.700,2847.8499999999995
2025-06-25,ILI incidence,2,2025-06-29,AT,quantile,0.750,3182.950000000001
2025-06-25,ILI incidence,2,2025-06-29,AT,quantile,0.800,3568.6200000000003
2025-06-25,ILI incidence,2,2025-06-29,AT,quantile,0.850,4001.645
2025-06-25,ILI incidence,2,2025-06-29,AT,quantile,0.900,4579.199999999999
2025-06-25,ILI incidence,2,2025-06-29,AT,quantile,0.950,5359.114999999998
2025-06-25,ILI incidence,2,2025-06-29,AT,quantile,0.975,6074.887499999998
2025-06-25,ILI incidence,2,2025-06-29,AT,quantile,0.990,7077.393000000003
2025-06-25,ILI incidence,2,2025-06-29,AT,median,,1745.9499999999998
2025-06-25,ILI incidence,3,2025-07-06,AT,quantile,0.010,0.0
2025-06-25,ILI incidence,3,2025-07-06,AT,quantile,0.025,0.0
2025-06-25,ILI incidence,3,2025-07-06,AT,quantile,0.050,0.0
2025-06-25,ILI incidence,3,2025-07-06,AT,quantile,0.100,0.0
2025-06-25,ILI incidence,3,2025-07-06,AT,quantile,0.150,0.0
2025-06-25,ILI incidence,3,2025-07-06,AT,quantile,0.200,0.0
2025-06-25,ILI incidence,3,2025-07-06,AT,quantile,0.250,230.80000000000018
2025-06-25,ILI incidence,3,2025-07-06,AT,quantile,0.300,584.3800000000002
2025-06-25,ILI incidence,3,2025-07-06,AT,quantile,0.350,878.745
2025-06-25,ILI incidence,3,2025-07-06,AT,quantile,0.400,1171.5399999999997
