origin_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2025-08-20,ILI incidence,1,2025-08-17,AT,quantile,0.010,0.0
2025-08-20,ILI incidence,1,2025-08-17,AT,quantile,0.025,0.0
2025-08-20,ILI incidence,1,2025-08-17,AT,quantile,0.050,0.0
2025-08-20,ILI incidence,1,2025-08-17,AT,quantile,0.100,0.0
2025-08-20,ILI incidence,1,2025-08-17,AT,quantile,0.150,0.0
2025-08-20,ILI incidence,1,2025-08-17,AT,quantile,0.200,0.0
2025-08-20,ILI incidence,1,2025-08-17,AT,quantile,0.250,0.0
2025-08-20,ILI incidence,1,2025-08-17,AT,quantile,0.300,290.4800000000009
2025-08-20,ILI incidence,1,2025-08-17,AT,quantile,0.350,683.6899999999994
2025-08-20,ILI incidence,1,2025-08-17,AT,quantile,0.400,1021.1599999999991
2025-08-20,ILI incidence,1,2025-08-17,AT,quantile,0.450,1377.1249999999998
2025-08-20,ILI incidence,1,2025-08-17,AT,quantile,0.500,1728.650000000001
2025-08-20,ILI incidence,1,2025-08-17,AT,quantile,0.550,2077.4150000000004
2025-08-20,ILI incidence,1,2025-08-17,AT,quantile,0.600,2393.2800000000007
2025-08-20,ILI incidence,1,2025-08-17,AT,quantile,0.650,2768.4000000000005
2025-08-20,ILI incidence,1,2025-08-17,AT,quantile,0.700,3163.199999999999
2025-08-20,ILI incidence,1,2025-08-17,AT,quantile,0.750,3563.6750000000015
2025-08-20,ILI incidence,1,2025-08-17,AT,quantile,0.800,4035.460000000002
2025-08-20,ILI incidence,1,2025-08-17,AT,quantile,0.850,4639.915
2025-08-20,ILI incidence,1,2025-08-17,AT,quantile,0.900,5368.890000000001
2025-08-20,ILI incidence,1,2025-08-17,AT,quantile,0.950,6352.269999999998
2025-08-20,ILI incidence,1,2025-08-17,AT,quantile,0.975,7355.135
2025-08-20,ILI incidence,1,2025-08-17,AT,quantile,0.990,8515.451000000001
2025-08-20,ILI incidence,1,2025-08-17,AT,median,,1728.650000000001
2025-08-20,ILI incidence,2,2025-08-24,AT,quantile,0.010,0.0
2025-08-20,ILI incidence,2,2025-08-24,AT,quantile,0.025,0.0
2025-08-20,ILI incidence,2,2025-08-24,AT,quantile,0.050,0.0
2025-08-20,ILI incidence,2,2025-08-24,AT,quantile,0.100,0.0
2025-08-20,ILI incidence,2,2025-08-24,AT,quantile,0.150,0.0
2025-08-20,ILI incidence,2,2025-08-24,AT,quantile,0.200,0.0
2025-08-20,ILI incidence,2,2025-08-24,AT,quantile,0.250,0.0
2025-08-20,ILI incidence,2,2025-08-24,AT,quantile,0.300,260.99999999999966
2025-08-20,ILI incidence,2,2025-08-24,AT,quantile,0.350,671.6649999999996
2025-08-20,ILI incidence,2,2025-08-24,AT,quantile,0.400,1021.5200000000002
2025-08-20,ILI incidence,2,2025-08-24,AT,quantile,0.450,1380.9150000000009
2025-08-20,ILI incidence,2,2025-08-24,AT,quantile,0.500,1728.000000000001
2025-08-20,ILI incidence,2,2025-08-24,AT,quantile,0.550,2083.1350000000007
2025-08-20,ILI incidence,2,2025-08-24,AT,quantile,0.600,2439.9999999999995
2025-08-20,ILI incidence,2,2025-08-24,AT,quantile,0.650,2808.6499999999996
2025-08-20,ILI incidence,2,2025-08-24,AT,quantile,0.700,3231.26
2025-08-20,ILI incidence,2,2025-08-24,AT,quantile,0.750,3651.4500000000007
2025-08-20,ILI incidence,2,2025-08-24,AT,quantile,0.800,4146.040000000003
2025-08-20,ILI incidence,2,2025-08-24,AT,quantile,0.850,4665.579999999999
2025-08-20,ILI incidence,2,2025-08-24,AT,quantile,0.900,5415.530000000001
2025-08-20,ILI incidence,2,2025-08-24,AT,quantile,0.950,6482.659999999998
2025-08-20,ILI incidence,2,2025-08-24,AT,quantile,0.975,7469.5199999999995
2025-08-20,ILI incidence,2,2025-08-24,AT,quantile,0.990,8671.229000000007
2025-08-20,ILI incidence,2,2025-08-24,AT,median,,1728.000000000001
2025-08-20,ILI incidence,3,2025-08-31,AT,quantile,0.010,0.0
2025-08-20,ILI incidence,3,2025-08-31,AT,quantile,0.025,0.0
2025-08-20,ILI incidence,3,2025-08-31,AT,quantile,0.050,0.0
2025-08-20,ILI incidence,3,2025-08-31,AT,quantile,0.100,0.0
2025-08-20,ILI incidence,3,2025-08-31,AT,quantile,0.150,0.0
2025-08-20,ILI incidence,3,2025-08-31,AT,quantile,0.200,0.0
2025-08-20,ILI incidence,3,2025-08-31,AT,quantile,0.250,0.0
2025-08-20,ILI incidence,3,2025-08-31,AT,quantile,0.300,221.40999999999948
2025-08-20,ILI incidence,3,2025-08-31,AT,quantile,0.350,644.5999999999999
2025-08-20,ILI incidence,3,2025-08-31,AT,quantile,0.400,1027.3200000000006
2025-08-20,ILI incidence,3,2025-08-31,AT,quantile,0.450,1369.6399999999994
2025-08-20,ILI incidence,3,2025-08-31,AT,quantile,0.500,1731.65
2025-08-20,ILI incidence,3,2025-08-31,AT,quantile,0.550,2103.315000000001
2025-08-20,ILI incidence,3,2025-08-31,AT,quantile,0.600,2477.6799999999994
2025-08-20,ILI incidence,3,2025-08-31,AT,quantile,0.650,2850.715000000001
2025-08-20,ILI incidence,3,2025-08-31,AT,quantile,0.700,3250.6699999999996
2025-08-20,ILI incidence,3,2025-08-31,AT,quantile,0.750,3702.925
2025-08-20,ILI incidence,3,2025-08-31,AT,quantile,0.800,4188.02
2025-08-20,ILI incidence,3,2025-08-31,AT,quantile,0.850,4791.014999999999
2025-08-20,ILI incidence,3,2025-08-31,AT,quantile,0.900,5533.860000000003
2025-08-20,ILI incidence,3,2025-08-31,AT,quantile,0.950,6672.604999999999
2025-08-20,ILI incidence,3,2025-08-31,AT,quantile,0.975,7579.805000000001
2025-08-20,ILI incidence,3,2025-08-31,AT,quantile,0.990,8778.845000000001
2025-08-20,ILI incidence,3,2025-08-31,AT,median,,1731.65
2025-08-20,ILI incidence,4,2025-09-07,AT,quantile,0.010,0.0
2025-08-20,ILI incidence,4,2025-09-07,AT,quantile,0.025,0.0
2025-08-20,ILI incidence,4,2025-09-07,AT,quantile,0.050,0.0
2025-08-20,ILI incidence,4,2025-09-07,AT,quantile,0.100,0.0
2025-08-20,ILI incidence,4,2025-09-07,AT,quantile,0.150,0.0
2025-08-20,ILI incidence,4,2025-09-07,AT,quantile,0.200,0.0
2025-08-20,ILI incidence,4,2025-09-07,AT,quantile,0.250,0.0
2025-08-20,ILI incidence,4,2025-09-07,AT,quantile,0.300,170.86999999999978
2025-08-20,ILI incidence,4,2025-09-07,AT,quantile,0.350,594.1999999999996
2025-08-20,ILI incidence,4,2025-09-07,AT,quantile,0.400,949.9800000000001
2025-08-20,ILI incidence,4,2025-09-07,AT,quantile,0.450,1363.3199999999997
2025-08-20,ILI incidence,4,2025-09-07,AT,quantile,0.500,1739.5499999999997
2025-08-20,ILI incidence,4,2025-09-07,AT,quantile,0.550,2116.2500000000005
2025-08-20,ILI incidence,4,2025-09-07,AT,quantile,0.600,2504.92
2025-08-20,ILI incidence,4,2025-09-07,AT,quantile,0.650,2893.48
2025-08-20,ILI incidence,4,2025-09-07,AT,quantile,0.700,3291.9200000000005
2025-08-20,ILI incidence,4,2025-09-07,AT,quantile,0.750,3749.099999999999
2025-08-20,ILI incidence,4,2025-09-07,AT,quantile,0.800,4236.799999999999
2025-08-20,ILI incidence,4,2025-09-07,AT,quantile,0.850,4840.489999999998
2025-08-20,ILI incidence,4,2025-09-07,AT,quantile,0.900,5596.980000000001
2025-08-20,ILI incidence,4,2025-09-07,AT,quantile,0.950,6721.359999999997
2025-08-20,ILI incidence,4,2025-09-07,AT,quantile,0.975,7812.142499999996
2025-08-20,ILI incidence,4,2025-09-07,AT,quantile,0.990,8923.567000000006
