origin_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2025-01-15,ILI incidence,1,2025-01-12,AT,quantile,0.010,0.0
2025-01-15,ILI incidence,1,2025-01-12,AT,quantile,0.025,0.0
2025-01-15,ILI incidence,1,2025-01-12,AT,quantile,0.050,109.86000000000014
2025-01-15,ILI incidence,1,2025-01-12,AT,quantile,0.100,660.3199999999993
2025-01-15,ILI incidence,1,2025-01-12,AT,quantile,0.150,972.6099999999996
2025-01-15,ILI incidence,1,2025-01-12,AT,quantile,0.200,1212.72
2025-01-15,ILI incidence,1,2025-01-12,AT,quantile,0.250,1414.6749999999997
2025-01-15,ILI incidence,1,2025-01-12,AT,quantile,0.300,1595.9799999999998
2025-01-15,ILI incidence,1,2025-01-12,AT,quantile,0.350,1771.7
2025-01-15,ILI incidence,1,2025-01-12,AT,quantile,0.400,1926.1600000000003
2025-01-15,ILI incidence,1,2025-01-12,AT,quantile,0.450,2085.52
2025-01-15,ILI incidence,1,2025-01-12,AT,quantile,0.500,2231.55
2025-01-15,ILI incidence,1,2025-01-12,AT,quantile,0.550,2375.8450000000003
2025-01-15,ILI incidence,1,2025-01-12,AT,quantile,0.600,2520.5999999999995
2025-01-15,ILI incidence,1,2025-01-12,AT,quantile,0.650,2661.7999999999997
2025-01-15,ILI incidence,1,2025-01-12,AT,quantile,0.700,2819.7199999999993
2025-01-15,ILI incidence,1,2025-01-12,AT,quantile,0.750,3005.4749999999995
2025-01-15,ILI incidence,1,2025-01-12,AT,quantile,0.800,3210.140000000001
2025-01-15,ILI incidence,1,2025-01-12,AT,quantile,0.850,3448.689999999999
2025-01-15,ILI incidence,1,2025-01-12,AT,quantile,0.900,3790.2200000000007
2025-01-15,ILI incidence,1,2025-01-12,AT,quantile,0.950,4371.954999999999
2025-01-15,ILI incidence,1,2025-01-12,AT,quantile,0.975,4923.1849999999995
2025-01-15,ILI incidence,1,2025-01-12,AT,quantile,0.990,5536.1
2025-01-15,ILI incidence,1,2025-01-12,AT,median,,2231.55
2025-01-15,ILI incidence,2,2025-01-19,AT,quantile,0.010,0.0
2025-01-15,ILI incidence,2,2025-01-19,AT,quantile,0.025,0.0
2025-01-15,ILI incidence,2,2025-01-19,AT,quantile,0.050,0.0
2025-01-15,ILI incidence,2,2025-01-19,AT,quantile,0.100,431.5300000000002
2025-01-15,ILI incidence,2,2025-01-19,AT,quantile,0.150,795.9699999999993
2025-01-15,ILI incidence,2,2025-01-19,AT,quantile,0.200,1075.1
2025-01-15,ILI incidence,2,2025-01-19,AT,quantile,0.250,1306.375
2025-01-15,ILI incidence,2,2025-01-19,AT,quantile,0.300,1507.1499999999999
2025-01-15,ILI incidence,2,2025-01-19,AT,quantile,0.350,1713.7549999999997
2025-01-15,ILI incidence,2,2025-01-19,AT,quantile,0.400,1894.86
2025-01-15,ILI incidence,2,2025-01-19,AT,quantile,0.450,2064.155
2025-01-15,ILI incidence,2,2025-01-19,AT,quantile,0.500,2231.1499999999996
2025-01-15,ILI incidence,2,2025-01-19,AT,quantile,0.550,2398.1900000000005
2025-01-15,ILI incidence,2,2025-01-19,AT,quantile,0.600,2568.7000000000003
2025-01-15,ILI incidence,2,2025-01-19,AT,quantile,0.650,2738.1400000000003
2025-01-15,ILI incidence,2,2025-01-19,AT,quantile,0.700,2911.0499999999993
2025-01-15,ILI incidence,2,2025-01-19,AT,quantile,0.750,3113.525
2025-01-15,ILI incidence,2,2025-01-19,AT,quantile,0.800,3340.02
2025-01-15,ILI incidence,2,2025-01-19,AT,quantile,0.850,3644.9749999999995
2025-01-15,ILI incidence,2,2025-01-19,AT,quantile,0.900,4002.8500000000013
2025-01-15,ILI incidence,2,2025-01-19,AT,quantile,0.950,4599.159999999993
2025-01-15,ILI incidence,2,2025-01-19,AT,quantile,0.975,5177.9225
2025-01-15,ILI incidence,2,2025-01-19,AT,quantile,0.990,5856.183000000002
2025-01-15,ILI incidence,2,2025-01-19,AT,median,,2231.1499999999996
2025-01-15,ILI incidence,3,2025-01-26,AT,quantile,0.010,0.0
2025-01-15,ILI incidence,3,2025-01-26,AT,quantile,0.025,0.0
2025-01-15,ILI incidence,3,2025-01-26,AT,quantile,0.050,0.0
2025-01-15,ILI incidence,3,2025-01-26,AT,quantile,0.100,240.88999999999965
2025-01-15,ILI incidence,3,2025-01-26,AT,quantile,0.150,656.8849999999995
2025-01-15,ILI incidence,3,2025-01-26,AT,quantile,0.200,964.0400000000005
2025-01-15,ILI incidence,3,2025-01-26,AT,quantile,0.250,1222.8750000000002
2025-01-15,ILI incidence,3,2025-01-26,AT,quantile,0.300,1459.11
2025-01-15,ILI incidence,3,2025-01-26,AT,quantile,0.350,1664.1649999999997
2025-01-15,ILI incidence,3,2025-01-26,AT,quantile,0.400,1852.3
2025-01-15,ILI incidence,3,2025-01-26,AT,quantile,0.450,2033.7299999999996
2025-01-15,ILI incidence,3,2025-01-26,AT,quantile,0.500,2223.6499999999996
2025-01-15,ILI incidence,3,2025-01-26,AT,quantile,0.550,2392.105000000001
2025-01-15,ILI incidence,3,2025-01-26,AT,quantile,0.600,2586.18
2025-01-15,ILI incidence,3,2025-01-26,AT,quantile,0.650,2777.675
2025-01-15,ILI incidence,3,2025-01-26,AT,quantile,0.700,2999.06
2025-01-15,ILI incidence,3,2025-01-26,AT,quantile,0.750,3216.7249999999995
2025-01-15,ILI incidence,3,2025-01-26,AT,quantile,0.800,3469.080000000001
2025-01-15,ILI incidence,3,2025-01-26,AT,quantile,0.850,3797.189999999999
2025-01-15,ILI incidence,3,2025-01-26,AT,quantile,0.900,4190.35
2025-01-15,ILI incidence,3,2025-01-26,AT,quantile,0.950,4799.51
2025-01-15,ILI incidence,3,2025-01-26,AT,quantile,0.975,5406.067499999999
2025-01-15,ILI incidence,3,2025-01-26,AT,quantile,0.990,6223.308000000003
2025-01-15,ILI incidence,3,2025-01-26,AT,median,,2223.6499999999996
2025-01-15,ILI incidence,4,2025-02-02,AT,quantile,0.010,0.0
2025-01-15,ILI incidence,4,2025-02-02,AT,quantile,0.025,0.0
2025-01-15,ILI incidence,4,2025-02-02,AT,quantile,0.050,0.0
2025-01-15,ILI incidence,4,2025-02-02,AT,quantile,0.100,65.20000000000019
2025-01-15,ILI incidence,4,2025-02-02,AT,quantile,0.150,504.595
2025-01-15,ILI incidence,4,2025-02-02,AT,quantile,0.200,849.7799999999991
2025-01-15,ILI incidence,4,2025-02-02,AT,quantile,0.250,1132.575
2025-01-15,ILI incidence,4,2025-02-02,AT,quantile,0.300,1391.1799999999998
2025-01-15,ILI incidence,4,2025-02-02,AT,quantile,0.350,1608.9999999999993
2025-01-15,ILI incidence,4,2025-02-02,AT,quantile,0.400,1812.5000000000002
2025-01-15,ILI incidence,4,2025-02-02,AT,quantile,0.450,2005.855
2025-01-15,ILI incidence,4,2025-02-02,AT,quantile,0.500,2216.7999999999993
2025-01-15,ILI incidence,4,2025-02-02,AT,quantile,0.550,2420.87
2025-01-15,ILI incidence,4,2025-02-02,AT,quantile,0.600,2634.3599999999997
2025-01-15,ILI incidence,4,2025-02-02,AT,quantile,0.650,2846.665000000001
2025-01-15,ILI incidence,4,2025-02-02,AT,quantile,0.700,3074.3
2025-01-15,ILI incidence,4,2025-02-02,AT,quantile,0.750,3327.375
2025-01-15,ILI incidence,4,2025-02-02,AT,quantile,0.800,3605.2200000000007
2025-01-15,ILI incidence,4,2025-02-02,AT,quantile,0.850,3922.4049999999997
2025-01-15,ILI incidence,4,2025-02-02,AT,quantile,0.900,4405.45
2025-01-15,ILI incidence,4,2025-02-02,AT,quantile,0.950,5047.009999999997
2025-01-15,ILI incidence,4,2025-02-02,AT,quantile,0.975,5648.8275
2025-01-15,ILI incidence,4,2025-02-02,AT,quantile,0.990,6444.435000000002
2025-01-15,ILI incidence,4,2025-02-02,AT,median,,2216.7999999999993
2025-01-15,ILI incidence,1,2025-01-12,BE,quantile,0.010,61.10000000000002
2025-01-15,ILI incidence,1,2025-01-12,BE,quantile,0.025,245.70000000000005
2025-01-15,ILI incidence,1,2025-01-12,BE,quantile,0.050,292.70000000000005
2025-01-15,ILI incidence,1,2025-01-12,BE,quantile,0.100,339.6
2025-01-15,ILI incidence,1,2025-01-12,BE,quantile,0.150,352.5
2025-01-15,ILI incidence,1,2025-01-12,BE,quantile,0.200,365.8
2025-01-15,ILI incidence,1,2025-01-12,BE,quantile,0.250,376.20000000000005
2025-01-15,ILI incidence,1,2025-01-12,BE,quantile,0.300,387.2
2025-01-15,ILI incidence,1,2025-01-12,BE,quantile,0.350,392.3
2025-01-15,ILI incidence,1,2025-01-12,BE,quantile,0.400,400.5
2025-01-15,ILI incidence,1,2025-01-12,BE,quantile,0.450,405.70000000000005
2025-01-15,ILI incidence,1,2025-01-12,BE,quantile,0.500,413.70000000000005
2025-01-15,ILI incidence,1,2025-01-12,BE,quantile,0.550,419.3
2025-01-15,ILI incidence,1,2025-01-12,BE,quantile,0.600,425.8
2025-01-15,ILI incidence,1,2025-01-12,BE,quantile,0.650,432.70000000000005
2025-01-15,ILI incidence,1,2025-01-12,BE,quantile,0.700,439.0
2025-01-15,ILI incidence,1,2025-01-12,BE,quantile,0.750,448.9
2025-01-15,ILI incidence,1,2025-01-12,BE,quantile,0.800,459.3
2025-01-15,ILI incidence,1,2025-01-12,BE,quantile,0.850,472.1
2025-01-15,ILI incidence,1,2025-01-12,BE,quantile,0.900,485.0
2025-01-15,ILI incidence,1,2025-01-12,BE,quantile,0.950,531.9
2025-01-15,ILI incidence,1,2025-01-12,BE,quantile,0.975,748.3
