target,location,origin_date,target_end_date,output_type_id,horizon,output_type,value
ILI incidence,AT,2025-01-22,2025-01-19,0.01,1,quantile,1878.76699300176
ILI incidence,AT,2025-01-22,2025-01-19,0.025,1,quantile,2000.329664074
ILI incidence,AT,2025-01-22,2025-01-19,0.05,1,quantile,2138.0044958776
ILI incidence,AT,2025-01-22,2025-01-19,0.1,1,quantile,2291.01204251457
ILI incidence,AT,2025-01-22,2025-01-19,0.15,1,quantile,2376.56197946948
ILI incidence,AT,2025-01-22,2025-01-19,0.2,1,quantile,2476.94185711265
ILI incidence,AT,2025-01-22,2025-01-19,0.25,1,quantile,2541.55894934772
ILI incidence,AT,2025-01-22,2025-01-19,0.3,1,quantile,2617.60597527748
ILI incidence,AT,2025-01-22,2025-01-19,0.35,1,quantile,2673.83365321547
ILI incidence,AT,2025-01-22,2025-01-19,0.4,1,quantile,2728.09633489681
ILI incidence,AT,2025-01-22,2025-01-19,0.45,1,quantile,2775.91863394342
ILI incidence,AT,2025-01-22,2025-01-19,0.5,1,quantile,2825.87896213009
ILI incidence,AT,2025-01-22,2025-01-19,0.55,1,quantile,2872.1186463408
ILI incidence,AT,2025-01-22,2025-01-19,0.6,1,quantile,2937.31230436489
ILI incidence,AT,2025-01-22,2025-01-19,0.65,1,quantile,2995.11885573959
ILI incidence,AT,2025-01-22,2025-01-19,0.7,1,quantile,3059.55165236426
ILI incidence,AT,2025-01-22,2025-01-19,0.75,1,quantile,3143.1777682334
ILI incidence,AT,2025-01-22,2025-01-19,0.8,1,quantile,3232.87426301527
ILI incidence,AT,2025-01-22,2025-01-19,0.85,1,quantile,3311.19895501663
ILI incidence,AT,2025-01-22,2025-01-19,0.9,1,quantile,3423.80627842348
ILI incidence,AT,2025-01-22,2025-01-19,0.95,1,quantile,3608.65074221652
ILI incidence,AT,2025-01-22,2025-01-19,0.975,1,quantile,3706.20231639376
ILI incidence,AT,2025-01-22,2025-01-19,0.99,1,quantile,3901.12182159817
ILI incidence,AT,2025-01-22,2025-01-26,0.01,2,quantile,1657.96053381688
ILI incidence,AT,2025-01-22,2025-01-26,0.025,2,quantile,1853.05499734118
ILI incidence,AT,2025-01-22,2025-01-26,0.05,2,quantile,1997.35354037451
ILI incidence,AT,2025-01-22,2025-01-26,0.1,2,quantile,2182.33787435995
ILI incidence,AT,2025-01-22,2025-01-26,0.15,2,quantile,2328.81899724538
ILI incidence,AT,2025-01-22,2025-01-26,0.2,2,quantile,2460.46744296222
ILI incidence,AT,2025-01-22,2025-01-26,0.25,2,quantile,2564.94893580916
