target,location,origin_date,target_end_date,output_type_id,horizon,output_type,value
ILI incidence,AT,2025-04-16,2025-04-13,0.01,1,quantile,921.463410136495
ILI incidence,AT,2025-04-16,2025-04-13,0.025,1,quantile,988.446587949702
ILI incidence,AT,2025-04-16,2025-04-13,0.05,1,quantile,1059.47574873583
ILI incidence,AT,2025-04-16,2025-04-13,0.1,1,quantile,1150.52606608425
ILI incidence,AT,2025-04-16,2025-04-13,0.15,1,quantile,1219.12727713292
ILI incidence,AT,2025-04-16,2025-04-13,0.2,1,quantile,1263.35047740877
ILI incidence,AT,2025-04-16,2025-04-13,0.25,1,quantile,1309.15052793748
ILI incidence,AT,2025-04-16,2025-04-13,0.3,1,quantile,1346.75680526388
ILI incidence,AT,2025-04-16,2025-04-13,0.35,1,quantile,1380.47191578868
ILI incidence,AT,2025-04-16,2025-04-13,0.4,1,quantile,1413.91901062819
ILI incidence,AT,2025-04-16,2025-04-13,0.45,1,quantile,1442.91666310998
ILI incidence,AT,2025-04-16,2025-04-13,0.5,1,quantile,1471.06440425848
ILI incidence,AT,2025-04-16,2025-04-13,0.55,1,quantile,1513.72695386662
ILI incidence,AT,2025-04-16,2025-04-13,0.6,1,quantile,1556.99296637336
ILI incidence,AT,2025-04-16,2025-04-13,0.65,1,quantile,1586.50878376274
ILI incidence,AT,2025-04-16,2025-04-13,0.7,1,quantile,1620.01495427735
ILI incidence,AT,2025-04-16,2025-04-13,0.75,1,quantile,1676.5322885898
ILI incidence,AT,2025-04-16,2025-04-13,0.8,1,quantile,1739.47260655698
ILI incidence,AT,2025-04-16,2025-04-13,0.85,1,quantile,1808.01962359578
ILI incidence,AT,2025-04-16,2025-04-13,0.9,1,quantile,1876.8309764302
ILI incidence,AT,2025-04-16,2025-04-13,0.95,1,quantile,2006.53479857353
ILI incidence,AT,2025-04-16,2025-04-13,0.975,1,quantile,2079.42807168527
ILI incidence,AT,2025-04-16,2025-04-13,0.99,1,quantile,2208.61153085673
ILI incidence,AT,2025-04-16,2025-04-20,0.01,2,quantile,589.39808055113
ILI incidence,AT,2025-04-16,2025-04-20,0.025,2,quantile,692.133701923661
ILI incidence,AT,2025-04-16,2025-04-20,0.05,2,quantile,776.897354546183
ILI incidence,AT,2025-04-16,2025-04-20,0.1,2,quantile,892.19078089558
ILI incidence,AT,2025-04-16,2025-04-20,0.15,2,quantile,950.913951009879
ILI incidence,AT,2025-04-16,2025-04-20,0.2,2,quantile,1011.59326428088
ILI incidence,AT,2025-04-16,2025-04-20,0.25,2,quantile,1065.22205199571
ILI incidence,AT,2025-04-16,2025-04-20,0.3,2,quantile,1111.23096054356
ILI incidence,AT,2025-04-16,2025-04-20,0.35,2,quantile,1158.82132802827
ILI incidence,AT,2025-04-16,2025-04-20,0.4,2,quantile,1199.77432830777
ILI incidence,AT,2025-04-16,2025-04-20,0.45,2,quantile,1237.60596800211
ILI incidence,AT,2025-04-16,2025-04-20,0.5,2,quantile,1274.15367050547
