target,location,origin_date,target_end_date,output_type_id,horizon,output_type,value
ILI incidence,AT,2025-01-08,2025-01-05,0.01,1,quantile,655.961605362905
ILI incidence,AT,2025-01-08,2025-01-05,0.025,1,quantile,823.992173289849
ILI incidence,AT,2025-01-08,2025-01-05,0.05,1,quantile,1029.25967734708
ILI incidence,AT,2025-01-08,2025-01-05,0.1,1,quantile,1273.01690897475
ILI incidence,AT,2025-01-08,2025-01-05,0.15,1,quantile,1412.87126205841
ILI incidence,AT,2025-01-08,2025-01-05,0.2,1,quantile,1538.42398424026
ILI incidence,AT,2025-01-08,2025-01-05,0.25,1,quantile,1637.39184929736
ILI incidence,AT,2025-01-08,2025-01-05,0.3,1,quantile,1730.70950238891
ILI incidence,AT,2025-01-08,2025-01-05,0.35,1,quantile,1806.64065146024
ILI incidence,AT,2025-01-08,2025-01-05,0.4,1,quantile,1895.50345364776
ILI incidence,AT,2025-01-08,2025-01-05,0.45,1,quantile,1997.34462335964
ILI incidence,AT,2025-01-08,2025-01-05,0.5,1,quantile,2095.35901584419
ILI incidence,AT,2025-01-08,2025-01-05,0.55,1,quantile,2179.96539739574
ILI incidence,AT,2025-01-08,2025-01-05,0.6,1,quantile,2292.61099321033
ILI incidence,AT,2025-01-08,2025-01-05,0.65,1,quantile,2396.65353085321
ILI incidence,AT,2025-01-08,2025-01-05,0.7,1,quantile,2513.93832495465
ILI incidence,AT,2025-01-08,2025-01-05,0.75,1,quantile,2591.03151940364
ILI incidence,AT,2025-01-08,2025-01-05,0.8,1,quantile,2720.58062254365
ILI incidence,AT,2025-01-08,2025-01-05,0.85,1,quantile,2828.99579567789
ILI incidence,AT,2025-01-08,2025-01-05,0.9,1,quantile,3040.5801078535
ILI incidence,AT,2025-01-08,2025-01-05,0.95,1,quantile,3351.41304830272
ILI incidence,AT,2025-01-08,2025-01-05,0.975,1,quantile,3559.51550264295
ILI incidence,AT,2025-01-08,2025-01-05,0.99,1,quantile,3795.98372498317
ILI incidence,AT,2025-01-08,2025-01-12,0.01,2,quantile,576.15353631371
ILI incidence,AT,2025-01-08,2025-01-12,0.025,2,quantile,778.313796238519
ILI incidence,AT,2025-01-08,2025-01-12,0.05,2,quantile,934.912223586409
ILI incidence,AT,2025-01-08,2025-01-12,0.1,2,quantile,1099.00532766894
ILI incidence,AT,2025-01-08,2025-01-12,0.15,2,quantile,1271.72867872436
ILI incidence,AT,2025-01-08,2025-01-12,0.2,2,quantile,1387.1787250947
ILI incidence,AT,2025-01-08,2025-01-12,0.25,2,quantile,1502.48507208459
