target,location,origin_date,target_end_date,output_type_id,horizon,output_type,value
ILI incidence,AT,2025-05-07,2025-05-04,0.01,1,quantile,18.7206554394199
ILI incidence,AT,2025-05-07,2025-05-04,0.025,1,quantile,43.0645742932753
ILI incidence,AT,2025-05-07,2025-05-04,0.05,1,quantile,128.180097655914
ILI incidence,AT,2025-05-07,2025-05-04,0.1,1,quantile,298.172772728188
ILI incidence,AT,2025-05-07,2025-05-04,0.15,1,quantile,387.087675586334
ILI incidence,AT,2025-05-07,2025-05-04,0.2,1,quantile,458.508518179838
ILI incidence,AT,2025-05-07,2025-05-04,0.25,1,quantile,513.379987821139
ILI incidence,AT,2025-05-07,2025-05-04,0.3,1,quantile,574.003502558547
ILI incidence,AT,2025-05-07,2025-05-04,0.35,1,quantile,628.080282298219
ILI incidence,AT,2025-05-07,2025-05-04,0.4,1,quantile,682.628007669476
ILI incidence,AT,2025-05-07,2025-05-04,0.45,1,quantile,748.527990737918
ILI incidence,AT,2025-05-07,2025-05-04,0.5,1,quantile,804.629316484976
ILI incidence,AT,2025-05-07,2025-05-04,0.55,1,quantile,882.310241140121
ILI incidence,AT,2025-05-07,2025-05-04,0.6,1,quantile,942.249792912765
ILI incidence,AT,2025-05-07,2025-05-04,0.65,1,quantile,1020.09513567395
ILI incidence,AT,2025-05-07,2025-05-04,0.7,1,quantile,1089.25643911563
ILI incidence,AT,2025-05-07,2025-05-04,0.75,1,quantile,1166.07164115918
ILI incidence,AT,2025-05-07,2025-05-04,0.8,1,quantile,1239.10905958551
ILI incidence,AT,2025-05-07,2025-05-04,0.85,1,quantile,1338.91716647159
ILI incidence,AT,2025-05-07,2025-05-04,0.9,1,quantile,1465.41419328612
ILI incidence,AT,2025-05-07,2025-05-04,0.95,1,quantile,1688.31197333092
ILI incidence,AT,2025-05-07,2025-05-04,0.975,1,quantile,1880.69220999501
ILI incidence,AT,2025-05-07,2025-05-04,0.99,1,quantile,2051.24338689118
ILI incidence,AT,2025-05-07,2025-05-11,0.01,2,quantile,4.20550998404242
ILI incidence,AT,2025-05-07,2025-05-11,0.025,2,quantile,33.0281747590712
ILI incidence,AT,2025-05-07,2025-05-11,0.05,2,quantile,99.4267106158308
ILI incidence,AT,2025-05-07,2025-05-11,0.1,2,quantile,210.040092336928
ILI incidence,AT,2025-05-07,2025-05-11,0.15,2,quantile,278.077818078513
ILI incidence,AT,2025-05-07,2025-05-11,0.2,2,quantile,352.602045708893
ILI incidence,AT,2025-05-07,2025-05-11,0.25,2,quantile,408.333803100327
ILI incidence,AT,2025-05-07,2025-05-11,0.3,2,quantile,460.07945298182
ILI incidence,AT,2025-05-07,2025-05-11,0.35,2,quantile,509.538711013365
ILI incidence,AT,2025-05-07,2025-05-11,0.4,2,quantile,568.15655142042
ILI incidence,AT,2025-05-07,2025-05-11,0.45,2,quantile,628.861107593406
ILI incidence,AT,2025-05-07,2025-05-11,0.5,2,quantile,708.013243650533
ILI incidence,AT,2025-05-07,2025-05-11,0.55,2,quantile,750.677670538309
ILI incidence,AT,2025-05-07,2025-05-11,0.6,2,quantile,811.799228194302
ILI incidence,AT,2025-05-07,2025-05-11,0.65,2,quantile,884.325110821454
ILI incidence,AT,2025-05-07,2025-05-11,0.7,2,quantile,947.526399701601
ILI incidence,AT,2025-05-07,2025-05-11,0.75,2,quantile,1033.98294180387
ILI incidence,AT,2025-05-07,2025-05-11,0.8,2,quantile,1112.90091009166
ILI incidence,AT,2025-05-07,2025-05-11,0.85,2,quantile,1218.06190117584
ILI incidence,AT,2025-05-07,2025-05-11,0.9,2,quantile,1415.73992495493
ILI incidence,AT,2025-05-07,2025-05-11,0.95,2,quantile,1652.51834900912
ILI incidence,AT,2025-05-07,2025-05-11,0.975,2,quantile,1871.69759466264
ILI incidence,AT,2025-05-07,2025-05-11,0.99,2,quantile,2259.15299412066
ILI incidence,AT,2025-05-07,2025-05-18,0.01,3,quantile,39.3895126152564
ILI incidence,AT,2025-05-07,2025-05-18,0.025,3,quantile,61.8444258114067
ILI incidence,AT,2025-05-07,2025-05-18,0.05,3,quantile,107.954396607233
ILI incidence,AT,2025-05-07,2025-05-18,0.1,3,quantile,195.733382659644
ILI incidence,AT,2025-05-07,2025-05-18,0.15,3,quantile,254.967000896605
ILI incidence,AT,2025-05-07,2025-05-18,0.2,3,quantile,309.285366231339
ILI incidence,AT,2025-05-07,2025-05-18,0.25,3,quantile,364.84659236259
ILI incidence,AT,2025-05-07,2025-05-18,0.3,3,quantile,424.982809514129
ILI incidence,AT,2025-05-07,2025-05-18,0.35,3,quantile,472.30711876056
ILI incidence,AT,2025-05-07,2025-05-18,0.4,3,quantile,528.456268357561
ILI incidence,AT,2025-05-07,2025-05-18,0.45,3,quantile,586.305198614776
ILI incidence,AT,2025-05-07,2025-05-18,0.5,3,quantile,638.182376983584
ILI incidence,AT,2025-05-07,2025-05-18,0.55,3,quantile,699.033437323383
ILI incidence,AT,2025-05-07,2025-05-18,0.6,3,quantile,763.589544844904
ILI incidence,AT,2025-05-07,2025-05-18,0.65,3,quantile,843.737593941242
ILI incidence,AT,2025-05-07,2025-05-18,0.7,3,quantile,900.34980748904
ILI incidence,AT,2025-05-07,2025-05-18,0.75,3,quantile,1004.08645117399
ILI incidence,AT,2025-05-07,2025-05-18,0.8,3,quantile,1098.28484007033
ILI incidence,AT,2025-05-07,2025-05-18,0.85,3,quantile,1220.95161431969
ILI incidence,AT,2025-05-07,2025-05-18,0.9,3,quantile,1411.33477106007
ILI incidence,AT,2025-05-07,2025-05-18,0.95,3,quantile,1755.29260994429
ILI incidence,AT,2025-05-07,2025-05-18,0.975,3,quantile,1976.33883006526
ILI incidence,AT,2025-05-07,2025-05-18,0.99,3,quantile,2307.65364330294
ILI incidence,AT,2025-05-07,2025-05-25,0.01,4,quantile,39.5902252332126
ILI incidence,AT,2025-05-07,2025-05-25,0.025,4,quantile,59.3910725503959
ILI incidence,AT,2025-05-07,2025-05-25,0.05,4,quantile,95.9076794522813
ILI incidence,AT,2025-05-07,2025-05-25,0.1,4,quantile,152.015773027368
ILI incidence,AT,2025-05-07,2025-05-25,0.15,4,quantile,211.688689054259
ILI incidence,AT,2025-05-07,2025-05-25,0.2,4,quantile,271.672098355773
ILI incidence,AT,2025-05-07,2025-05-25,0.25,4,quantile,317.736588260923
ILI incidence,AT,2025-05-07,2025-05-25,0.3,4,quantile,365.867928578188
ILI incidence,AT,2025-05-07,2025-05-25,0.35,4,quantile,414.141125199695
ILI incidence,AT,2025-05-07,2025-05-25,0.4,4,quantile,471.040134607148
ILI incidence,AT,2025-05-07,2025-05-25,0.45,4,quantile,520.310946384905
ILI incidence,AT,2025-05-07,2025-05-25,0.5,4,quantile,587.326770430878
ILI incidence,AT,2025-05-07,2025-05-25,0.55,4,quantile,652.517194112041
