target,location,origin_date,target_end_date,output_type_id,horizon,output_type,value
ILI incidence,BE,2025-07-09,2025-07-06,0.01,1,quantile,13.7837083591955
ILI incidence,BE,2025-07-09,2025-07-06,0.025,1,quantile,17.0510442341202
ILI incidence,BE,2025-07-09,2025-07-06,0.05,1,quantile,20.3085014359821
ILI incidence,BE,2025-07-09,2025-07-06,0.1,1,quantile,23.9324971930837
ILI incidence,BE,2025-07-09,2025-07-06,0.15,1,quantile,27.8402071188822
ILI incidence,BE,2025-07-09,2025-07-06,0.2,1,quantile,30.3056610084029
ILI incidence,BE,2025-07-09,2025-07-06,0.25,1,quantile,32.6259441323844
ILI incidence,BE,2025-07-09,2025-07-06,0.3,1,quantile,34.7945747362811
ILI incidence,BE,2025-07-09,2025-07-06,0.35,1,quantile,36.8046152500053
ILI incidence,BE,2025-07-09,2025-07-06,0.4,1,quantile,39.0920588014113
ILI incidence,BE,2025-07-09,2025-07-06,0.45,1,quantile,41.0785555083415
ILI incidence,BE,2025-07-09,2025-07-06,0.5,1,quantile,42.8434938308341
ILI incidence,BE,2025-07-09,2025-07-06,0.55,1,quantile,44.9669896150446
ILI incidence,BE,2025-07-09,2025-07-06,0.6,1,quantile,47.2870321477047
ILI incidence,BE,2025-07-09,2025-07-06,0.65,1,quantile,49.8602793874928
ILI incidence,BE,2025-07-09,2025-07-06,0.7,1,quantile,52.6227859960748
ILI incidence,BE,2025-07-09,2025-07-06,0.75,1,quantile,56.1148926068943
ILI incidence,BE,2025-07-09,2025-07-06,0.8,1,quantile,60.3368238378824
ILI incidence,BE,2025-07-09,2025-07-06,0.85,1,quantile,65.2429260319473
ILI incidence,BE,2025-07-09,2025-07-06,0.9,1,quantile,71.5574643808475
ILI incidence,BE,2025-07-09,2025-07-06,0.95,1,quantile,81.0658676508955
ILI incidence,BE,2025-07-09,2025-07-06,0.975,1,quantile,91.3502363695442
ILI incidence,BE,2025-07-09,2025-07-06,0.99,1,quantile,106.573847629135
ILI incidence,BE,2025-07-09,2025-07-13,0.01,2,quantile,8.79430502851434
ILI incidence,BE,2025-07-09,2025-07-13,0.025,2,quantile,11.5535105716179
ILI incidence,BE,2025-07-09,2025-07-13,0.05,2,quantile,14.3121478479129
ILI incidence,BE,2025-07-09,2025-07-13,0.1,2,quantile,20.565657952806
ILI incidence,BE,2025-07-09,2025-07-13,0.15,2,quantile,24.2081569255522
ILI incidence,BE,2025-07-09,2025-07-13,0.2,2,quantile,27.4261598143978
ILI incidence,BE,2025-07-09,2025-07-13,0.25,2,quantile,30.155497595207
ILI incidence,BE,2025-07-09,2025-07-13,0.3,2,quantile,32.3634346922227
ILI incidence,BE,2025-07-09,2025-07-13,0.35,2,quantile,35.6551870576695
ILI incidence,BE,2025-07-09,2025-07-13,0.4,2,quantile,39.23359137701
ILI incidence,BE,2025-07-09,2025-07-13,0.45,2,quantile,42.1479586302668
ILI incidence,BE,2025-07-09,2025-07-13,0.5,2,quantile,44.8788337074081
ILI incidence,BE,2025-07-09,2025-07-13,0.55,2,quantile,48.3352553107755
ILI incidence,BE,2025-07-09,2025-07-13,0.6,2,quantile,51.9408496235532
ILI incidence,BE,2025-07-09,2025-07-13,0.65,2,quantile,56.0740735753366
ILI incidence,BE,2025-07-09,2025-07-13,0.7,2,quantile,60.0484555371801
ILI incidence,BE,2025-07-09,2025-07-13,0.75,2,quantile,64.8035166817828
ILI incidence,BE,2025-07-09,2025-07-13,0.8,2,quantile,70.729227250022
ILI incidence,BE,2025-07-09,2025-07-13,0.85,2,quantile,78.2737550763729
ILI incidence,BE,2025-07-09,2025-07-13,0.9,2,quantile,90.4127416543141
ILI incidence,BE,2025-07-09,2025-07-13,0.95,2,quantile,113.873953992766
ILI incidence,BE,2025-07-09,2025-07-13,0.975,2,quantile,127.737754545354
ILI incidence,BE,2025-07-09,2025-07-13,0.99,2,quantile,153.688018598411
ILI incidence,BE,2025-07-09,2025-07-20,0.01,3,quantile,7.09254977396147
ILI incidence,BE,2025-07-09,2025-07-20,0.025,3,quantile,10.7340063264734
ILI incidence,BE,2025-07-09,2025-07-20,0.05,3,quantile,12.7729055083293
ILI incidence,BE,2025-07-09,2025-07-20,0.1,3,quantile,17.873981982259
ILI incidence,BE,2025-07-09,2025-07-20,0.15,3,quantile,21.7277426069371
ILI incidence,BE,2025-07-09,2025-07-20,0.2,3,quantile,25.6948680598531
ILI incidence,BE,2025-07-09,2025-07-20,0.25,3,quantile,28.9930167759403
ILI incidence,BE,2025-07-09,2025-07-20,0.3,3,quantile,32.3185417799318
ILI incidence,BE,2025-07-09,2025-07-20,0.35,3,quantile,36.6099462116086
ILI incidence,BE,2025-07-09,2025-07-20,0.4,3,quantile,39.8707130368987
ILI incidence,BE,2025-07-09,2025-07-20,0.45,3,quantile,43.7694307824814
ILI incidence,BE,2025-07-09,2025-07-20,0.5,3,quantile,47.6092601008587
ILI incidence,BE,2025-07-09,2025-07-20,0.55,3,quantile,52.3796220931248
ILI incidence,BE,2025-07-09,2025-07-20,0.6,3,quantile,56.9459096569167
ILI incidence,BE,2025-07-09,2025-07-20,0.65,3,quantile,63.3122371407932
ILI incidence,BE,2025-07-09,2025-07-20,0.7,3,quantile,68.9974784674436
ILI incidence,BE,2025-07-09,2025-07-20,0.75,3,quantile,76.295257795873
ILI incidence,BE,2025-07-09,2025-07-20,0.8,3,quantile,87.712945039576
ILI incidence,BE,2025-07-09,2025-07-20,0.85,3,quantile,100.113261001422
ILI incidence,BE,2025-07-09,2025-07-20,0.9,3,quantile,117.694551626688
ILI incidence,BE,2025-07-09,2025-07-20,0.95,3,quantile,147.744060372609
ILI incidence,BE,2025-07-09,2025-07-20,0.975,3,quantile,192.331625559405
ILI incidence,BE,2025-07-09,2025-07-20,0.99,3,quantile,267.783164352676
ILI incidence,BE,2025-07-09,2025-07-27,0.01,4,quantile,7.72643580649345
ILI incidence,BE,2025-07-09,2025-07-27,0.025,4,quantile,9.36272184327054
ILI incidence,BE,2025-07-09,2025-07-27,0.05,4,quantile,11.7440130324904
ILI incidence,BE,2025-07-09,2025-07-27,0.1,4,quantile,16.1318751132182
ILI incidence,BE,2025-07-09,2025-07-27,0.15,4,quantile,19.8324396840851
ILI incidence,BE,2025-07-09,2025-07-27,0.2,4,quantile,24.0844818082642
ILI incidence,BE,2025-07-09,2025-07-27,0.25,4,quantile,28.3056657580636
ILI incidence,BE,2025-07-09,2025-07-27,0.3,4,quantile,32.0771448004294
ILI incidence,BE,2025-07-09,2025-07-27,0.35,4,quantile,36.7865048217022
ILI incidence,BE,2025-07-09,2025-07-27,0.4,4,quantile,41.9421037365105
ILI incidence,BE,2025-07-09,2025-07-27,0.45,4,quantile,45.8161926710229
