target,location,origin_date,target_end_date,output_type_id,horizon,output_type,value
ILI incidence,AT,2025-05-14,2025-05-11,0.01,1,quantile,11.1461885770897
ILI incidence,AT,2025-05-14,2025-05-11,0.025,1,quantile,21.6028891335225
ILI incidence,AT,2025-05-14,2025-05-11,0.05,1,quantile,41.0578598038262
ILI incidence,AT,2025-05-14,2025-05-11,0.1,1,quantile,178.29405401357
ILI incidence,AT,2025-05-14,2025-05-11,0.15,1,quantile,258.015227391122
ILI incidence,AT,2025-05-14,2025-05-11,0.2,1,quantile,324.516466332211
ILI incidence,AT,2025-05-14,2025-05-11,0.25,1,quantile,385.264171481072
ILI incidence,AT,2025-05-14,2025-05-11,0.3,1,quantile,453.553912560357
ILI incidence,AT,2025-05-14,2025-05-11,0.35,1,quantile,497.578640755655
ILI incidence,AT,2025-05-14,2025-05-11,0.4,1,quantile,565.515777160451
ILI incidence,AT,2025-05-14,2025-05-11,0.45,1,quantile,614.655093447414
ILI incidence,AT,2025-05-14,2025-05-11,0.5,1,quantile,676.465019020371
ILI incidence,AT,2025-05-14,2025-05-11,0.55,1,quantile,749.933720477139
ILI incidence,AT,2025-05-14,2025-05-11,0.6,1,quantile,814.153725077404
ILI incidence,AT,2025-05-14,2025-05-11,0.65,1,quantile,872.402509102479
ILI incidence,AT,2025-05-14,2025-05-11,0.7,1,quantile,939.60314386847
ILI incidence,AT,2025-05-14,2025-05-11,0.75,1,quantile,1027.97412887357
ILI incidence,AT,2025-05-14,2025-05-11,0.8,1,quantile,1105.30166846991
ILI incidence,AT,2025-05-14,2025-05-11,0.85,1,quantile,1207.94279053943
ILI incidence,AT,2025-05-14,2025-05-11,0.9,1,quantile,1328.2693166361
ILI incidence,AT,2025-05-14,2025-05-11,0.95,1,quantile,1543.5104818599
ILI incidence,AT,2025-05-14,2025-05-11,0.975,1,quantile,1735.91412924181
ILI incidence,AT,2025-05-14,2025-05-11,0.99,1,quantile,1885.12634525438
ILI incidence,AT,2025-05-14,2025-05-18,0.01,2,quantile,5.99130077482146
ILI incidence,AT,2025-05-14,2025-05-18,0.025,2,quantile,16.8375112032761
ILI incidence,AT,2025-05-14,2025-05-18,0.05,2,quantile,44.0641193438926
ILI incidence,AT,2025-05-14,2025-05-18,0.1,2,quantile,125.237115657678
ILI incidence,AT,2025-05-14,2025-05-18,0.15,2,quantile,183.257145093275
ILI incidence,AT,2025-05-14,2025-05-18,0.2,2,quantile,251.491986654115
ILI incidence,AT,2025-05-14,2025-05-18,0.25,2,quantile,310.113729354065
ILI incidence,AT,2025-05-14,2025-05-18,0.3,2,quantile,360.162485162682
ILI incidence,AT,2025-05-14,2025-05-18,0.35,2,quantile,420.784236169006
ILI incidence,AT,2025-05-14,2025-05-18,0.4,2,quantile,469.645332933015
ILI incidence,AT,2025-05-14,2025-05-18,0.45,2,quantile,530.704084932499
ILI incidence,AT,2025-05-14,2025-05-18,0.5,2,quantile,615.468405520178
ILI incidence,AT,2025-05-14,2025-05-18,0.55,2,quantile,655.308763024589
ILI incidence,AT,2025-05-14,2025-05-18,0.6,2,quantile,717.483766473642
ILI incidence,AT,2025-05-14,2025-05-18,0.65,2,quantile,786.220962834142
ILI incidence,AT,2025-05-14,2025-05-18,0.7,2,quantile,848.01000273152
ILI incidence,AT,2025-05-14,2025-05-18,0.75,2,quantile,931.571792707403
ILI incidence,AT,2025-05-14,2025-05-18,0.8,2,quantile,1015.5042559067
ILI incidence,AT,2025-05-14,2025-05-18,0.85,2,quantile,1132.58313255235
ILI incidence,AT,2025-05-14,2025-05-18,0.9,2,quantile,1310.67276491243
ILI incidence,AT,2025-05-14,2025-05-18,0.95,2,quantile,1540.79920583038
ILI incidence,AT,2025-05-14,2025-05-18,0.975,2,quantile,1772.50006324255
ILI incidence,AT,2025-05-14,2025-05-18,0.99,2,quantile,2160.381214258
ILI incidence,AT,2025-05-14,2025-05-25,0.01,3,quantile,55.3201339943581
ILI incidence,AT,2025-05-14,2025-05-25,0.025,3,quantile,69.5227621214147
ILI incidence,AT,2025-05-14,2025-05-25,0.05,3,quantile,89.1071865846167
ILI incidence,AT,2025-05-14,2025-05-25,0.1,3,quantile,148.034728554504
ILI incidence,AT,2025-05-14,2025-05-25,0.15,3,quantile,213.23636313632
ILI incidence,AT,2025-05-14,2025-05-25,0.2,3,quantile,268.523607835241
ILI incidence,AT,2025-05-14,2025-05-25,0.25,3,quantile,315.052505979496
ILI incidence,AT,2025-05-14,2025-05-25,0.3,3,quantile,370.858353575896
