origin_date,target,target_end_date,horizon,location,team_id,model_id,metric,value_absolute,value_relative,n_models,rank,rank_score
2024-10-23,ILI incidence,2024-10-20,1,HU,ItaLuxColab,EpiEKF,WIS,12.7137247829375,0.17062814180451044,13,5,0.94925750336327
2024-10-23,ILI incidence,2024-10-20,1,HU,ItaLuxColab,EpiNetEKF,WIS,15.58426596698,-0.12307529900309017,13,8,0.9153582480312692
2024-10-23,ILI incidence,2024-10-20,1,HU,MRC_GIDA,CATBoost,WIS,9.81214340482097,0.544374681118384,13,3,0.9835233235333997
2024-10-23,ILI incidence,2024-10-20,1,HU,MRC_GIDA,NBEATS,WIS,93.0955128481562,-2.701696727043398,13,13,0.0
2024-10-23,ILI incidence,2024-10-20,1,HU,MRC_GIDA,NHiTS,WIS,70.2733802036927,-2.2959633896536222,13,12,0.2695147890705219
2024-10-23,ILI incidence,2024-10-20,1,HU,MRC_GIDA,Prophet,WIS,42.2775161260738,-1.562875713173661,13,11,0.600128037151739
2024-10-23,ILI incidence,2024-10-20,1,HU,QMUL,ARIMA,WIS,8.41692165406847,0.7656503116231012,13,1,1.0
2024-10-23,ILI incidence,2024-10-20,1,HU,RIVM,KFdlm,WIS,35.0643658991982,-1.2929907333616313,13,10,0.6853107276660708
2024-10-23,ILI incidence,2024-10-20,1,HU,respicast,hubEnsemble,WIS,10.4050721451328,0.45972793706838566,13,4,0.9765212143585692
2024-10-23,ILI incidence,2024-10-20,1,HU,respicast,quantileBaseline,WIS,14.3099130434783,0.0,13,7,0.9304075409579879
2024-10-23,ILI incidence,2024-10-20,1,IE,ECDC,SARIMA,WIS,2.59741667594203,-2.2106693993835362,18,17,0.3079658937196798
2024-10-23,ILI incidence,2024-10-20,1,IE,ECDC,soca_simplex,WIS,0.901515365093424,-0.6840159163137225,18,7,0.8152664802309469
2024-10-23,ILI incidence,2024-10-20,1,IE,ISI,FluABCaster,WIS,1.22071941060819,-1.1213235572360714,18,12,0.7197819149024484
2024-10-23,ILI incidence,2024-10-20,1,IE,ISI,FluBcast,WIS,2.5658243259915,-2.1930143275430307,18,16,0.31741621819118654
2024-10-23,ILI incidence,2024-10-20,1,IE,ISI,RC_AdaptEns2,WIS,0.444759508735279,0.3353107143937679,18,3,0.9518973751660991
2024-10-23,ILI incidence,2024-10-20,1,IE,ISI,SEIR_BRW,WIS,1.23009376569368,-1.1323602218673383,18,13,0.7169777329594234
2024-10-23,ILI incidence,2024-10-20,1,IE,ItaLuxColab,EpiEKF,WIS,1.02628426985919,-0.8710223281009105,18,8,0.7779439437359609
2024-10-23,ILI incidence,2024-10-20,1,IE,ItaLuxColab,EpiNetEKF,WIS,1.05441518451373,-0.9100349822710777,18,9,0.7695290498903953
2024-10-23,ILI incidence,2024-10-20,1,IE,MRC_GIDA,CATBoost,WIS,0.283952865336574,0.9826846944021139,18,1,1.0
2024-10-23,ILI incidence,2024-10-20,1,IE,MRC_GIDA,NBEATS,WIS,0.667226247869234,-0.2498398794550091,18,5,0.8853501612922966
2024-10-23,ILI incidence,2024-10-20,1,IE,MRC_GIDA,NHiTS,WIS,0.370340769832297,0.5994827835926452,18,2,0.9741584994729261
