"origin_date","horizon","target_end_date","output_type_id","value","output_type","target","location"
2024-12-18,1,2024-12-15,0.01,2827.94,"quantile","ILI incidence","AT"
2024-12-18,1,2024-12-15,0.025,2853,"quantile","ILI incidence","AT"
2024-12-18,1,2024-12-15,0.05,2881.35,"quantile","ILI incidence","AT"
2024-12-18,1,2024-12-15,0.1,2904.6,"quantile","ILI incidence","AT"
2024-12-18,1,2024-12-15,0.15,2918.7,"quantile","ILI incidence","AT"
2024-12-18,1,2024-12-15,0.2,2923.8,"quantile","ILI incidence","AT"
2024-12-18,1,2024-12-15,0.25,2932,"quantile","ILI incidence","AT"
2024-12-18,1,2024-12-15,0.3,2945,"quantile","ILI incidence","AT"
2024-12-18,1,2024-12-15,0.35,2952.65,"quantile","ILI incidence","AT"
2024-12-18,1,2024-12-15,0.4,2961,"quantile","ILI incidence","AT"
2024-12-18,1,2024-12-15,0.45,2969.55,"quantile","ILI incidence","AT"
2024-12-18,1,2024-12-15,0.5,2981,"quantile","ILI incidence","AT"
2024-12-18,1,2024-12-15,0.55,2986.45,"quantile","ILI incidence","AT"
2024-12-18,1,2024-12-15,0.6,2990.4,"quantile","ILI incidence","AT"
2024-12-18,1,2024-12-15,0.65,2997.7,"quantile","ILI incidence","AT"
2024-12-18,1,2024-12-15,0.7,3006.3,"quantile","ILI incidence","AT"
2024-12-18,1,2024-12-15,0.75,3016,"quantile","ILI incidence","AT"
2024-12-18,1,2024-12-15,0.8,3024.6,"quantile","ILI incidence","AT"
2024-12-18,1,2024-12-15,0.85,3032,"quantile","ILI incidence","AT"
2024-12-18,1,2024-12-15,0.9,3039.8,"quantile","ILI incidence","AT"
2024-12-18,1,2024-12-15,0.95,3076.4,"quantile","ILI incidence","AT"
2024-12-18,1,2024-12-15,0.975,3095.55,"quantile","ILI incidence","AT"
2024-12-18,1,2024-12-15,0.99,3108.02,"quantile","ILI incidence","AT"
2024-12-18,1,2024-12-15,0.01,176.99,"quantile","ILI incidence","BE"
2024-12-18,1,2024-12-15,0.025,181.95,"quantile","ILI incidence","BE"
2024-12-18,1,2024-12-15,0.05,185.85,"quantile","ILI incidence","BE"
2024-12-18,1,2024-12-15,0.1,189.9,"quantile","ILI incidence","BE"
2024-12-18,1,2024-12-15,0.15,194.7,"quantile","ILI incidence","BE"
2024-12-18,1,2024-12-15,0.2,196.8,"quantile","ILI incidence","BE"
2024-12-18,1,2024-12-15,0.25,198,"quantile","ILI incidence","BE"
2024-12-18,1,2024-12-15,0.3,200,"quantile","ILI incidence","BE"
2024-12-18,1,2024-12-15,0.35,201,"quantile","ILI incidence","BE"
2024-12-18,1,2024-12-15,0.4,204,"quantile","ILI incidence","BE"
2024-12-18,1,2024-12-15,0.45,206.55,"quantile","ILI incidence","BE"
2024-12-18,1,2024-12-15,0.5,209,"quantile","ILI incidence","BE"
2024-12-18,1,2024-12-15,0.55,211.45,"quantile","ILI incidence","BE"
2024-12-18,1,2024-12-15,0.6,213.4,"quantile","ILI incidence","BE"
2024-12-18,1,2024-12-15,0.65,215.35,"quantile","ILI incidence","BE"
2024-12-18,1,2024-12-15,0.7,216.3,"quantile","ILI incidence","BE"
2024-12-18,1,2024-12-15,0.75,217.25,"quantile","ILI incidence","BE"
2024-12-18,1,2024-12-15,0.8,221,"quantile","ILI incidence","BE"
2024-12-18,1,2024-12-15,0.85,224,"quantile","ILI incidence","BE"
2024-12-18,1,2024-12-15,0.9,226.3,"quantile","ILI incidence","BE"
2024-12-18,1,2024-12-15,0.95,234.15,"quantile","ILI incidence","BE"
2024-12-18,1,2024-12-15,0.975,241.525,"quantile","ILI incidence","BE"
2024-12-18,1,2024-12-15,0.99,244.04,"quantile","ILI incidence","BE"
2024-12-18,1,2024-12-15,0.01,1.99,"quantile","ILI incidence","HR"
2024-12-18,1,2024-12-15,0.025,2,"quantile","ILI incidence","HR"
2024-12-18,1,2024-12-15,0.05,3,"quantile","ILI incidence","HR"
2024-12-18,1,2024-12-15,0.1,3,"quantile","ILI incidence","HR"
2024-12-18,1,2024-12-15,0.15,4,"quantile","ILI incidence","HR"
2024-12-18,1,2024-12-15,0.2,4,"quantile","ILI incidence","HR"
2024-12-18,1,2024-12-15,0.25,4,"quantile","ILI incidence","HR"
