"origin_date","horizon","target_end_date","output_type_id","value","output_type","target","location"
2025-05-28,1,2025-05-25,0.01,1490.95,"quantile","ILI incidence","AT"
2025-05-28,1,2025-05-25,0.025,1501.175,"quantile","ILI incidence","AT"
2025-05-28,1,2025-05-25,0.05,1519.6,"quantile","ILI incidence","AT"
2025-05-28,1,2025-05-25,0.1,1536.9,"quantile","ILI incidence","AT"
2025-05-28,1,2025-05-25,0.15,1544,"quantile","ILI incidence","AT"
2025-05-28,1,2025-05-25,0.2,1554.8,"quantile","ILI incidence","AT"
2025-05-28,1,2025-05-25,0.25,1559,"quantile","ILI incidence","AT"
2025-05-28,1,2025-05-25,0.3,1570.5,"quantile","ILI incidence","AT"
2025-05-28,1,2025-05-25,0.35,1577.3,"quantile","ILI incidence","AT"
2025-05-28,1,2025-05-25,0.4,1584.2,"quantile","ILI incidence","AT"
2025-05-28,1,2025-05-25,0.45,1587.55,"quantile","ILI incidence","AT"
2025-05-28,1,2025-05-25,0.5,1591.5,"quantile","ILI incidence","AT"
2025-05-28,1,2025-05-25,0.55,1595.45,"quantile","ILI incidence","AT"
2025-05-28,1,2025-05-25,0.6,1604.4,"quantile","ILI incidence","AT"
2025-05-28,1,2025-05-25,0.65,1610.05,"quantile","ILI incidence","AT"
2025-05-28,1,2025-05-25,0.7,1616,"quantile","ILI incidence","AT"
2025-05-28,1,2025-05-25,0.75,1623.5,"quantile","ILI incidence","AT"
2025-05-28,1,2025-05-25,0.8,1628.4,"quantile","ILI incidence","AT"
2025-05-28,1,2025-05-25,0.85,1635.3,"quantile","ILI incidence","AT"
2025-05-28,1,2025-05-25,0.9,1641.4,"quantile","ILI incidence","AT"
2025-05-28,1,2025-05-25,0.95,1650.05,"quantile","ILI incidence","AT"
2025-05-28,1,2025-05-25,0.975,1654.05,"quantile","ILI incidence","AT"
2025-05-28,1,2025-05-25,0.99,1659.02,"quantile","ILI incidence","AT"
2025-05-28,1,2025-05-25,0.01,26.99,"quantile","ILI incidence","BE"
2025-05-28,1,2025-05-25,0.025,28.475,"quantile","ILI incidence","BE"
2025-05-28,1,2025-05-25,0.05,30,"quantile","ILI incidence","BE"
2025-05-28,1,2025-05-25,0.1,34,"quantile","ILI incidence","BE"
2025-05-28,1,2025-05-25,0.15,35,"quantile","ILI incidence","BE"
2025-05-28,1,2025-05-25,0.2,35,"quantile","ILI incidence","BE"
2025-05-28,1,2025-05-25,0.25,37,"quantile","ILI incidence","BE"
2025-05-28,1,2025-05-25,0.3,38,"quantile","ILI incidence","BE"
2025-05-28,1,2025-05-25,0.35,39,"quantile","ILI incidence","BE"
2025-05-28,1,2025-05-25,0.4,39,"quantile","ILI incidence","BE"
2025-05-28,1,2025-05-25,0.45,40,"quantile","ILI incidence","BE"
2025-05-28,1,2025-05-25,0.5,41,"quantile","ILI incidence","BE"
