"origin_date","horizon","target_end_date","output_type_id","value","output_type","target","location"
2025-06-11,1,2025-06-08,0.01,1485.99,"quantile","ILI incidence","AT"
2025-06-11,1,2025-06-08,0.025,1498.475,"quantile","ILI incidence","AT"
2025-06-11,1,2025-06-08,0.05,1505.7,"quantile","ILI incidence","AT"
2025-06-11,1,2025-06-08,0.1,1516,"quantile","ILI incidence","AT"
2025-06-11,1,2025-06-08,0.15,1532.7,"quantile","ILI incidence","AT"
2025-06-11,1,2025-06-08,0.2,1540.6,"quantile","ILI incidence","AT"
2025-06-11,1,2025-06-08,0.25,1548.25,"quantile","ILI incidence","AT"
2025-06-11,1,2025-06-08,0.3,1552,"quantile","ILI incidence","AT"
2025-06-11,1,2025-06-08,0.35,1555.65,"quantile","ILI incidence","AT"
2025-06-11,1,2025-06-08,0.4,1563.2,"quantile","ILI incidence","AT"
2025-06-11,1,2025-06-08,0.45,1566,"quantile","ILI incidence","AT"
2025-06-11,1,2025-06-08,0.5,1571.5,"quantile","ILI incidence","AT"
2025-06-11,1,2025-06-08,0.55,1575.9,"quantile","ILI incidence","AT"
2025-06-11,1,2025-06-08,0.6,1578.4,"quantile","ILI incidence","AT"
2025-06-11,1,2025-06-08,0.65,1581.35,"quantile","ILI incidence","AT"
2025-06-11,1,2025-06-08,0.7,1588,"quantile","ILI incidence","AT"
2025-06-11,1,2025-06-08,0.75,1590,"quantile","ILI incidence","AT"
2025-06-11,1,2025-06-08,0.8,1595.2,"quantile","ILI incidence","AT"
2025-06-11,1,2025-06-08,0.85,1601,"quantile","ILI incidence","AT"
2025-06-11,1,2025-06-08,0.9,1605.5,"quantile","ILI incidence","AT"
2025-06-11,1,2025-06-08,0.95,1626.05,"quantile","ILI incidence","AT"
2025-06-11,1,2025-06-08,0.975,1643.15,"quantile","ILI incidence","AT"
2025-06-11,1,2025-06-08,0.99,1655.11,"quantile","ILI incidence","AT"
2025-06-11,1,2025-06-08,0.01,26,"quantile","ILI incidence","BE"
2025-06-11,1,2025-06-08,0.025,28,"quantile","ILI incidence","BE"
2025-06-11,1,2025-06-08,0.05,28.95,"quantile","ILI incidence","BE"
