"origin_date","horizon","target_end_date","output_type_id","value","output_type","target","location"
2024-12-25,1,2024-12-22,0.01,1818.94,"quantile","ILI incidence","AT"
2024-12-25,1,2024-12-22,0.025,1831.95,"quantile","ILI incidence","AT"
2024-12-25,1,2024-12-22,0.05,1841.65,"quantile","ILI incidence","AT"
2024-12-25,1,2024-12-22,0.1,1864.3,"quantile","ILI incidence","AT"
2024-12-25,1,2024-12-22,0.15,1877.85,"quantile","ILI incidence","AT"
2024-12-25,1,2024-12-22,0.2,1898.2,"quantile","ILI incidence","AT"
2024-12-25,1,2024-12-22,0.25,1906.25,"quantile","ILI incidence","AT"
2024-12-25,1,2024-12-22,0.3,1912.4,"quantile","ILI incidence","AT"
2024-12-25,1,2024-12-22,0.35,1918.95,"quantile","ILI incidence","AT"
2024-12-25,1,2024-12-22,0.4,1924.8,"quantile","ILI incidence","AT"
2024-12-25,1,2024-12-22,0.45,1930,"quantile","ILI incidence","AT"
2024-12-25,1,2024-12-22,0.5,1932,"quantile","ILI incidence","AT"
2024-12-25,1,2024-12-22,0.55,1937.45,"quantile","ILI incidence","AT"
2024-12-25,1,2024-12-22,0.6,1939.4,"quantile","ILI incidence","AT"
2024-12-25,1,2024-12-22,0.65,1947.35,"quantile","ILI incidence","AT"
2024-12-25,1,2024-12-22,0.7,1956.3,"quantile","ILI incidence","AT"
2024-12-25,1,2024-12-22,0.75,1968.25,"quantile","ILI incidence","AT"
2024-12-25,1,2024-12-22,0.8,1975.8,"quantile","ILI incidence","AT"
2024-12-25,1,2024-12-22,0.85,1980.15,"quantile","ILI incidence","AT"
2024-12-25,1,2024-12-22,0.9,1989.3,"quantile","ILI incidence","AT"
2024-12-25,1,2024-12-22,0.95,2006.8,"quantile","ILI incidence","AT"
2024-12-25,1,2024-12-22,0.975,2023.575,"quantile","ILI incidence","AT"
2024-12-25,1,2024-12-22,0.99,2053.4,"quantile","ILI incidence","AT"
2024-12-25,1,2024-12-22,0.01,189.77,"quantile","ILI incidence","BE"
2024-12-25,1,2024-12-22,0.025,191,"quantile","ILI incidence","BE"
2024-12-25,1,2024-12-22,0.05,194.9,"quantile","ILI incidence","BE"
2024-12-25,1,2024-12-22,0.1,197.8,"quantile","ILI incidence","BE"
2024-12-25,1,2024-12-22,0.15,200.85,"quantile","ILI incidence","BE"
2024-12-25,1,2024-12-22,0.2,202,"quantile","ILI incidence","BE"
2024-12-25,1,2024-12-22,0.25,203,"quantile","ILI incidence","BE"
2024-12-25,1,2024-12-22,0.3,205,"quantile","ILI incidence","BE"
2024-12-25,1,2024-12-22,0.35,206.65,"quantile","ILI incidence","BE"
2024-12-25,1,2024-12-22,0.4,208,"quantile","ILI incidence","BE"
2024-12-25,1,2024-12-22,0.45,209,"quantile","ILI incidence","BE"
2024-12-25,1,2024-12-22,0.5,210,"quantile","ILI incidence","BE"
