"origin_date","horizon","target_end_date","output_type_id","value","output_type","target","location"
2025-06-04,1,2025-06-01,0.01,1516.84,"quantile","ILI incidence","AT"
2025-06-04,1,2025-06-01,0.025,1519.475,"quantile","ILI incidence","AT"
2025-06-04,1,2025-06-01,0.05,1526.85,"quantile","ILI incidence","AT"
2025-06-04,1,2025-06-01,0.1,1552.7,"quantile","ILI incidence","AT"
2025-06-04,1,2025-06-01,0.15,1557.85,"quantile","ILI incidence","AT"
2025-06-04,1,2025-06-01,0.2,1570,"quantile","ILI incidence","AT"
2025-06-04,1,2025-06-01,0.25,1577.75,"quantile","ILI incidence","AT"
2025-06-04,1,2025-06-01,0.3,1584.7,"quantile","ILI incidence","AT"
2025-06-04,1,2025-06-01,0.35,1589.65,"quantile","ILI incidence","AT"
2025-06-04,1,2025-06-01,0.4,1592.6,"quantile","ILI incidence","AT"
2025-06-04,1,2025-06-01,0.45,1595,"quantile","ILI incidence","AT"
2025-06-04,1,2025-06-01,0.5,1600,"quantile","ILI incidence","AT"
2025-06-04,1,2025-06-01,0.55,1606.45,"quantile","ILI incidence","AT"
2025-06-04,1,2025-06-01,0.6,1612,"quantile","ILI incidence","AT"
2025-06-04,1,2025-06-01,0.65,1615.7,"quantile","ILI incidence","AT"
2025-06-04,1,2025-06-01,0.7,1621,"quantile","ILI incidence","AT"
2025-06-04,1,2025-06-01,0.75,1628.5,"quantile","ILI incidence","AT"
2025-06-04,1,2025-06-01,0.8,1631.2,"quantile","ILI incidence","AT"
2025-06-04,1,2025-06-01,0.85,1637.15,"quantile","ILI incidence","AT"
2025-06-04,1,2025-06-01,0.9,1652.1,"quantile","ILI incidence","AT"
2025-06-04,1,2025-06-01,0.95,1658.05,"quantile","ILI incidence","AT"
2025-06-04,1,2025-06-01,0.975,1665.15,"quantile","ILI incidence","AT"
2025-06-04,1,2025-06-01,0.99,1672.38,"quantile","ILI incidence","AT"
2025-06-04,1,2025-06-01,0.01,29.98,"quantile","ILI incidence","BE"
2025-06-04,1,2025-06-01,0.025,32,"quantile","ILI incidence","BE"
2025-06-04,1,2025-06-01,0.05,32,"quantile","ILI incidence","BE"
2025-06-04,1,2025-06-01,0.1,33.9,"quantile","ILI incidence","BE"
2025-06-04,1,2025-06-01,0.15,36,"quantile","ILI incidence","BE"
2025-06-04,1,2025-06-01,0.2,37,"quantile","ILI incidence","BE"
2025-06-04,1,2025-06-01,0.25,38,"quantile","ILI incidence","BE"
2025-06-04,1,2025-06-01,0.3,38.7,"quantile","ILI incidence","BE"
2025-06-04,1,2025-06-01,0.35,39,"quantile","ILI incidence","BE"
2025-06-04,1,2025-06-01,0.4,40,"quantile","ILI incidence","BE"
2025-06-04,1,2025-06-01,0.45,41,"quantile","ILI incidence","BE"
2025-06-04,1,2025-06-01,0.5,41.5,"quantile","ILI incidence","BE"
2025-06-04,1,2025-06-01,0.55,43,"quantile","ILI incidence","BE"
2025-06-04,1,2025-06-01,0.6,43,"quantile","ILI incidence","BE"
2025-06-04,1,2025-06-01,0.65,43.35,"quantile","ILI incidence","BE"
2025-06-04,1,2025-06-01,0.7,44,"quantile","ILI incidence","BE"
2025-06-04,1,2025-06-01,0.75,45,"quantile","ILI incidence","BE"
2025-06-04,1,2025-06-01,0.8,45,"quantile","ILI incidence","BE"
2025-06-04,1,2025-06-01,0.85,46,"quantile","ILI incidence","BE"
2025-06-04,1,2025-06-01,0.9,49,"quantile","ILI incidence","BE"
2025-06-04,1,2025-06-01,0.95,52,"quantile","ILI incidence","BE"
2025-06-04,1,2025-06-01,0.975,52.525,"quantile","ILI incidence","BE"
2025-06-04,1,2025-06-01,0.99,55,"quantile","ILI incidence","BE"
2025-06-04,1,2025-06-01,0.01,0,"quantile","ILI incidence","HR"
2025-06-04,1,2025-06-01,0.025,0,"quantile","ILI incidence","HR"
2025-06-04,1,2025-06-01,0.05,0,"quantile","ILI incidence","HR"
2025-06-04,1,2025-06-01,0.1,0,"quantile","ILI incidence","HR"
2025-06-04,1,2025-06-01,0.15,0,"quantile","ILI incidence","HR"
2025-06-04,1,2025-06-01,0.2,0,"quantile","ILI incidence","HR"
2025-06-04,1,2025-06-01,0.25,0,"quantile","ILI incidence","HR"
2025-06-04,1,2025-06-01,0.3,1,"quantile","ILI incidence","HR"
2025-06-04,1,2025-06-01,0.35,1,"quantile","ILI incidence","HR"
2025-06-04,1,2025-06-01,0.4,1,"quantile","ILI incidence","HR"
2025-06-04,1,2025-06-01,0.45,1,"quantile","ILI incidence","HR"
2025-06-04,1,2025-06-01,0.5,1,"quantile","ILI incidence","HR"
2025-06-04,1,2025-06-01,0.55,1,"quantile","ILI incidence","HR"
2025-06-04,1,2025-06-01,0.6,1,"quantile","ILI incidence","HR"
2025-06-04,1,2025-06-01,0.65,1,"quantile","ILI incidence","HR"
2025-06-04,1,2025-06-01,0.7,2,"quantile","ILI incidence","HR"
2025-06-04,1,2025-06-01,0.75,2,"quantile","ILI incidence","HR"
2025-06-04,1,2025-06-01,0.8,2,"quantile","ILI incidence","HR"
2025-06-04,1,2025-06-01,0.85,2,"quantile","ILI incidence","HR"
2025-06-04,1,2025-06-01,0.9,2,"quantile","ILI incidence","HR"
2025-06-04,1,2025-06-01,0.95,3,"quantile","ILI incidence","HR"
2025-06-04,1,2025-06-01,0.975,3,"quantile","ILI incidence","HR"
2025-06-04,1,2025-06-01,0.99,4.03000000000002,"quantile","ILI incidence","HR"
2025-06-04,1,2025-06-01,0.01,2.99,"quantile","ILI incidence","CZ"
2025-06-04,1,2025-06-01,0.025,3,"quantile","ILI incidence","CZ"
2025-06-04,1,2025-06-01,0.05,3.95,"quantile","ILI incidence","CZ"
2025-06-04,1,2025-06-01,0.1,4,"quantile","ILI incidence","CZ"
2025-06-04,1,2025-06-01,0.15,5,"quantile","ILI incidence","CZ"
2025-06-04,1,2025-06-01,0.2,6,"quantile","ILI incidence","CZ"
2025-06-04,1,2025-06-01,0.25,6,"quantile","ILI incidence","CZ"
2025-06-04,1,2025-06-01,0.3,6.7,"quantile","ILI incidence","CZ"
2025-06-04,1,2025-06-01,0.35,7,"quantile","ILI incidence","CZ"
2025-06-04,1,2025-06-01,0.4,7,"quantile","ILI incidence","CZ"
2025-06-04,1,2025-06-01,0.45,8,"quantile","ILI incidence","CZ"
2025-06-04,1,2025-06-01,0.5,8,"quantile","ILI incidence","CZ"
2025-06-04,1,2025-06-01,0.55,9,"quantile","ILI incidence","CZ"
2025-06-04,1,2025-06-01,0.6,9,"quantile","ILI incidence","CZ"
2025-06-04,1,2025-06-01,0.65,10,"quantile","ILI incidence","CZ"
2025-06-04,1,2025-06-01,0.7,10.3,"quantile","ILI incidence","CZ"
2025-06-04,1,2025-06-01,0.75,11,"quantile","ILI incidence","CZ"
2025-06-04,1,2025-06-01,0.8,11,"quantile","ILI incidence","CZ"
2025-06-04,1,2025-06-01,0.85,12,"quantile","ILI incidence","CZ"
2025-06-04,1,2025-06-01,0.9,13,"quantile","ILI incidence","CZ"
2025-06-04,1,2025-06-01,0.95,14,"quantile","ILI incidence","CZ"
2025-06-04,1,2025-06-01,0.975,14.525,"quantile","ILI incidence","CZ"
2025-06-04,1,2025-06-01,0.99,15.03,"quantile","ILI incidence","CZ"
