"origin_date","horizon","target_end_date","output_type_id","value","output_type","target","location"
2025-08-06,1,2025-08-03,0.01,1501.95,"quantile","ILI incidence","AT"
2025-08-06,1,2025-08-03,0.025,1509.375,"quantile","ILI incidence","AT"
2025-08-06,1,2025-08-03,0.05,1518.9,"quantile","ILI incidence","AT"
2025-08-06,1,2025-08-03,0.1,1557.7,"quantile","ILI incidence","AT"
2025-08-06,1,2025-08-03,0.15,1563.55,"quantile","ILI incidence","AT"
2025-08-06,1,2025-08-03,0.2,1565.8,"quantile","ILI incidence","AT"
2025-08-06,1,2025-08-03,0.25,1579,"quantile","ILI incidence","AT"
2025-08-06,1,2025-08-03,0.3,1584.4,"quantile","ILI incidence","AT"
2025-08-06,1,2025-08-03,0.35,1591,"quantile","ILI incidence","AT"
2025-08-06,1,2025-08-03,0.4,1599.8,"quantile","ILI incidence","AT"
2025-08-06,1,2025-08-03,0.45,1606.55,"quantile","ILI incidence","AT"
2025-08-06,1,2025-08-03,0.5,1611,"quantile","ILI incidence","AT"
2025-08-06,1,2025-08-03,0.55,1613,"quantile","ILI incidence","AT"
2025-08-06,1,2025-08-03,0.6,1616.8,"quantile","ILI incidence","AT"
2025-08-06,1,2025-08-03,0.65,1620,"quantile","ILI incidence","AT"
2025-08-06,1,2025-08-03,0.7,1634,"quantile","ILI incidence","AT"
2025-08-06,1,2025-08-03,0.75,1639,"quantile","ILI incidence","AT"
2025-08-06,1,2025-08-03,0.8,1649.2,"quantile","ILI incidence","AT"
2025-08-06,1,2025-08-03,0.85,1655.3,"quantile","ILI incidence","AT"
2025-08-06,1,2025-08-03,0.9,1671.1,"quantile","ILI incidence","AT"
2025-08-06,1,2025-08-03,0.95,1674.5,"quantile","ILI incidence","AT"
2025-08-06,1,2025-08-03,0.975,1687,"quantile","ILI incidence","AT"
2025-08-06,1,2025-08-03,0.99,1694.03,"quantile","ILI incidence","AT"
2025-08-06,1,2025-08-03,0.01,24.98,"quantile","ILI incidence","BE"
2025-08-06,1,2025-08-03,0.025,28,"quantile","ILI incidence","BE"
2025-08-06,1,2025-08-03,0.05,28,"quantile","ILI incidence","BE"
2025-08-06,1,2025-08-03,0.1,31.9,"quantile","ILI incidence","BE"
2025-08-06,1,2025-08-03,0.15,34,"quantile","ILI incidence","BE"
2025-08-06,1,2025-08-03,0.2,34,"quantile","ILI incidence","BE"
2025-08-06,1,2025-08-03,0.25,34,"quantile","ILI incidence","BE"
2025-08-06,1,2025-08-03,0.3,35,"quantile","ILI incidence","BE"
2025-08-06,1,2025-08-03,0.35,36,"quantile","ILI incidence","BE"
2025-08-06,1,2025-08-03,0.4,37.6,"quantile","ILI incidence","BE"
2025-08-06,1,2025-08-03,0.45,39,"quantile","ILI incidence","BE"
2025-08-06,1,2025-08-03,0.5,40,"quantile","ILI incidence","BE"
2025-08-06,1,2025-08-03,0.55,41,"quantile","ILI incidence","BE"
2025-08-06,1,2025-08-03,0.6,41,"quantile","ILI incidence","BE"
2025-08-06,1,2025-08-03,0.65,41.35,"quantile","ILI incidence","BE"
2025-08-06,1,2025-08-03,0.7,42,"quantile","ILI incidence","BE"
2025-08-06,1,2025-08-03,0.75,43,"quantile","ILI incidence","BE"
2025-08-06,1,2025-08-03,0.8,44,"quantile","ILI incidence","BE"
2025-08-06,1,2025-08-03,0.85,46,"quantile","ILI incidence","BE"
2025-08-06,1,2025-08-03,0.9,47,"quantile","ILI incidence","BE"
2025-08-06,1,2025-08-03,0.95,50.15,"quantile","ILI incidence","BE"
2025-08-06,1,2025-08-03,0.975,53.525,"quantile","ILI incidence","BE"
2025-08-06,1,2025-08-03,0.99,57.02,"quantile","ILI incidence","BE"
2025-08-06,1,2025-08-03,0.01,0,"quantile","ILI incidence","HR"
2025-08-06,1,2025-08-03,0.025,0,"quantile","ILI incidence","HR"
2025-08-06,1,2025-08-03,0.05,0,"quantile","ILI incidence","HR"
