"origin_date","horizon","target_end_date","output_type_id","value","output_type","target","location"
2025-08-20,1,2025-08-17,0.01,1554.9,"quantile","ILI incidence","AT"
2025-08-20,1,2025-08-17,0.025,1566.275,"quantile","ILI incidence","AT"
2025-08-20,1,2025-08-17,0.05,1574.85,"quantile","ILI incidence","AT"
2025-08-20,1,2025-08-17,0.1,1581.9,"quantile","ILI incidence","AT"
2025-08-20,1,2025-08-17,0.15,1593.7,"quantile","ILI incidence","AT"
2025-08-20,1,2025-08-17,0.2,1599,"quantile","ILI incidence","AT"
2025-08-20,1,2025-08-17,0.25,1607.75,"quantile","ILI incidence","AT"
2025-08-20,1,2025-08-17,0.3,1611.7,"quantile","ILI incidence","AT"
2025-08-20,1,2025-08-17,0.35,1622.3,"quantile","ILI incidence","AT"
2025-08-20,1,2025-08-17,0.4,1626,"quantile","ILI incidence","AT"
2025-08-20,1,2025-08-17,0.45,1630,"quantile","ILI incidence","AT"
2025-08-20,1,2025-08-17,0.5,1632,"quantile","ILI incidence","AT"
2025-08-20,1,2025-08-17,0.55,1637.45,"quantile","ILI incidence","AT"
2025-08-20,1,2025-08-17,0.6,1646.4,"quantile","ILI incidence","AT"
2025-08-20,1,2025-08-17,0.65,1654.35,"quantile","ILI incidence","AT"
2025-08-20,1,2025-08-17,0.7,1660.3,"quantile","ILI incidence","AT"
2025-08-20,1,2025-08-17,0.75,1666,"quantile","ILI incidence","AT"
2025-08-20,1,2025-08-17,0.8,1676,"quantile","ILI incidence","AT"
2025-08-20,1,2025-08-17,0.85,1681.3,"quantile","ILI incidence","AT"
2025-08-20,1,2025-08-17,0.9,1691,"quantile","ILI incidence","AT"
2025-08-20,1,2025-08-17,0.95,1699.15,"quantile","ILI incidence","AT"
2025-08-20,1,2025-08-17,0.975,1714.2,"quantile","ILI incidence","AT"
2025-08-20,1,2025-08-17,0.99,1731.01,"quantile","ILI incidence","AT"
2025-08-20,1,2025-08-17,0.01,26,"quantile","ILI incidence","BE"
2025-08-20,1,2025-08-17,0.025,26.95,"quantile","ILI incidence","BE"
2025-08-20,1,2025-08-17,0.05,28,"quantile","ILI incidence","BE"
2025-08-20,1,2025-08-17,0.1,32,"quantile","ILI incidence","BE"
2025-08-20,1,2025-08-17,0.15,33,"quantile","ILI incidence","BE"
2025-08-20,1,2025-08-17,0.2,34.8,"quantile","ILI incidence","BE"
2025-08-20,1,2025-08-17,0.25,35,"quantile","ILI incidence","BE"
2025-08-20,1,2025-08-17,0.3,36,"quantile","ILI incidence","BE"
2025-08-20,1,2025-08-17,0.35,36.65,"quantile","ILI incidence","BE"
2025-08-20,1,2025-08-17,0.4,38,"quantile","ILI incidence","BE"
2025-08-20,1,2025-08-17,0.45,39,"quantile","ILI incidence","BE"
2025-08-20,1,2025-08-17,0.5,39,"quantile","ILI incidence","BE"
2025-08-20,1,2025-08-17,0.55,41,"quantile","ILI incidence","BE"
2025-08-20,1,2025-08-17,0.6,42,"quantile","ILI incidence","BE"
2025-08-20,1,2025-08-17,0.65,43,"quantile","ILI incidence","BE"
2025-08-20,1,2025-08-17,0.7,44,"quantile","ILI incidence","BE"
2025-08-20,1,2025-08-17,0.75,45,"quantile","ILI incidence","BE"
2025-08-20,1,2025-08-17,0.8,46,"quantile","ILI incidence","BE"
2025-08-20,1,2025-08-17,0.85,46,"quantile","ILI incidence","BE"
2025-08-20,1,2025-08-17,0.9,47.1,"quantile","ILI incidence","BE"
2025-08-20,1,2025-08-17,0.95,50.05,"quantile","ILI incidence","BE"
2025-08-20,1,2025-08-17,0.975,51,"quantile","ILI incidence","BE"
