"origin_date","horizon","target_end_date","output_type_id","value","output_type","target","location"
2025-09-03,1,2025-08-31,0.01,1589.96,"quantile","ILI incidence","AT"
2025-09-03,1,2025-08-31,0.025,1621.75,"quantile","ILI incidence","AT"
2025-09-03,1,2025-08-31,0.05,1645.95,"quantile","ILI incidence","AT"
2025-09-03,1,2025-08-31,0.1,1656.5,"quantile","ILI incidence","AT"
2025-09-03,1,2025-08-31,0.15,1663,"quantile","ILI incidence","AT"
2025-09-03,1,2025-08-31,0.2,1666.8,"quantile","ILI incidence","AT"
2025-09-03,1,2025-08-31,0.25,1669.75,"quantile","ILI incidence","AT"
2025-09-03,1,2025-08-31,0.3,1672.4,"quantile","ILI incidence","AT"
2025-09-03,1,2025-08-31,0.35,1681.3,"quantile","ILI incidence","AT"
2025-09-03,1,2025-08-31,0.4,1688.6,"quantile","ILI incidence","AT"
2025-09-03,1,2025-08-31,0.45,1693.1,"quantile","ILI incidence","AT"
2025-09-03,1,2025-08-31,0.5,1697,"quantile","ILI incidence","AT"
2025-09-03,1,2025-08-31,0.55,1700.45,"quantile","ILI incidence","AT"
2025-09-03,1,2025-08-31,0.6,1707.6,"quantile","ILI incidence","AT"
2025-09-03,1,2025-08-31,0.65,1712,"quantile","ILI incidence","AT"
2025-09-03,1,2025-08-31,0.7,1716.3,"quantile","ILI incidence","AT"
2025-09-03,1,2025-08-31,0.75,1720,"quantile","ILI incidence","AT"
2025-09-03,1,2025-08-31,0.8,1732.8,"quantile","ILI incidence","AT"
2025-09-03,1,2025-08-31,0.85,1740,"quantile","ILI incidence","AT"
2025-09-03,1,2025-08-31,0.9,1756.3,"quantile","ILI incidence","AT"
2025-09-03,1,2025-08-31,0.95,1776.2,"quantile","ILI incidence","AT"
2025-09-03,1,2025-08-31,0.975,1782.05,"quantile","ILI incidence","AT"
2025-09-03,1,2025-08-31,0.99,1784.02,"quantile","ILI incidence","AT"
2025-09-03,1,2025-08-31,0.01,34.96,"quantile","ILI incidence","BE"
2025-09-03,1,2025-08-31,0.025,36.475,"quantile","ILI incidence","BE"
2025-09-03,1,2025-08-31,0.05,38,"quantile","ILI incidence","BE"
2025-09-03,1,2025-08-31,0.1,39,"quantile","ILI incidence","BE"
2025-09-03,1,2025-08-31,0.15,40,"quantile","ILI incidence","BE"
2025-09-03,1,2025-08-31,0.2,42,"quantile","ILI incidence","BE"
2025-09-03,1,2025-08-31,0.25,43,"quantile","ILI incidence","BE"
2025-09-03,1,2025-08-31,0.3,45,"quantile","ILI incidence","BE"
2025-09-03,1,2025-08-31,0.35,46,"quantile","ILI incidence","BE"
2025-09-03,1,2025-08-31,0.4,46,"quantile","ILI incidence","BE"
2025-09-03,1,2025-08-31,0.45,47,"quantile","ILI incidence","BE"
2025-09-03,1,2025-08-31,0.5,48,"quantile","ILI incidence","BE"
2025-09-03,1,2025-08-31,0.55,49,"quantile","ILI incidence","BE"
2025-09-03,1,2025-08-31,0.6,49,"quantile","ILI incidence","BE"
2025-09-03,1,2025-08-31,0.65,50.35,"quantile","ILI incidence","BE"
2025-09-03,1,2025-08-31,0.7,52,"quantile","ILI incidence","BE"
2025-09-03,1,2025-08-31,0.75,52,"quantile","ILI incidence","BE"
2025-09-03,1,2025-08-31,0.8,53,"quantile","ILI incidence","BE"
2025-09-03,1,2025-08-31,0.85,55.15,"quantile","ILI incidence","BE"
2025-09-03,1,2025-08-31,0.9,57.1,"quantile","ILI incidence","BE"
2025-09-03,1,2025-08-31,0.95,61.05,"quantile","ILI incidence","BE"
2025-09-03,1,2025-08-31,0.975,63.525,"quantile","ILI incidence","BE"
2025-09-03,1,2025-08-31,0.99,67.01,"quantile","ILI incidence","BE"
2025-09-03,1,2025-08-31,0.01,0,"quantile","ILI incidence","HR"
2025-09-03,1,2025-08-31,0.025,0,"quantile","ILI incidence","HR"
2025-09-03,1,2025-08-31,0.05,0,"quantile","ILI incidence","HR"
2025-09-03,1,2025-08-31,0.1,0,"quantile","ILI incidence","HR"
2025-09-03,1,2025-08-31,0.15,0,"quantile","ILI incidence","HR"
2025-09-03,1,2025-08-31,0.2,0,"quantile","ILI incidence","HR"
2025-09-03,1,2025-08-31,0.25,0,"quantile","ILI incidence","HR"
2025-09-03,1,2025-08-31,0.3,0,"quantile","ILI incidence","HR"
2025-09-03,1,2025-08-31,0.35,0,"quantile","ILI incidence","HR"
2025-09-03,1,2025-08-31,0.4,0,"quantile","ILI incidence","HR"
2025-09-03,1,2025-08-31,0.45,0,"quantile","ILI incidence","HR"
2025-09-03,1,2025-08-31,0.5,0,"quantile","ILI incidence","HR"
2025-09-03,1,2025-08-31,0.55,0,"quantile","ILI incidence","HR"
2025-09-03,1,2025-08-31,0.6,0,"quantile","ILI incidence","HR"
2025-09-03,1,2025-08-31,0.65,0,"quantile","ILI incidence","HR"
2025-09-03,1,2025-08-31,0.7,0,"quantile","ILI incidence","HR"
2025-09-03,1,2025-08-31,0.75,0,"quantile","ILI incidence","HR"
2025-09-03,1,2025-08-31,0.8,0,"quantile","ILI incidence","HR"
2025-09-03,1,2025-08-31,0.85,0,"quantile","ILI incidence","HR"
2025-09-03,1,2025-08-31,0.9,0,"quantile","ILI incidence","HR"
2025-09-03,1,2025-08-31,0.95,1,"quantile","ILI incidence","HR"
2025-09-03,1,2025-08-31,0.975,1,"quantile","ILI incidence","HR"
2025-09-03,1,2025-08-31,0.99,1,"quantile","ILI incidence","HR"
2025-09-03,1,2025-08-31,0.01,1,"quantile","ILI incidence","CZ"
2025-09-03,1,2025-08-31,0.025,1,"quantile","ILI incidence","CZ"
2025-09-03,1,2025-08-31,0.05,1,"quantile","ILI incidence","CZ"
2025-09-03,1,2025-08-31,0.1,2,"quantile","ILI incidence","CZ"
2025-09-03,1,2025-08-31,0.15,2,"quantile","ILI incidence","CZ"
2025-09-03,1,2025-08-31,0.2,2,"quantile","ILI incidence","CZ"
2025-09-03,1,2025-08-31,0.25,3,"quantile","ILI incidence","CZ"
2025-09-03,1,2025-08-31,0.3,3,"quantile","ILI incidence","CZ"
2025-09-03,1,2025-08-31,0.35,3,"quantile","ILI incidence","CZ"
2025-09-03,1,2025-08-31,0.4,3,"quantile","ILI incidence","CZ"
2025-09-03,1,2025-08-31,0.45,4,"quantile","ILI incidence","CZ"
2025-09-03,1,2025-08-31,0.5,4,"quantile","ILI incidence","CZ"
2025-09-03,1,2025-08-31,0.55,4,"quantile","ILI incidence","CZ"
2025-09-03,1,2025-08-31,0.6,4,"quantile","ILI incidence","CZ"
2025-09-03,1,2025-08-31,0.65,4.35000000000001,"quantile","ILI incidence","CZ"
2025-09-03,1,2025-08-31,0.7,5,"quantile","ILI incidence","CZ"
2025-09-03,1,2025-08-31,0.75,5.25000000000001,"quantile","ILI incidence","CZ"
2025-09-03,1,2025-08-31,0.8,6,"quantile","ILI incidence","CZ"
2025-09-03,1,2025-08-31,0.85,6,"quantile","ILI incidence","CZ"
2025-09-03,1,2025-08-31,0.9,7,"quantile","ILI incidence","CZ"
2025-09-03,1,2025-08-31,0.95,8,"quantile","ILI incidence","CZ"
2025-09-03,1,2025-08-31,0.975,9,"quantile","ILI incidence","CZ"
2025-09-03,1,2025-08-31,0.99,9,"quantile","ILI incidence","CZ"
2025-09-03,1,2025-08-31,0.01,64,"quantile","ILI incidence","DK"
2025-09-03,1,2025-08-31,0.025,67.475,"quantile","ILI incidence","DK"
2025-09-03,1,2025-08-31,0.05,68.95,"quantile","ILI incidence","DK"
2025-09-03,1,2025-08-31,0.1,75,"quantile","ILI incidence","DK"
2025-09-03,1,2025-08-31,0.15,76.85,"quantile","ILI incidence","DK"
2025-09-03,1,2025-08-31,0.2,77,"quantile","ILI incidence","DK"
2025-09-03,1,2025-08-31,0.25,78.75,"quantile","ILI incidence","DK"
2025-09-03,1,2025-08-31,0.3,81,"quantile","ILI incidence","DK"
2025-09-03,1,2025-08-31,0.35,83.65,"quantile","ILI incidence","DK"
2025-09-03,1,2025-08-31,0.4,85.6,"quantile","ILI incidence","DK"
2025-09-03,1,2025-08-31,0.45,87,"quantile","ILI incidence","DK"
2025-09-03,1,2025-08-31,0.5,89,"quantile","ILI incidence","DK"
2025-09-03,1,2025-08-31,0.55,90,"quantile","ILI incidence","DK"
2025-09-03,1,2025-08-31,0.6,91,"quantile","ILI incidence","DK"
2025-09-03,1,2025-08-31,0.65,92,"quantile","ILI incidence","DK"
2025-09-03,1,2025-08-31,0.7,93,"quantile","ILI incidence","DK"
2025-09-03,1,2025-08-31,0.75,94,"quantile","ILI incidence","DK"
2025-09-03,1,2025-08-31,0.8,96,"quantile","ILI incidence","DK"
2025-09-03,1,2025-08-31,0.85,97.15,"quantile","ILI incidence","DK"
2025-09-03,1,2025-08-31,0.9,99,"quantile","ILI incidence","DK"
2025-09-03,1,2025-08-31,0.95,102,"quantile","ILI incidence","DK"
2025-09-03,1,2025-08-31,0.975,104.05,"quantile","ILI incidence","DK"
2025-09-03,1,2025-08-31,0.99,107.03,"quantile","ILI incidence","DK"
2025-09-03,1,2025-08-31,0.01,93.92,"quantile","ILI incidence","EE"
2025-09-03,1,2025-08-31,0.025,95.475,"quantile","ILI incidence","EE"
2025-09-03,1,2025-08-31,0.05,98.9,"quantile","ILI incidence","EE"
2025-09-03,1,2025-08-31,0.1,101,"quantile","ILI incidence","EE"
2025-09-03,1,2025-08-31,0.15,103,"quantile","ILI incidence","EE"
2025-09-03,1,2025-08-31,0.2,107,"quantile","ILI incidence","EE"
2025-09-03,1,2025-08-31,0.25,108,"quantile","ILI incidence","EE"
2025-09-03,1,2025-08-31,0.3,109,"quantile","ILI incidence","EE"
2025-09-03,1,2025-08-31,0.35,110,"quantile","ILI incidence","EE"
2025-09-03,1,2025-08-31,0.4,111,"quantile","ILI incidence","EE"
2025-09-03,1,2025-08-31,0.45,112,"quantile","ILI incidence","EE"
2025-09-03,1,2025-08-31,0.5,114,"quantile","ILI incidence","EE"
2025-09-03,1,2025-08-31,0.55,115,"quantile","ILI incidence","EE"
2025-09-03,1,2025-08-31,0.6,116.4,"quantile","ILI incidence","EE"
2025-09-03,1,2025-08-31,0.65,118,"quantile","ILI incidence","EE"
2025-09-03,1,2025-08-31,0.7,118.3,"quantile","ILI incidence","EE"
2025-09-03,1,2025-08-31,0.75,121.25,"quantile","ILI incidence","EE"
2025-09-03,1,2025-08-31,0.8,124,"quantile","ILI incidence","EE"
2025-09-03,1,2025-08-31,0.85,127,"quantile","ILI incidence","EE"
2025-09-03,1,2025-08-31,0.9,131.1,"quantile","ILI incidence","EE"
2025-09-03,1,2025-08-31,0.95,134.05,"quantile","ILI incidence","EE"
2025-09-03,1,2025-08-31,0.975,137.1,"quantile","ILI incidence","EE"
2025-09-03,1,2025-08-31,0.99,141,"quantile","ILI incidence","EE"
2025-09-03,1,2025-08-31,0.01,0,"quantile","ILI incidence","FR"
2025-09-03,1,2025-08-31,0.025,0,"quantile","ILI incidence","FR"
2025-09-03,1,2025-08-31,0.05,0,"quantile","ILI incidence","FR"
2025-09-03,1,2025-08-31,0.1,0,"quantile","ILI incidence","FR"
2025-09-03,1,2025-08-31,0.15,1,"quantile","ILI incidence","FR"
2025-09-03,1,2025-08-31,0.2,1,"quantile","ILI incidence","FR"
2025-09-03,1,2025-08-31,0.25,1,"quantile","ILI incidence","FR"
2025-09-03,1,2025-08-31,0.3,1,"quantile","ILI incidence","FR"
2025-09-03,1,2025-08-31,0.35,1.65000000000001,"quantile","ILI incidence","FR"
2025-09-03,1,2025-08-31,0.4,2,"quantile","ILI incidence","FR"
2025-09-03,1,2025-08-31,0.45,2,"quantile","ILI incidence","FR"
2025-09-03,1,2025-08-31,0.5,2,"quantile","ILI incidence","FR"
2025-09-03,1,2025-08-31,0.55,2,"quantile","ILI incidence","FR"
2025-09-03,1,2025-08-31,0.6,2,"quantile","ILI incidence","FR"
2025-09-03,1,2025-08-31,0.65,2,"quantile","ILI incidence","FR"
2025-09-03,1,2025-08-31,0.7,3,"quantile","ILI incidence","FR"
2025-09-03,1,2025-08-31,0.75,3,"quantile","ILI incidence","FR"
2025-09-03,1,2025-08-31,0.8,3.2,"quantile","ILI incidence","FR"
2025-09-03,1,2025-08-31,0.85,4,"quantile","ILI incidence","FR"
2025-09-03,1,2025-08-31,0.9,4,"quantile","ILI incidence","FR"
2025-09-03,1,2025-08-31,0.95,5,"quantile","ILI incidence","FR"
2025-09-03,1,2025-08-31,0.975,5,"quantile","ILI incidence","FR"
2025-09-03,1,2025-08-31,0.99,5,"quantile","ILI incidence","FR"
2025-09-03,1,2025-08-31,0.01,264.86,"quantile","ILI incidence","GR"
2025-09-03,1,2025-08-31,0.025,277.9,"quantile","ILI incidence","GR"
2025-09-03,1,2025-08-31,0.05,284.85,"quantile","ILI incidence","GR"
2025-09-03,1,2025-08-31,0.1,292,"quantile","ILI incidence","GR"
2025-09-03,1,2025-08-31,0.15,296,"quantile","ILI incidence","GR"
2025-09-03,1,2025-08-31,0.2,299.8,"quantile","ILI incidence","GR"
2025-09-03,1,2025-08-31,0.25,300,"quantile","ILI incidence","GR"
2025-09-03,1,2025-08-31,0.3,303,"quantile","ILI incidence","GR"
2025-09-03,1,2025-08-31,0.35,306,"quantile","ILI incidence","GR"
2025-09-03,1,2025-08-31,0.4,308,"quantile","ILI incidence","GR"
2025-09-03,1,2025-08-31,0.45,311.55,"quantile","ILI incidence","GR"
2025-09-03,1,2025-08-31,0.5,312,"quantile","ILI incidence","GR"
2025-09-03,1,2025-08-31,0.55,316,"quantile","ILI incidence","GR"
2025-09-03,1,2025-08-31,0.6,316.8,"quantile","ILI incidence","GR"
2025-09-03,1,2025-08-31,0.65,321,"quantile","ILI incidence","GR"
2025-09-03,1,2025-08-31,0.7,321.3,"quantile","ILI incidence","GR"
2025-09-03,1,2025-08-31,0.75,324,"quantile","ILI incidence","GR"
2025-09-03,1,2025-08-31,0.8,326.2,"quantile","ILI incidence","GR"
2025-09-03,1,2025-08-31,0.85,328,"quantile","ILI incidence","GR"
2025-09-03,1,2025-08-31,0.9,337,"quantile","ILI incidence","GR"
